wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0,What,What
2,1,1,else,else
3,1,2, ,.
4,2,0, ,...
5,2,1,Politics,Politics
6,2,2,deals,deals
7,2,3,with,with
8,2,4,the,the
9,2,5,question,question
10,2,6,of,of
11,2,7,power,power
12,2,8, ,.
13,3,0,right,right
14,3,1, ,?
15,4,0, ,...
16,4,1,That's,That's
17,4,2,the,the
18,4,3,introduction,introduction
19,4,4,to,to
20,4,5,empowerment,empowerment
21,4,6, ,.
22,5,0, ,..
23,5,1,What,What
24,5,2,is,is
25,5,3,power,power
26,5,4, ,.
27,6,0, ,...
28,6,1,Very,Very
29,6,2,quickly,quickly
30,6,3, ,","
31,7,0,come,come
32,7,1,on,on
33,7,2, ,","
34,8,0, ,...
35,8,1,all,all
36,8,2,of,of
37,8,3,you,you
38,8,4,should,should
39,8,5,know,know
40,8,6,these,these
41,8,7,two,two
42,8,8,concepts,concepts
43,8,9, ,","
44,9,0, ,..
45,9,1,they're,they're
46,9,2,not,not
47,9,3,that,that
48,9,4,difficult,difficult
49,9,5, ,","
50,10,0, ,...
51,10,1,What,What
52,10,2,is,is
53,10,3,power,power
54,10,4, ,.
55,11,0,What,What
56,11,1,are,are
57,11,2,we,we
58,11,3,talking,talking
59,11,4,about,about
60,11,5, ,.
61,12,0, ,..
62,12,1,Having,Having
63,12,2,the,the
64,12,3,capacity,capacity
65,12,4,to,to
66,12,5,impact,impact
67,12,6,public,public
68,12,7,policy,policy
69,12,8, ,.
70,13,0,Alright,Alright
71,13,1, ,.
72,14,0,So,So
73,14,1,if,if
74,14,2,we're,we're
75,14,3,talking,talking
76,14,4,about,about
77,14,5,politics,politics
78,14,6, ,","
79,15,0,politics,politics
80,15,1,is,is
81,15,2,tied,tied
82,15,3,into,into
83,15,4,the,the
84,15,5,whole,whole
85,15,6,concept,concept
86,15,7,of,of
87,15,8,power,power
88,15,9, ,.
89,16,0,right,right
90,16,1, ,?
91,17,0, ,...
92,17,1,And,And
93,17,2,if,if
94,17,3,we're,we're
95,17,4,talking,talking
96,17,5,about,about
97,17,6, ,..
98,17,7,empowerment,empowerment
99,17,8,as,as
100,17,9,a,a
101,17,10,concept,concept
102,17,11, ,","
103,18,0,we,we
104,18,1,must,must
105,18,2,have,have
106,18,3,an,an
107,18,4,understanding,understanding
108,18,5,of,of
109,18,6,the,the
110,18,7,notion,notion
111,18,8,of,of
112,18,9,what,what
113,18,10,is,is
114,18,11,power,power
115,18,12, ,.
116,19,0,Now,Now
117,19,1,does,does
118,19,2, ,..
119,19,3,power,power
120,19,4,come,come
121,19,5,in,in
122,19,6,one,one
123,19,7,form,form
124,19,8, ,","
