wordID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList",aligned,void,stretch
1,0,0,170.00,0,Another,"{}",1,0,0
2,1,1,270.00,0,thing,"{}",1,0,0
3,2,2,370.00,0,I,"{}",1,0,0
4,3,3,470.00,0,thought,"{}",1,0,0
5,4,4,570.00,0,was,"{}",1,0,0
6,5,5,670.00,0,interesting,"{}",1,0,0
7,6,6,770.00,0,",","{}",1,0,0
8,0,0,170.00,0,...,"{}",1,0,0
9,1,1,270.00,0,was,"{}",1,0,0
10,2,2,370.00,0,the,"{}",1,0,0
11,3,3,470.00,0,",","{}",1,0,0
12,0,0,170.00,0,this,"{}",1,0,0
13,1,1,270.00,0,uh,"{}",1,0,0
14,2,2,370.00,0,",","{}",1,0,0
15,0,0,170.00,0,the,"{}",1,0,0
16,1,1,270.00,0,emphasis,"{}",1,0,0
17,2,2,370.00,0,on,"{}",1,0,0
18,3,3,470.00,0,transportation,"{}",1,0,0
19,4,4,570.00,0,.,"{}",1,0,0
20,0,0,170.00,0,Do,"{}",1,0,0
21,1,1,270.00,0,you,"{}",1,0,0
22,2,2,370.00,0,remember,"{}",1,0,0
23,3,3,470.00,0,the,"{}",1,0,0
24,4,4,570.00,0,automobile,"{}",1,0,0
25,5,5,670.00,0,?,"{}",1,0,0
26,0,0,170.00,0,...,"{}",1,0,0
27,1,1,270.00,0,This,"{}",1,0,0
28,2,2,370.00,0,[was,"{}",1,0,0
29,3,3,470.00,0,|the,"{}",1,0,0
30,4,4,570.00,0,|be]gin[2ning,"{}",1,0,0
31,5,5,670.00,0,|o:f,"{}",1,0,0
32,6,6,770.00,0,|the]:,"{}",1,0,0
33,7,7,870.00,0,uh:,"{}",1,0,0
34,8,8,970.00,0,change,"{}",1,0,0
35,9,9,1070.00,0,.,"{}",1,0,0
36,0,0,170.00,0,[Mhm],"{}",1,0,0
37,1,1,270.00,0,.,"{}",1,0,0
38,0,0,170.00,0,[2,"{}",1,0,0
39,1,1,270.00,0,|2#####,"{}",1,0,0
40,2,2,370.00,0,|2#,"{}",1,0,0
41,3,3,470.00,0,|2],"{}",1,0,0
42,0,0,170.00,0,[uh],"{}",1,0,0
43,1,1,270.00,0,train:s,"{}",1,0,0
44,2,2,370.00,0,",","{}",1,0,0
45,0,0,170.00,0,a:nd,"{}",1,0,0
46,1,1,270.00,0,uh:,"{}",1,0,0
47,2,2,370.00,0,",","{}",1,0,0
48,0,0,170.00,0,...,"{}",1,0,0
49,1,1,270.00,0,car[riages],"{}",1,0,0
50,2,2,370.00,0,",","{}",1,0,0
51,0,0,170.00,0,[auto]mobile:s,"{}",1,0,0
52,1,1,270.00,0,",","{}",1,0,0
53,0,0,170.00,0,..,"{}",1,0,0
54,1,1,270.00,0,Unhunh,"{}",1,0,0
55,2,2,370.00,0,.,"{}",1,0,0
56,0,0,170.00,0,...,"{}",1,0,0
57,1,1,270.00,0,and,"{}",1,0,0
58,2,2,370.00,0,uh,"{}",1,0,0
59,3,3,470.00,0,",","{}",1,0,0
60,0,0,170.00,0,...,"{}",1,0,0
61,1,1,270.00,0,Hm,"{}",1,0,0
62,2,2,370.00,0,.,"{}",1,0,0
63,0,0,170.00,0,...,"{}",1,0,0
64,1,1,270.00,0,[,"{}",1,0,0
65,2,2,370.00,0,|],"{}",1,0,0
66,3,3,470.00,0,I,"{}",1,0,0
67,4,4,570.00,0,think,"{}",1,0,0
68,5,5,670.00,0,Margaret,"{}",1,0,0
69,6,6,770.00,0,though,"{}",1,0,0
70,7,7,870.00,0,",","{}",1,0,0
71,0,0,170.00,0,[Mhm],"{}",1,0,0
72,1,1,270.00,0,.,"{}",1,0,0
73,0,0,170.00,0,I-,"{}",1,0,0
74,1,1,270.00,0,--,"{}",1,0,0
75,0,0,170.00,0,...,"{}",1,0,0
76,1,1,270.00,0,I,"{}",1,0,0
77,2,2,370.00,0,don't,"{}",1,0,0
78,3,3,470.00,0,think,"{}",1,0,0
79,4,4,570.00,0,we,"{}",1,0,0
80,5,5,670.00,0,can,"{}",1,0,0
81,6,6,770.00,0,underestimate,"{}",1,0,0
82,7,7,870.00,0,her,"{}",1,0,0
83,8,8,970.00,0,.,"{}",1,0,0
84,0,0,170.00,0,I,"{}",1,0,0
85,1,1,270.00,0,mean,"{}",1,0,0
86,2,2,370.00,0,",","{}",1,0,0
87,0,0,170.00,0,I,"{}",1,0,0
88,1,1,270.00,0,think,"{}",1,0,0
89,2,2,370.00,0,she's,"{}",1,0,0
90,3,3,470.00,0,a,"{}",1,0,0
91,4,4,570.00,0,like,"{}",1,0,0
92,5,5,670.00,0,a,"{}",1,0,0
93,6,6,770.00,0,lot,"{}",1,0,0
94,7,7,870.00,0,of,"{}",1,0,0
95,8,8,970.00,0,women,"{}",1,0,0
96,9,9,1070.00,0,",","{}",1,0,0
97,0,0,170.00,0,..,"{}",1,0,0
98,1,1,270.00,0,that,"{}",1,0,0
99,2,2,370.00,0,I,"{}",1,0,0
100,3,3,470.00,0,have,"{}",1,0,0
101,4,4,570.00,0,known,"{}",1,0,0
102,5,5,670.00,0,.,"{}",1,0,0
103,0,0,170.00,0,I,"{}",1,0,0
104,1,1,270.00,0,mean,"{}",1,0,0
105,2,2,370.00,0,she's,"{}",1,0,0
106,3,3,470.00,0,in,"{}",1,0,0
107,4,4,570.00,0,control,"{}",1,0,0
108,5,5,670.00,0,.,"{}",1,0,0
109,0,0,170.00,0,..,"{}",1,0,0
110,1,1,270.00,0,@@[@@],"{}",1,0,0
111,0,0,170.00,0,[there,"{}",1,0,0
112,1,1,270.00,0,|is],"{}",1,0,0
113,2,2,370.00,0,no,"{}",1,0,0
114,3,3,470.00,0,doubt,"{}",1,0,0
115,4,4,570.00,0,.,"{}",1,0,0
116,0,0,170.00,0,..,"{}",1,0,0
117,1,1,270.00,0,I,"{}",1,0,0
118,2,2,370.00,0,mean,"{}",1,0,0
119,3,3,470.00,0,",","{}",1,0,0
120,0,0,170.00,0,Henry,"{}",1,0,0
121,1,1,270.00,0,Wilcox,"{}",1,0,0
122,2,2,370.00,0,may,"{}",1,0,0
123,3,3,470.00,0,think,"{}",1,0,0
124,4,4,570.00,0,he's,"{}",1,0,0
125,5,5,670.00,0,in,"{}",1,0,0
126,6,6,770.00,0,control,"{}",1,0,0
127,7,7,870.00,0,",","{}",1,0,0
128,0,0,170.00,0,but,"{}",1,0,0
129,1,1,270.00,0,he,"{}",1,0,0
130,2,2,370.00,0,is[n't],"{}",1,0,0
131,3,3,470.00,0,",","{}",1,0,0
132,0,0,170.00,0,[Hm],"{}",1,0,0
133,1,1,270.00,0,.,"{}",1,0,0
134,0,0,170.00,0,And,"{}",1,0,0
135,1,1,270.00,0,there,"{}",1,0,0
136,2,2,370.00,0,would,"{}",1,0,0
137,3,3,470.00,0,[2never],"{}",1,0,0
138,4,4,570.00,0,be:,"{}",1,0,0
139,5,5,670.00,0,a,"{}",1,0,0
140,6,6,770.00,0,Jacky,"{}",1,0,0
141,7,7,870.00,0,Bast,"{}",1,0,0
142,8,8,970.00,0,.,"{}",1,0,0
143,0,0,170.00,0,[2],"{}",1,0,0
144,0,0,170.00,0, ,"{}",1,0,0
145,0,0,170.00,0, ,"{}",1,0,0
146,0,0,170.00,0,...,"{}",1,0,0
147,1,1,270.00,0,While,"{}",1,0,0
148,2,2,370.00,0,she:,"{}",1,0,0
149,3,3,470.00,0,...,"{}",1,0,0
150,4,4,570.00,0,is,"{}",1,0,0
151,5,5,670.00,0,...,"{}",1,0,0
152,6,6,770.00,0,uh,"{}",1,0,0
153,7,7,870.00,0,the,"{}",1,0,0
154,8,8,970.00,0,head,"{}",1,0,0
155,9,9,1070.00,0,of,"{}",1,0,0
156,10,10,1170.00,0,..,"{}",1,0,0
157,11,11,1270.00,0,of,"{}",1,0,0
158,12,12,1370.00,0,that,"{}",1,0,0
159,13,13,1470.00,0,h-,"{}",1,0,0
160,14,14,1570.00,0,..,"{}",1,0,0
161,15,15,1670.00,0,household,"{}",1,0,0
162,16,16,1770.00,0,.,"{}",1,0,0
163,0,0,170.00,0,..,"{}",1,0,0
164,1,1,270.00,0,Whereas,"{}",1,0,0
165,2,2,370.00,0,I,"{}",1,0,0
166,3,3,470.00,0,thought,"{}",1,0,0
167,4,4,570.00,0,Missis,"{}",1,0,0
168,5,5,670.00,0,Wilc-,"{}",1,0,0
169,6,6,770.00,0,--,"{}",1,0,0
170,0,0,170.00,0,the,"{}",1,0,0
171,1,1,270.00,0,first,"{}",1,0,0
172,2,2,370.00,0,Missis,"{}",1,0,0
173,3,3,470.00,0,Wilcox,"{}",1,0,0
174,4,4,570.00,0,",","{}",1,0,0
175,0,0,170.00,0,Ruth,"{}",1,0,0
176,1,1,270.00,0,",","{}",1,0,0
177,0,0,170.00,0,[Mhm],"{}",1,0,0
178,1,1,270.00,0,.,"{}",1,0,0
179,0,0,170.00,0,[,"{}",1,0,0
180,1,1,270.00,0,|Was,"{}",1,0,0
181,2,2,370.00,0,|so],"{}",1,0,0
182,3,3,470.00,0,other,"{}",1,0,0
183,4,4,570.00,0,worldly,"{}",1,0,0
184,5,5,670.00,0,",","{}",1,0,0
185,0,0,170.00,0,[2and,"{}",1,0,0
186,1,1,270.00,0,|2everything],"{}",1,0,0
187,2,2,370.00,0,else,"{}",1,0,0
188,3,3,470.00,0,",","{}",1,0,0
189,0,0,170.00,0,[2mhm],"{}",1,0,0
190,1,1,270.00,0,.,"{}",1,0,0
191,0,0,170.00,0,She,"{}",1,0,0
192,1,1,270.00,0,didn't,"{}",1,0,0
193,2,2,370.00,0,even,"{}",1,0,0
194,3,3,470.00,0,have,"{}",1,0,0
195,4,4,570.00,0,a,"{}",1,0,0
196,5,5,670.00,0,clue:,"{}",1,0,0
197,6,6,770.00,0,",","{}",1,0,0
198,0,0,170.00,0,..,"{}",1,0,0
199,1,1,270.00,0,as,"{}",1,0,0
200,2,2,370.00,0,to,"{}",1,0,0
201,3,3,470.00,0,what,"{}",1,0,0
