wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0, ,...
2,1,1,I,I
3,1,2,got,got
4,1,3,a,a
5,1,4,story,story
6,1,5,to,to
7,1,6,tell,tell
8,1,7,you,you
9,1,8, ,","
10,2,0,it's,it's
11,2,1,a,a
12,2,2,shaggy,shaggy
13,2,3,dog,dog
14,2,4,story,story
15,2,5, ,","
16,3,0,but,but
17,3,1,as,as
18,3,2,long,long
19,3,3,as,as
20,3,4,we're,we're
21,3,5,talking,talking
22,3,6,about,about
23,3,7,that,that
24,3,8,recorder,recorder
25,3,9,and,and
26,3,10,sixhundred,six-hundred
27,3,11,dollars,dollars
28,3,12, ,","
29,4,0, ,:
30,4,1,I'll,I'll
31,4,2,tell,tell
32,4,3,you,you
33,4,4,the,the
34,4,5,story,story
35,4,6, ,","
36,5,0, ,:
37,5,1,oh,oh
38,5,2,gosh,gosh
39,5,3, ,","
40,6,0,uh,uh
41,6,1, ,","
42,7,0,Rae,Rae
43,7,1,and,and
44,7,2,I,I
45,7,3,and,and
46,7,4,Sue,Sue
47,7,5,and,and
48,7,6,Buddy,Buddy
49,7,7, ,","
50,8,0, ,...
51,8,1,took,took
52,8,2,a,a
53,8,3,trip,trip
54,8,4, ,","
55,9,0, ,...
56,9,1,to,to
57,9,2,Mexico,Mexico
58,9,3,City,City
59,9,4, ,","
60,10,0, ,...
61,11,0,It,It
62,11,1,must've,must've
63,11,2,been,been
64,11,3, ,","
65,12,0, ,...
66,12,1,four,four
67,12,2,to,to
68,12,3,six,six
69,12,4,months,months
70,12,5,after,after
71,12,6,my,my
72,12,7,dad,dad
73,12,8,died,died
74,12,9, ,.
75,13,0,That's,That's
76,13,1,how,how
77,13,2,I,I
78,13,3,remember,remember
79,13,4,it,it
80,13,5, ,","
81,14,0,he,he
82,14,1,died,[died
83,14,2,in,|in
84,14,3,sixtys,|s]ixty-s:-
85,14,4, ,--
86,15,0,Oh,[Oh
87,15,1,God,|God]
88,15,2, ,.
89,16,0, ,...
90,16,1,December,December
91,16,2,sixtyseven,"sixtyseven,"
92,16,3, ,"-,"
93,17,0,so,so
94,17,1, ,","
95,18,0, ,:
96,18,1,sometime,sometime
97,18,2,in,in
98,18,3,sixtyeight,sixty-eight
99,18,4,we,we
100,18,5,took,took
101,18,6,this,this
102,18,7,trip,trip
103,18,8, ,","
104,19,0,we'd,we'd
105,19,1,been,been
106,19,2, ,...
107,19,3,talking,talking
108,19,4,about,about
109,19,5,it,it
110,19,6,for,for
111,19,7,a,a
112,19,8,while,while
113,19,9, ,","
114,20,0, ,...
115,20,1,uh,uh:
116,20,2, ,","
117,21,0,flew,flew
118,21,1,down,down
119,21,2,to,to
120,21,3,Mexico,Mexico
121,21,4,City,City
122,21,5, ,","
123,22,0, ,...
124,22,1,uh,uh
125,22,2,we,we
126,22,3, ,","
127,23,0,c,c-
128,23,1,think,think
129,23,2,of,of
130,23,3,the,the
131,23,4,name,name
132,23,5,of,of
133,23,6,my,my
