wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0,Come,Come
2,1,1,on,on
3,1,2,Walter,*Walter
4,1,3, ,.
5,2,0, ,...
6,2,1,amen,amen
7,2,2,Walter,*Walter
8,2,3, ,.
9,3,0,Walt,*Walt
10,3,1, ,","
11,4,0,Amen,[Amen]
12,4,1,Walt,[2*Walt]
13,4,2, ,","
14,5,0,Walt,[*Walt]
15,5,1, ,","
16,6,0,good,[2good
17,6,1,job,|2job].
18,6,2, , 
19,7,0,CLAP,[3{CLAP}
20,7,1,CLAP,|3{CLAP}]
21,7,2,CLAP,[4{CLAP}
22,7,3,CLAP,|4{CLAP}]
23,8,0,Woo,[4Woo]
24,8,1, ,.
25,9,0,Good,[3Good
26,9,1,morning,|3mor:][4ning]
27,9,2, ,.
28,10,0, ,[5:]:
29,11,0,Amen,[5Amen]
30,11,1, ,.
31,12,0, ,...
32,12,1,Well,Well
33,12,2, ,","
34,13,0,It's,It's
35,13,1,certainly,certainly
36,13,2,been,been
37,13,3,a,a
38,13,4, ,","
39,14,0,is,is
40,14,1,THUMPMICROPHONE,{THUMP_MICROPHONE}
41,14,2,this,+this
42,14,3,one,+#one
43,14,4,working,working
44,14,5,THUMPMICROPHONE,{/THUMP_MICROPHONE}
45,14,6, ,?
46,15,0, ,...
47,15,1,Yeah,Yeah
48,15,2, ,.
49,16,0,Can,#Can
50,16,1,you,you
51,16,2,hear,hear
52,16,3,me,me
53,16,4,okay,okay
54,16,5, ,?
55,17,0, ,...
56,17,1,Yeah,[Yeah]
57,17,2, ,.
58,18,0,Amen,[Amen]
59,18,1, ,.
60,19,0, ,..
61,19,1,Been,Been
62,19,2,a,a
63,19,3,k,k-
64,19,4,great,great
65,19,5,morning,morning
66,19,6, ,","
67,20,0, ,..
68,20,1,so,so
69,20,2,far,far:
70,20,3, ,","
71,21,0, ,..
72,21,1,um,[u:m]
73,21,2, ,","
74,22,0,Amen,[Amen]
75,22,1, ,.
76,23,0,I,I
77,23,1,really,really
78,23,2,appreciate,appreciate
79,23,3,Brian's,*Brian's
80,23,4, ,","
81,24,0,uh,uh
82,24,1, ,","
83,25,0,communion,communion
84,25,1,this,[this
85,25,2,morning,|morning]
86,25,3, ,","
87,26,0,Yeah,[Yeah]
88,26,1, ,.
89,27,0,Amen,Amen
90,27,1, ,.
91,28,0, ,..
92,28,1,Um,Um:
93,28,2, ,","
94,29,0, ,...
95,29,1,Sometimes,Sometimes:
96,29,2, ,...
97,29,3,we,we
98,29,4,want,want
99,29,5,the,the
100,29,6,blessings,blessings
101,29,7, ,","
102,30,0,but,but
103,30,1, ,..
104,30,2,we,@we
105,30,3,don't,@don't
106,30,4,wanna,@wanna
107,30,5,drink,drink
108,30,6,the,the
109,30,7,cup,cup
110,30,8, ,.
111,31,0,right,right
112,31,1, ,?
113,32,0, ,[@@]
114,33,0,Yeah,[Yeah]
115,33,1, ,.
116,34,0,So,So
117,34,1,I,I
118,34,2,don't,don't
119,34,3,know,know
120,34,4,about,about
121,34,5,you,you
122,34,6, ,","
123,35,0,when,when
124,35,1,you,you
125,35,2,were,were
126,35,3,reflecting,reflecting
127,35,4, ,","
128,36,0, ,...
129,36,1,as,as
130,36,2,we,we
131,36,3,were,were
132,36,4,taking,taking
133,36,5,the,the
134,36,6,uh,uh
135,36,7, ,","
136,37,0,the,the
137,37,1,wine,wi:ne
138,37,2,there,there
139,37,3, ,","
140,38,0,I,I
141,38,1,was,was
142,38,2,thinking,thinking
143,38,3, ,","
144,39,0,Lord,Lord
145,39,1, ,","
146,40,0,help,help
147,40,1,me,me
148,40,2,to,to
149,40,3,drink,drink
150,40,4,the,the
151,40,5,cups,cups
152,40,6, ,.
153,41,0, ,...
154,41,1,Amen,[Amen]
155,41,2, ,.
156,42,0,Help,[Help
157,42,1,me,|me]
158,42,2,to,to
159,42,3,drink,drink
160,42,4,the,the
161,42,5,cups,cups
162,42,6, ,.
163,43,0,and,[2and
164,43,1,thank,|2thank]
165,43,2,you,you
166,43,3,Brian,*Brian
167,43,4, ,","
168,44,0, ,[2]
169,44,1, , 
170,45,0,for,for
171,45,1,reminding,reminding
172,45,2,us,us
173,45,3,through,through
174,45,4,God's,God's
175,45,5,word,word
176,45,6,of,[3of
177,45,7,the,|3the
178,45,8,cups,|3cups]
179,45,9, ,","
180,46,0,amen,[3a:men]
181,46,1, ,.
182,47,0,Yep,[4Yep]
183,47,1, ,.
184,48,0, ,[4]
185,48,1,uh,uh
186,48,2,that,that
187,48,3,we,we
188,48,4,do,do
189,48,5,need,need
190,48,6,to,to
