wordID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList",aligned,void,stretch
1,0,0,170.75,0,So,"{}",1,0,0
2,1,1,270.75,0,Erasmus,"{}",1,0,0
3,2,2,370.75,0,laid,"{}",1,0,0
4,3,3,470.75,0,the,"{}",1,0,0
5,4,4,570.75,0,the-,"{}",1,0,0
6,5,5,670.75,0,--,"{}",1,0,0
7,0,0,170.75,0,laid,"{}",1,0,0
8,1,1,270.75,0,the,"{}",1,0,0
9,2,2,370.75,0,egg,"{}",1,0,0
10,3,3,470.75,0,",","{}",1,0,0
11,0,0,170.75,0,which,"{}",1,0,0
12,1,1,270.75,0,Luther,"{}",1,0,0
13,2,2,370.75,0,hatched,"{}",1,0,0
14,3,3,470.75,0,.,"{}",1,0,0
15,0,0,170.75,0,...,"{}",1,0,0
16,1,1,270.75,0,And,"{}",1,0,0
17,2,2,370.75,0,um,"{}",1,0,0
18,3,3,470.75,0,",","{}",1,0,0
19,0,0,170.75,0,..,"{}",1,0,0
20,1,1,270.75,0,when,"{}",1,0,0
21,2,2,370.75,0,you,"{}",1,0,0
22,3,3,470.75,0,come,"{}",1,0,0
23,4,4,570.75,0,then,"{}",1,0,0
24,5,5,670.75,0,",","{}",1,0,0
25,0,0,170.75,0,..,"{}",1,0,0
26,1,1,270.75,0,to:,"{}",1,0,0
27,2,2,370.75,0,",","{}",1,0,0
28,0,0,170.75,0,uh,"{}",1,0,0
29,1,1,270.75,0,",","{}",1,0,0
30,0,0,170.75,0,however,"{}",1,0,0
31,1,1,270.75,0,this,"{}",1,0,0
32,2,2,370.75,0,debate,"{}",1,0,0
33,3,3,470.75,0,.,"{}",1,0,0
34,0,0,170.75,0,..,"{}",1,0,0
35,1,1,270.75,0,This,"{}",1,0,0
36,2,2,370.75,0,freedom,"{}",1,0,0
37,3,3,470.75,0,of,"{}",1,0,0
38,4,4,570.75,0,the,"{}",1,0,0
39,5,5,670.75,0,will,"{}",1,0,0
40,6,6,770.75,0,.,"{}",1,0,0
41,0,0,170.75,0,Um,"{}",1,0,0
42,1,1,270.75,0,",","{}",1,0,0
43,0,0,170.75,0,...,"{}",1,0,0
44,1,1,270.75,0,I,"{}",1,0,0
45,2,2,370.75,0,think,"{}",1,0,0
46,3,3,470.75,0,uh,"{}",1,0,0
47,4,4,570.75,0,",","{}",1,0,0
48,0,0,170.75,0,let,"{}",1,0,0
49,1,1,270.75,0,me,"{}",1,0,0
50,2,2,370.75,0,read,"{}",1,0,0
51,3,3,470.75,0,you,"{}",1,0,0
52,4,4,570.75,0,a,"{}",1,0,0
53,5,5,670.75,0,..,"{}",1,0,0
54,6,6,770.75,0,page,"{}",1,0,0
55,7,7,870.75,0,from,"{}",1,0,0
56,8,8,970.75,0,Brendler,"{}",1,0,0
57,9,9,1070.75,0,.,"{}",1,0,0
58,0,0,170.75,0,..,"{}",1,0,0
59,1,1,270.75,0,Because,"{}",1,0,0
60,2,2,370.75,0,it,"{}",1,0,0
61,3,3,470.75,0,sets,"{}",1,0,0
62,4,4,570.75,0,the,"{}",1,0,0
63,5,5,670.75,0,sa-,"{}",1,0,0
64,6,6,770.75,0,stage,"{}",1,0,0
65,7,7,870.75,0,very,"{}",1,0,0
66,8,8,970.75,0,nicely,"{}",1,0,0
67,9,9,1070.75,0,.,"{}",1,0,0
68,0,0,170.75,0,This,"{}",1,0,0
69,1,1,270.75,0,is,"{}",1,0,0
70,2,2,370.75,0,in,"{}",1,0,0
71,3,3,470.75,0,the,"{}",1,0,0
72,4,4,570.75,0,Luther,"{}",1,0,0
73,5,5,670.75,0,book,"{}",1,0,0
74,6,6,770.75,0,some,"{}",1,0,0
75,7,7,870.75,0,of,"{}",1,0,0
76,8,8,970.75,0,you,"{}",1,0,0
77,9,9,1070.75,0,are,"{}",1,0,0
78,10,10,1170.75,0,reading,"{}",1,0,0
79,11,11,1270.75,0,",","{}",1,0,0
80,0,0,170.75,0,and,"{}",1,0,0
81,1,1,270.75,0,um,"{}",1,0,0
82,2,2,370.75,0,",","{}",1,0,0
83,0,0,170.75,0,...,"{}",1,0,0
84,1,1,270.75,0,if,"{}",1,0,0
85,2,2,370.75,0,you,"{}",1,0,0
86,3,3,470.75,0,",","{}",1,0,0
87,0,0,170.75,0,this,"{}",1,0,0
88,1,1,270.75,0,evening,"{}",1,0,0
89,2,2,370.75,0,when,"{}",1,0,0
90,3,3,470.75,0,you,"{}",1,0,0
91,4,4,570.75,0,go,"{}",1,0,0
92,5,5,670.75,0,home,"{}",1,0,0
93,6,6,770.75,0,",","{}",1,0,0
94,0,0,170.75,0,if,"{}",1,0,0
95,1,1,270.75,0,you,"{}",1,0,0
96,2,2,370.75,0,wanna,"{}",1,0,0
97,3,3,470.75,0,meditate,"{}",1,0,0
98,4,4,570.75,0,it,"{}",1,0,0
99,5,5,670.75,0,on,"{}",1,0,0
100,6,6,770.75,0,more,"{}",1,0,0
101,7,7,870.75,0,",","{}",1,0,0
102,0,0,170.75,0,on-,"{}",1,0,0
103,1,1,270.75,0,on,"{}",1,0,0
104,2,2,370.75,0,it,"{}",1,0,0
105,3,3,470.75,0,more,"{}",1,0,0
106,4,4,570.75,0,",","{}",1,0,0
107,0,0,170.75,0,it's,"{}",1,0,0
108,1,1,270.75,0,on,"{}",1,0,0
109,2,2,370.75,0,page,"{}",1,0,0
110,3,3,470.75,0,three,"{}",1,0,0
111,4,4,570.75,0,eleven,"{}",1,0,0
112,5,5,670.75,0,.,"{}",1,0,0
113,0,0,170.75,0,...,"{}",1,0,0
114,1,1,270.75,0,It's,"{}",1,0,0
115,2,2,370.75,0,on,"{}",1,0,0
116,3,3,470.75,0,page,"{}",1,0,0
117,4,4,570.75,0,three,"{}",1,0,0
118,5,5,670.75,0,eleven,"{}",1,0,0
119,6,6,770.75,0,.,"{}",1,0,0
120,0,0,170.75,0,..,"{}",1,0,0
121,1,1,270.75,0,But,"{}",1,0,0
122,2,2,370.75,0,",","{}",1,0,0
123,0,0,170.75,0,let,"{}",1,0,0
124,1,1,270.75,0,me,"{}",1,0,0
125,2,2,370.75,0,just,"{}",1,0,0
126,3,3,470.75,0,read,"{}",1,0,0
127,4,4,570.75,0,you,"{}",1,0,0
128,5,5,670.75,0,"the,","{}",1,0,0
129,6,6,770.75,0,"-,","{}",1,0,0
130,0,0,170.75,0,cause,"{}",1,0,0
131,1,1,270.75,0,this,"{}",1,0,0
132,2,2,370.75,0,gives,"{}",1,0,0
133,3,3,470.75,0,us,"{}",1,0,0
134,4,4,570.75,0,the,"{}",1,0,0
135,5,5,670.75,0,setting,"{}",1,0,0
136,6,6,770.75,0,very,"{}",1,0,0
137,7,7,870.75,0,nicely,"{}",1,0,0
138,8,8,970.75,0,",","{}",1,0,0
139,0,0,170.75,0,and,"{}",1,0,0
140,1,1,270.75,0,then,"{}",1,0,0
141,2,2,370.75,0,..,"{}",1,0,0
142,3,3,470.75,0,we,"{}",1,0,0
143,4,4,570.75,0,can,"{}",1,0,0
144,5,5,670.75,0,..,"{}",1,0,0
145,6,6,770.75,0,uh,"{}",1,0,0
146,7,7,870.75,0,",","{}",1,0,0
147,0,0,170.75,0,..,"{}",1,0,0
148,1,1,270.75,0,Erasmus,"{}",1,0,0
149,2,2,370.75,0,entitled,"{}",1,0,0
150,3,3,470.75,0,his,"{}",1,0,0
151,4,4,570.75,0,anti-Luther,"{}",1,0,0
152,5,5,670.75,0,pamphlet,"{}",1,0,0
153,6,6,770.75,0,",","{}",1,0,0
154,0,0,170.75,0,...,"{}",1,0,0
155,1,1,270.75,0,diatribe,"{}",1,0,0
156,2,2,370.75,0,..,"{}",1,0,0
157,3,3,470.75,0,concerning,"{}",1,0,0
158,4,4,570.75,0,free,"{}",1,0,0
159,5,5,670.75,0,will,"{}",1,0,0
160,6,6,770.75,0,.,"{}",1,0,0
161,0,0,170.75,0,...,"{}",1,0,0
162,1,1,270.75,0,Once,"{}",1,0,0
163,2,2,370.75,0,again,"{}",1,0,0
164,3,3,470.75,0,",","{}",1,0,0
165,0,0,170.75,0,...,"{}",1,0,0
166,1,1,270.75,0,the,"{}",1,0,0
167,2,2,370.75,0,first,"{}",1,0,0
168,3,3,470.75,0,..,"{}",1,0,0
169,4,4,570.75,0,and,"{}",1,0,0
170,5,5,670.75,0,fundamental,"{}",1,0,0
171,6,6,770.75,0,questions,"{}",1,0,0
172,7,7,870.75,0,",","{}",1,0,0
173,0,0,170.75,0,disputed,"{}",1,0,0
174,1,1,270.75,0,in,"{}",1,0,0
175,2,2,370.75,0,fifteen,"{}",1,0,0
176,3,3,470.75,0,sixteen,"{}",1,0,0
177,4,4,570.75,0,",","{}",1,0,0
178,0,0,170.75,0,and,"{}",1,0,0
179,1,1,270.75,0,fifteen,"{}",1,0,0
180,2,2,370.75,0,seventeen,"{}",1,0,0
181,3,3,470.75,0,",","{}",1,0,0
182,0,0,170.75,0,and,"{}",1,0,0
183,1,1,270.75,0,again,"{}",1,0,0
184,2,2,370.75,0,in,"{}",1,0,0
