wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0, ,...
2,1,1,I,I
3,1,2,Just,Just
4,1,3,wanted,wanted
5,1,4,to,to
6,1,5,go,go
7,1,6,over,over
8,1,7,the,the
9,1,8,changes,changes
10,1,9,in,in
11,1,10,the,the
12,1,11,schedule,schedule
13,1,12, ,?
14,2,0, ,...
15,2,1,Um,Um
16,2,2,originally,originally
17,2,3, ,","
18,3,0, ,..
19,3,1,we,we
20,3,2,were,were
21,3,3,going,going
22,3,4,to,to
23,3,5,require,require
24,3,6,the,the
25,3,7,um,um
26,3,8, ,","
27,4,0, ,...
28,4,1,request,request
29,4,2,for,fo:r
30,4,3,statement,statement
31,4,4,of,of
32,4,5,interest,interest
33,4,6,and,and
34,4,7,qualifications,qualifications
35,4,8,to,to
36,4,9,come,come
37,4,10, ,..
38,4,11,back,back
39,4,12,to,to
40,4,13, ,","
41,5,0, ,...
42,5,1,uh,uh
43,5,2, ,","
44,6,0, ,...
45,6,1,twenty,twenty
46,6,2,North,North
47,6,3,Clark,Clark
48,6,4,Street,Street
49,6,5, ,","
50,7,0,on,on
51,7,1,April,April
52,7,2,seventh,seventh
53,7,3, ,.
54,8,0, ,...
55,8,1,Um,Um
56,8,2, ,","
57,9,0, ,..
58,9,1,but,but
59,9,2,the,the
60,9,3, ,","
61,10,0, ,...
62,10,1,um,um
63,10,2, ,","
64,11,0, ,...
65,11,1,coordinating,coordinating
66,11,2,council,council
67,11,3,felt,felt
68,11,4,that,that
69,11,5,it,it
70,11,6,was,was
71,11,7,wise,wise
72,11,8,to,to
73,11,9,give,give
74,11,10,the,the
75,11,11,community,community
76,11,12, ,","
77,12,0, ,...
78,12,1,more,more
79,12,2,time,time
80,12,3, ,","
81,13,0, ,...
82,13,1,a,a
83,13,2,weekend,weekend
84,13,3, ,","
85,14,0, ,..
86,14,1,two,two
87,14,2,days,days
88,14,3, ,","
89,15,0, ,...
90,15,1,to,to
91,15,2,uh,uh:
92,15,3, ,...
93,15,4,augment,augment
94,15,5, ,..
95,15,6,whatever,whatever
96,15,7,application,application
97,15,8,people,[people
98,15,9,were,|were
99,15,10,gonna,|gonna]
100,15,11,submit,submit
101,15,12, ,","
102,16,0, ,[]
103,17,0,so,so
104,17,1,the,the
105,17,2,due,due
106,17,3,date,date
107,17,4,is,is
108,17,5,changed,changed
109,17,6,from,from
110,17,7, ,..
111,17,8,April,April
112,17,9, ,..
113,17,10,seventh,seventh
114,17,11, ,","
115,18,0, ,..
116,18,1,to,to
117,18,2,April,April
118,18,3,eleventh,eleventh
119,18,4, ,","
120,19,0,at,at
121,19,1,noon,noon
122,19,2, ,.
123,20,0, ,...
124,20,1,And,And
125,20,2,you,you
126,20,3,can,can
127,20,4,drop,drop
128,20,5,off,off
129,20,6,those,those
130,20,7,proposals,proposals
131,20,8,at,at
132,20,9,twenty,twenty
133,20,10,North,North
134,20,11,Clark,Clark
135,20,12,Street,Street
136,20,13, ,.
137,21,0, ,...
