cliqueID,"chainIDList","unitIDList",rangeStart,rangeEnd,flankLeft,flankRight,length,break,tilt,name
1,"{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}","{723, 724, 725, 726, 729}",723,729,0,3,5,0,0,Clique 1
