wordID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList","inBoxList",aligned,void,stretch,replaceWord
991,0,10,1200,0,|so],"{}","{}",1,0,0, 
992,0,11,1300,0,",","{}","{}",1,0,0, 
993,0,0,200,0,[],"{}","{}",1,0,0, 
994,0,0,200,0,to,"{}","{}",1,0,0, 
995,0,1,300,0,make,"{}","{}",1,0,0, 
996,0,2,400,0,it,"{}","{}",1,0,0, 
997,0,3,500,0,worth,"{}","{}",1,0,0, 
998,0,4,600,0,my,"{}","{}",1,0,0, 
999,0,5,700,0,time,"{}","{}",1,0,0, 
1000,0,6,800,0,",","{}","{}",1,0,0, 
1001,0,0,200,0,...,"{}","{}",1,0,0, 
1002,0,1,300,0,but,"{}","{}",1,0,0, 
1003,0,2,400,0,like,"{}","{}",1,0,0, 
1004,0,3,500,0,tonight,"{}","{}",1,0,0, 
1005,0,4,600,0,",","{}","{}",1,0,0, 
1006,0,0,200,0,...,"{}","{}",1,0,0, 
1007,0,1,300,0,well,"{}","{}",1,0,0, 
1008,0,2,400,0,I,"{}","{}",1,0,0, 
1009,0,3,500,0,called,"{}","{}",1,0,0, 
1010,0,4,600,0,",","{}","{}",1,0,0, 
1011,0,0,200,0,...,"{}","{}",1,0,0, 
1012,0,1,300,0,you,"{}","{}",1,0,0, 
1013,0,2,400,0,know,"{}","{}",1,0,0, 
1014,0,3,500,0,",","{}","{}",1,0,0, 
1015,0,0,200,0,this,"{}","{}",1,0,0, 
1016,0,1,300,0,thing,"{}","{}",1,0,0, 
1017,0,2,400,0,was,"{}","{}",1,0,0, 
1018,0,3,500,0,going,"{}","{}",1,0,0, 
1019,0,4,600,0,on,"{}","{}",1,0,0, 
1020,0,5,700,0,with,"{}","{}",1,0,0, 
1021,0,6,800,0,*Buck,"{}","{}",1,0,0, 
1022,0,7,900,0,and,"{}","{}",1,0,0, 
1023,0,8,1000,0,everything,"{}","{}",1,0,0, 
1024,0,9,1100,0,",","{}","{}",1,0,0, 
1025,0,0,200,0,...,"{}","{}",1,0,0, 
1026,0,1,300,0,so,"{}","{}",1,0,0, 
1027,0,2,400,0,I,"{}","{}",1,0,0, 
1028,0,3,500,0,called,"{}","{}",1,0,0, 
1029,0,4,600,0,um,"{}","{}",1,0,0, 
1030,0,5,700,0,",","{}","{}",1,0,0, 
1031,0,0,200,0,...,"{}","{}",1,0,0, 
1032,0,1,300,0,~Mandy's,"{}","{}",1,0,0, 
1033,0,2,400,0,",","{}","{}",1,0,0, 
1034,0,0,200,0,...,"{}","{}",1,0,0, 
1035,0,1,300,0,or,"{}","{}",1,0,0, 
1036,0,2,400,0,",","{}","{}",1,0,0, 
1037,0,0,200,0,..,"{}","{}",1,0,0, 
1038,0,1,300,0,I,"{}","{}",1,0,0, 
1039,0,2,400,0,called,"{}","{}",1,0,0, 
1040,0,3,500,0,our,"{}","{}",1,0,0, 
1041,0,4,600,0,house,"{}","{}",1,0,0, 
1042,0,5,700,0,",","{}","{}",1,0,0, 
1043,0,0,200,0,and,"{}","{}",1,0,0, 
1044,0,1,300,0,~Mandy,"{}","{}",1,0,0, 
1045,0,2,400,0,answered,"{}","{}",1,0,0, 
1046,0,3,500,0,the,"{}","{}",1,0,0, 
1047,0,4,600,0,phone,"{}","{}",1,0,0, 
1048,0,5,700,0,",","{}","{}",1,0,0, 
1049,0,0,200,0,and,"{}","{}",1,0,0, 
1050,0,1,300,0,I,"{}","{}",1,0,0, 
1051,0,2,400,0,said,"{}","{}",1,0,0, 
1052,0,3,500,0,where's,"{}","{}",1,0,0, 
1053,0,4,600,0,--,"{}","{}",1,0,0, 
1054,0,0,200,0,...,"{}","{}",1,0,0, 
1055,0,1,300,0,you,"{}","{}",1,0,0, 
1056,0,2,400,0,know,"{}","{}",1,0,0, 
1057,0,3,500,0,where's,"{}","{}",1,0,0, 
1058,0,4,600,0,--,"{}","{}",1,0,0, 
1059,0,0,200,0,...,"{}","{}",1,0,0, 
1060,0,1,300,0,where,"{}","{}",1,0,0, 
1061,0,2,400,0,--,"{}","{}",1,0,0, 
1062,0,0,200,0,Is,"{}","{}",1,0,0, 
1063,0,1,300,0,*Ron,"{}","{}",1,0,0, 
1064,0,2,400,0,there,"{}","{}",1,0,0, 
1065,0,3,500,0,?,"{}","{}",1,0,0, 
1066,0,0,200,0,And,"{}","{}",1,0,0, 
1067,0,1,300,0,she,"{}","{}",1,0,0, 
1068,0,2,400,0,said,"{}","{}",1,0,0, 
1069,0,3,500,0,no,"{}","{}",1,0,0, 
1070,0,4,600,0,.,"{}","{}",1,0,0, 
1071,0,0,200,0,..,"{}","{}",1,0,0, 
1072,0,1,300,0,:,"{}","{}",1,0,0, 
1073,0,2,400,0,When,"{}","{}",1,0,0, 
1074,0,3,500,0,we,"{}","{}",1,0,0, 
1075,0,4,600,0,were,"{}","{}",1,0,0, 
1076,0,5,700,0,on,"{}","{}",1,0,0, 
1077,0,6,800,0,our,"{}","{}",1,0,0, 
1078,0,7,900,0,way,"{}","{}",1,0,0, 
1079,0,8,1000,0,to,"{}","{}",1,0,0, 
1080,0,9,1100,0,~Tim's,"{}","{}",1,0,0, 
1081,0,10,1200,0,game,"{}","{}",1,0,0, 
1082,0,11,1300,0,",","{}","{}",1,0,0, 
1083,0,0,200,0,he,"{}","{}",1,0,0, 
1084,0,1,300,0,was,"{}","{}",1,0,0, 
1085,0,2,400,0,at,"{}","{}",1,0,0, 
1086,0,3,500,0,Town,"{}","{}",1,0,0, 
1087,0,4,600,0,Pump,"{}","{}",1,0,0, 
1088,0,5,700,0,",","{}","{}",1,0,0, 
1089,0,0,200,0,and,"{}","{}",1,0,0, 
1090,0,1,300,0,he,"{}","{}",1,0,0, 
1091,0,2,400,0,asked,"{}","{}",1,0,0, 
1092,0,3,500,0,what,"{}","{}",1,0,0, 
1093,0,4,600,0,time,"{}","{}",1,0,0, 
1094,0,5,700,0,..,"{}","{}",1,0,0, 
1095,0,6,800,0,we'd,"{}","{}",1,0,0, 
1096,0,7,900,0,be,"{}","{}",1,0,0, 
1097,0,8,1000,0,home,"{}","{}",1,0,0, 
1098,0,9,1100,0,",","{}","{}",1,0,0, 
1099,0,0,200,0,and,"{}","{}",1,0,0, 
1100,0,1,300,0,we,"{}","{}",1,0,0, 
1101,0,2,400,0,said,"{}","{}",1,0,0, 
1102,0,3,500,0,probably,"{}","{}",1,0,0, 
1103,0,4,600,0,about,"{}","{}",1,0,0, 
1104,0,5,700,0,nine,"{}","{}",1,0,0, 
1105,0,6,800,0,.,"{}","{}",1,0,0, 
1106,0,0,200,0,...,"{}","{}",1,0,0, 
1107,0,1,300,0,And,"{}","{}",1,0,0, 
1108,0,2,400,0,she,"{}","{}",1,0,0, 
1109,0,3,500,0,said,"{}","{}",1,0,0, 
1110,0,4,600,0,then,"{}","{}",1,0,0, 
1111,0,5,700,0,we,"{}","{}",1,0,0, 
1112,0,6,800,0,went,"{}","{}",1,0,0, 
1113,0,7,900,0,over,"{}","{}",1,0,0, 
1114,0,8,1000,0,to,"{}","{}",1,0,0, 
1115,0,9,1100,0,...,"{}","{}",1,0,0, 
1116,0,10,1200,0,your,"{}","{}",1,0,0, 
1117,0,11,1300,0,grandma's,"{}","{}",1,0,0, 
1118,0,12,1400,0,",","{}","{}",1,0,0, 
1119,0,0,200,0,but,"{}","{}",1,0,0, 
1120,0,1,300,0,:,"{}","{}",1,0,0, 
1121,0,2,400,0,#then,"{}","{}",1,0,0, 
1122,0,3,500,0,we,"{}","{}",1,0,0, 
1123,0,4,600,0,came,"{}","{}",1,0,0, 
1124,0,5,700,0,back,"{}","{}",1,0,0, 
1125,0,6,800,0,",","{}","{}",1,0,0, 
1126,0,0,200,0,and,"{}","{}",1,0,0, 
1127,0,1,300,0,he,"{}","{}",1,0,0, 
1128,0,2,400,0,wasn't,"{}","{}",1,0,0, 
1129,0,3,500,0,here,"{}","{}",1,0,0, 
1130,0,4,600,0,yet,"{}","{}",1,0,0, 
1131,0,5,700,0,.,"{}","{}",1,0,0, 
1132,0,0,200,0,...,"{}","{}",1,0,0, 
1133,0,1,300,0,So:,"{}","{}",1,0,0, 
1134,0,2,400,0,",","{}","{}",1,0,0, 
1135,0,0,200,0,...,"{}","{}",1,0,0, 
1136,0,1,300,0,I,"{}","{}",1,0,0, 
1137,0,2,400,0,called,"{}","{}",1,0,0, 
1138,0,3,500,0,the,"{}","{}",1,0,0, 
1139,0,4,600,0,Town,"{}","{}",1,0,0, 
1140,0,5,700,0,Pump,"{}","{}",1,0,0, 
1141,0,6,800,0,",","{}","{}",1,0,0, 
1142,0,0,200,0,and,"{}","{}",1,0,0, 
1143,0,1,300,0,asked,"{}","{}",1,0,0, 
1144,0,2,400,0,if,"{}","{}",1,0,0, 
1145,0,3,500,0,he,"{}","{}",1,0,0, 
1146,0,4,600,0,was,"{}","{}",1,0,0, 
1147,0,5,700,0,still,"{}","{}",1,0,0, 
1148,0,6,800,0,in,"{}","{}",1,0,0, 
1149,0,7,900,0,the,"{}","{}",1,0,0, 
1150,0,8,1000,0,casino,"{}","{}",1,0,0, 
1151,0,9,1100,0,",","{}","{}",1,0,0, 
1152,0,0,200,0,...,"{}","{}",1,0,0, 
1153,0,1,300,0,course,"{}","{}",1,0,0, 
1154,0,2,400,0,he,"{}","{}",1,0,0, 
1155,0,3,500,0,wasn't,"{}","{}",1,0,0, 
1156,0,4,600,0,",","{}","{}",1,0,0, 
1157,0,0,200,0,...,"{}","{}",1,0,0, 
1158,0,1,300,0,he,"{}","{}",1,0,0, 
1159,0,2,400,0,was,"{}","{}",1,0,0, 
1160,0,3,500,0,on,"{}","{}",1,0,0, 
1161,0,4,600,0,his,"{}","{}",1,0,0, 
1162,0,5,700,0,way,"{}","{}",1,0,0, 
1163,0,6,800,0,home,"{}","{}",1,0,0, 
1164,0,7,900,0,.,"{}","{}",1,0,0, 
1165,0,0,200,0,...,"{}","{}",1,0,0, 
1166,0,1,300,0,And,"{}","{}",1,0,0, 
1167,0,2,400,0,I,"{}","{}",1,0,0, 
1168,0,3,500,0,said,"{}","{}",1,0,0, 
1169,0,4,600,0,tell,"{}","{}",1,0,0, 
1170,0,5,700,0,--,"{}","{}",1,0,0, 
1171,0,0,200,0,..,"{}","{}",1,0,0, 
1172,0,1,300,0,So,"{}","{}",1,0,0, 
1173,0,2,400,0,I,"{}","{}",1,0,0, 
1174,0,3,500,0,called,"{}","{}",1,0,0, 
1175,0,4,600,0,~Mandy,"{}","{}",1,0,0, 
1176,0,5,700,0,back,"{}","{}",1,0,0, 
1177,0,6,800,0,",","{}","{}",1,0,0, 
1178,0,0,200,0,and,"{}","{}",1,0,0, 
1179,0,1,300,0,I,"{}","{}",1,0,0, 
1180,0,2,400,0,told,"{}","{}",1,0,0, 
1181,0,3,500,0,her,"{}","{}",1,0,0, 
1182,0,4,600,0,to,"{}","{}",1,0,0, 
1183,0,5,700,0,",","{}","{}",1,0,0, 
1184,0,0,200,0,...,"{}","{}",1,0,0, 
1185,0,1,300,0,have,"{}","{}",1,0,0, 
1186,0,2,400,0,him,"{}","{}",1,0,0, 
1187,0,3,500,0,call,"{}","{}",1,0,0, 
1188,0,4,600,0,me,"{}","{}",1,0,0, 
1189,0,5,700,0,.,"{}","{}",1,0,0, 
1190,0,0,200,0,...,"{}","{}",1,0,0, 
1191,0,1,300,0,when,"{}","{}",1,0,0, 
1192,0,2,400,0,he,"{}","{}",1,0,0, 
1193,0,3,500,0,got,"{}","{}",1,0,0, 
1194,0,4,600,0,home,"{}","{}",1,0,0, 
1195,0,5,700,0,.,"{}","{}",1,0,0, 
1196,0,0,200,0,...,"{}","{}",1,0,0, 
1197,0,1,300,0,So:,"{}","{}",1,0,0, 
1198,0,2,400,0,",","{}","{}",1,0,0, 
1199,0,0,200,0,...,"{}","{}",1,0,0, 
1200,0,1,300,0,I,"{}","{}",1,0,0, 
1201,0,2,400,0,was,"{}","{}",1,0,0, 
1202,0,3,500,0,in,"{}","{}",1,0,0, 
1203,0,4,600,0,the,"{}","{}",1,0,0, 
1204,0,5,700,0,bathtub,"{}","{}",1,0,0, 
1205,0,6,800,0,when,"{}","{}",1,0,0, 
1206,0,7,900,0,he,"{}","{}",1,0,0, 
1207,0,8,1000,0,called,"{}","{}",1,0,0, 
1208,0,9,1100,0,",","{}","{}",1,0,0, 
1209,0,0,200,0,...,"{}","{}",1,0,0, 
1210,0,1,300,0,and,"{}","{}",1,0,0, 
1211,0,2,400,0,I,"{}","{}",1,0,0, 
1212,0,3,500,0,talked,"{}","{}",1,0,0, 
1213,0,4,600,0,to,"{}","{}",1,0,0, 
1214,0,5,700,0,him,"{}","{}",1,0,0, 
1215,0,6,800,0,for,"{}","{}",1,0,0, 
1216,0,7,900,0,a,"{}","{}",1,0,0, 
1217,0,8,1000,0,while,"{}","{}",1,0,0, 
1218,0,9,1100,0,and,"{}","{}",1,0,0, 
1219,0,10,1200,0,",","{}","{}",1,0,0, 
1220,0,0,200,0,...,"{}","{}",1,0,0, 
1221,0,1,300,0,he,"{}","{}",1,0,0, 
1222,0,2,400,0,went,"{}","{}",1,0,0, 
1223,0,3,500,0,and,"{}","{}",1,0,0, 
1224,0,4,600,0,",","{}","{}",1,0,0, 
1225,0,0,200,0,...,"{}","{}",1,0,0, 
1226,0,1,300,0,he,"{}","{}",1,0,0, 
1227,0,2,400,0,was,"{}","{}",1,0,0, 
1228,0,3,500,0,really,"{}","{}",1,0,0, 
1229,0,4,600,0,down,"{}","{}",1,0,0, 
1230,0,5,700,0,about,"{}","{}",1,0,0, 
1231,0,6,800,0,what,"{}","{}",1,0,0, 
1232,0,7,900,0,...,"{}","{}",1,0,0, 
1233,0,8,1000,0,what,"{}","{}",1,0,0, 
1234,0,9,1100,0,I,"{}","{}",1,0,0, 
1235,0,10,1200,0,told,"{}","{}",1,0,0, 
1236,0,11,1300,0,..,"{}","{}",1,0,0, 
1237,0,12,1400,0,h:im,"{}","{}",1,0,0, 
1238,0,13,1500,0,that,"{}","{}",1,0,0, 
1239,0,14,1600,0,~Tim,"{}","{}",1,0,0, 
1240,0,15,1700,0,had,"{}","{}",1,0,0, 
1241,0,16,1800,0,said,"{}","{}",1,0,0, 
1242,0,17,1900,0,to,"{}","{}",1,0,0, 
1243,0,18,2000,0,me,"{}","{}",1,0,0, 
1244,0,19,2100,0,",","{}","{}",1,0,0, 
1245,0,0,200,0,...,"{}","{}",1,0,0, 
1246,0,1,300,0,and,"{}","{}",1,0,0, 
1247,0,2,400,0,how,"{}","{}",1,0,0, 
1248,0,3,500,0,I,"{}","{}",1,0,0, 
1249,0,4,600,0,was,"{}","{}",1,0,0, 
1250,0,5,700,0,...,"{}","{}",1,0,0, 
1251,0,6,800,0,so,"{}","{}",1,0,0, 
1252,0,7,900,0,upset,"{}","{}",1,0,0, 
1253,0,8,1000,0,?,"{}","{}",1,0,0, 
1254,0,0,200,0,...,"{}","{}",1,0,0, 
1255,0,1,300,0,He,"{}","{}",1,0,0, 
1256,0,2,400,0,goes,"{}","{}",1,0,0, 
1257,0,3,500,0,why,"{}","{}",1,0,0, 
1258,0,4,600,0,didn't,"{}","{}",1,0,0, 
1259,0,5,700,0,you,"{}","{}",1,0,0, 
1260,0,6,800,0,tell,"{}","{}",1,0,0, 
1261,0,7,900,0,him,"{}","{}",1,0,0, 
1262,0,8,1000,0,to,"{}","{}",1,0,0, 
1263,0,9,1100,0,go,"{}","{}",1,0,0, 
1264,0,10,1200,0,and,"{}","{}",1,0,0, 
1265,0,11,1300,0,wake,"{}","{}",1,0,0, 
1266,0,12,1400,0,me,"{}","{}",1,0,0, 
1267,0,13,1500,0,up,"{}","{}",1,0,0, 
1268,0,14,1600,0,.,"{}","{}",1,0,0, 
1269,0,0,200,0,...,"{}","{}",1,0,0, 
1270,0,1,300,0,I,"{}","{}",1,0,0, 
1271,0,2,400,0,said,"{}","{}",1,0,0, 
1272,0,3,500,0,I,"{}","{}",1,0,0, 
1273,0,4,600,0,di:d,"{}","{}",1,0,0, 
1274,0,5,700,0,@,"{}","{}",1,0,0, 
1275,0,6,800,0,",","{}","{}",1,0,0, 
1276,0,0,200,0,and,"{}","{}",1,0,0, 
1277,0,1,300,0,he,"{}","{}",1,0,0, 
1278,0,2,400,0,wouldn't,"{}","{}",1,0,0, 
1279,0,3,500,0,do,"{}","{}",1,0,0, 
1280,0,4,600,0,it,"{}","{}",1,0,0, 
1281,0,5,700,0,.,"{}","{}",1,0,0, 
1282,0,0,200,0,...,"{}","{}",1,0,0, 
1283,0,1,300,0,Really:,"{}","{}",1,0,0, 
1284,0,2,400,0,?,"{}","{}",1,0,0, 
1285,0,0,200,0,Mhm,"{}","{}",1,0,0, 
1286,0,1,300,0,.,"{}","{}",1,0,0, 
1287,0,0,200,0,...,"{}","{}",1,0,0, 
1288,0,1,300,0,He,"{}","{}",1,0,0, 
1289,0,2,400,0,goes,"{}","{}",1,0,0, 
1290,0,3,500,0,",","{}","{}",1,0,0, 
1291,0,0,200,0,they,"{}","{}",1,0,0, 
1292,0,1,300,0,w-,"{}","{}",1,0,0, 
1293,0,2,400,0,--,"{}","{}",1,0,0, 
1294,0,0,200,0,they,"{}","{}",1,0,0, 
1295,0,1,300,0,were,"{}","{}",1,0,0, 
1296,0,2,400,0,sitting,"{}","{}",1,0,0, 
1297,0,3,500,0,around,"{}","{}",1,0,0, 
1298,0,4,600,0,getting,"{}","{}",1,0,0, 
1299,0,5,700,0,all,"{}","{}",1,0,0, 
1300,0,6,800,0,...,"{}","{}",1,0,0, 
1301,0,7,900,0,fucked,"{}","{}",1,0,0, 
1302,0,8,1000,0,up,"{}","{}",1,0,0, 
1303,0,9,1100,0,",","{}","{}",1,0,0, 
1304,0,0,200,0,he,"{}","{}",1,0,0, 
1305,0,1,300,0,said,"{}","{}",1,0,0, 
1306,0,2,400,0,but,"{}","{}",1,0,0, 
1307,0,3,500,0,",","{}","{}",1,0,0, 
1308,0,0,200,0,...,"{}","{}",1,0,0, 
1309,0,1,300,0,he,"{}","{}",1,0,0, 
1310,0,2,400,0,said,"{}","{}",1,0,0, 
1311,0,3,500,0,I,"{}","{}",1,0,0, 
1312,0,4,600,0,went,"{}","{}",1,0,0, 
1313,0,5,700,0,right,"{}","{}",1,0,0, 
1314,0,6,800,0,to,"{}","{}",1,0,0, 
1315,0,7,900,0,bed,"{}","{}",1,0,0, 
1316,0,8,1000,0,",","{}","{}",1,0,0, 
1317,0,0,200,0,he,"{}","{}",1,0,0, 
1318,0,1,300,0,said,"{}","{}",1,0,0, 
1319,0,2,400,0,I,"{}","{}",1,0,0, 
1320,0,3,500,0,didn't,"{}","{}",1,0,0, 
1321,0,4,600,0,get,"{}","{}",1,0,0, 
1322,0,5,700,0,done,"{}","{}",1,0,0, 
1323,0,6,800,0,working,"{}","{}",1,0,0, 
1324,0,7,900,0,until,"{}","{}",1,0,0, 
1325,0,8,1000,0,after,"{}","{}",1,0,0, 
1326,0,9,1100,0,nine,"{}","{}",1,0,0, 
1327,0,10,1200,0,.,"{}","{}",1,0,0, 
1328,0,0,200,0,...,"{}","{}",1,0,0, 
1329,0,1,300,0,Oh,"{}","{}",1,0,0, 
1330,0,2,400,0,",","{}","{}",1,0,0, 
1331,0,0,200,0,ma:n,"{}","{}",1,0,0, 
1332,0,1,300,0,.,"{}","{}",1,0,0, 
1333,0,0,200,0,...,"{}","{}",1,0,0, 
1334,0,1,300,0,Cause,"{}","{}",1,0,0, 
1335,0,2,400,0,that,"{}","{}",1,0,0, 
1336,0,3,500,0,five-car,"{}","{}",1,0,0, 
1337,0,4,600,0,pile,"{}","{}",1,0,0, 
1338,0,5,700,0,up,"{}","{}",1,0,0, 
1339,0,6,800,0,they,"{}","{}",1,0,0, 
1340,0,7,900,0,had,"{}","{}",1,0,0, 
1341,0,8,1000,0,between,"{}","{}",1,0,0, 
1342,0,9,1100,0,Hardin,"{}","{}",1,0,0, 
1343,0,10,1200,0,and,"{}","{}",1,0,0, 
1344,0,11,1300,0,Crow,"{}","{}",1,0,0, 
1345,0,12,1400,0,?,"{}","{}",1,0,0, 
1346,0,0,200,0,...,"{}","{}",1,0,0, 
1347,0,1,300,0,Oh:,"{}","{}",1,0,0, 
1348,0,2,400,0,",","{}","{}",1,0,0, 
1349,0,0,200,0,shit,"{}","{}",1,0,0, 
1350,0,1,300,0,",","{}","{}",1,0,0, 
1351,0,0,200,0,really,"{}","{}",1,0,0, 
1352,0,1,300,0,?,"{}","{}",1,0,0, 
1353,0,0,200,0,I,"{}","{}",1,0,0, 
1354,0,1,300,0,didn't,"{}","{}",1,0,0, 
1355,0,2,400,0,hear,"{}","{}",1,0,0, 
1356,0,3,500,0,about,"{}","{}",1,0,0, 
1357,0,4,600,0,it,"{}","{}",1,0,0, 
1358,0,5,700,0,.,"{}","{}",1,0,0, 
1359,0,0,200,0,...,"{}","{}",1,0,0, 
1360,0,1,300,0,Yeah,"{}","{}",1,0,0, 
1361,0,2,400,0,.,"{}","{}",1,0,0, 
1362,0,0,200,0,...,"{}","{}",1,0,0, 
1363,0,1,300,0,*Ron,"{}","{}",1,0,0, 
1364,0,2,400,0,was,"{}","{}",1,0,0, 
1365,0,3,500,0,s:inglehandedly,"{}","{}",1,0,0, 
1366,0,4,600,0,there,"{}","{}",1,0,0, 
1367,0,5,700,0,.,"{}","{}",1,0,0, 
1368,0,0,200,0,...,"{}","{}",1,0,0, 
1369,0,1,300,0,@,"{}","{}",1,0,0, 
1370,0,2,400,0,..,"{}","{}",1,0,0, 
1371,0,3,500,0,with,"{}","{}",1,0,0, 
1372,0,4,600,0,one,"{}","{}",1,0,0, 
1373,0,5,700,0,wrecker,"{}","{}",1,0,0, 
1374,0,6,800,0,.,"{}","{}",1,0,0, 
1375,0,0,200,0,...,"{}","{}",1,0,0, 
1376,0,1,300,0,G-,"{}","{}",1,0,0, 
1377,0,2,400,0,yeah:,"{}","{}",1,0,0, 
1378,0,3,500,0,.,"{}","{}",1,0,0, 
1379,0,0,200,0,...,"{}","{}",1,0,0, 
1380,0,0,200,0,...,"{}","{}",1,0,0, 
1381,0,1,300,0,Seems,"{}","{}",1,0,0, 
1382,0,2,400,0,like,"{}","{}",1,0,0, 
1383,0,3,500,0,any,"{}","{}",1,0,0, 
1384,0,4,600,0,time,"{}","{}",1,0,0, 
1385,0,5,700,0,I've,"{}","{}",1,0,0, 
1386,0,6,800,0,seen,"{}","{}",1,0,0, 
1387,0,7,900,0,a,"{}","{}",1,0,0, 
1388,0,8,1000,0,wrecker,"{}","{}",1,0,0, 
1389,0,9,1100,0,out,"{}","{}",1,0,0, 
1390,0,10,1200,0,here,"{}","{}",1,0,0, 
1391,0,11,1300,0,",","{}","{}",1,0,0, 
1392,0,0,200,0,there's,"{}","{}",1,0,0, 
1393,0,1,300,0,always,"{}","{}",1,0,0, 
1394,0,2,400,0,two,"{}","{}",1,0,0, 
1395,0,3,500,0,guys,"{}","{}",1,0,0, 
1396,0,4,600,0,in,"{}","{}",1,0,0, 
1397,0,5,700,0,there,"{}","{}",1,0,0, 
1398,0,6,800,0,.,"{}","{}",1,0,0, 
1399,0,0,200,0,Hm-m,"{}","{}",1,0,0, 
1400,0,1,300,0,#,"{}","{}",1,0,0, 
1401,0,2,400,0,",","{}","{}",1,0,0, 
1402,0,0,200,0,@everyone,"{}","{}",1,0,0, 
1403,0,1,300,0,was,"{}","{}",1,0,0, 
1404,0,2,400,0,gone,"{}","{}",1,0,0, 
1405,0,3,500,0,",","{}","{}",1,0,0, 
1406,0,0,200,0,when,"{}","{}",1,0,0, 
1407,0,1,300,0,the,"{}","{}",1,0,0, 
1408,0,2,400,0,call,"{}","{}",1,0,0, 
1409,0,3,500,0,came,"{}","{}",1,0,0, 
1410,0,4,600,0,in,"{}","{}",1,0,0, 
1411,0,5,700,0,.,"{}","{}",1,0,0, 
1412,0,0,200,0,...,"{}","{}",1,0,0, 
1413,0,1,300,0,Oh:,"{}","{}",1,0,0, 
1414,0,2,400,0,.,"{}","{}",1,0,0, 
1415,0,0,200,0,And,"{}","{}",1,0,0, 
1416,0,1,300,0,*Jay's,"{}","{}",1,0,0, 
1417,0,2,400,0,not,"{}","{}",1,0,0, 
1418,0,3,500,0,supposed,"{}","{}",1,0,0, 
1419,0,4,600,0,to,"{}","{}",1,0,0, 
1420,0,5,700,0,go,"{}","{}",1,0,0, 
1421,0,6,800,0,on,"{}","{}",1,0,0, 
1422,0,7,900,0,those,"{}","{}",1,0,0, 
1423,0,8,1000,0,anymore,"{}","{}",1,0,0, 
1424,0,9,1100,0,",","{}","{}",1,0,0, 
1425,0,0,200,0,because,"{}","{}",1,0,0, 
1426,0,1,300,0,of,"{}","{}",1,0,0, 
1427,0,2,400,0,his,"{}","{}",1,0,0, 
1428,0,3,500,0,heart,"{}","{}",1,0,0, 
1429,0,4,600,0,",","{}","{}",1,0,0, 
1430,0,0,200,0,...,"{}","{}",1,0,0, 
1431,0,1,300,0,so,"{}","{}",1,0,0, 
1432,0,2,400,0,he,"{}","{}",1,0,0, 
1433,0,3,500,0,had,"{}","{}",1,0,0, 
1434,0,4,600,0,to,"{}","{}",1,0,0, 
1435,0,5,700,0,send,"{}","{}",1,0,0, 
1436,0,6,800,0,*Ron,"{}","{}",1,0,0, 
1437,0,7,900,0,by,"{}","{}",1,0,0, 
1438,0,8,1000,0,himself,"{}","{}",1,0,0, 
1439,0,9,1100,0,",","{}","{}",1,0,0, 
1440,0,0,200,0,and,"{}","{}",1,0,0, 
1441,0,1,300,0,*Ron,"{}","{}",1,0,0, 
1442,0,2,400,0,was,"{}","{}",1,0,0, 
1443,0,3,500,0,s:lowly,"{}","{}",1,0,0, 
1444,0,4,600,0,pulling,"{}","{}",1,0,0, 
1445,0,5,700,0,everybody,"{}","{}",1,0,0, 
1446,0,6,800,0,out,"{}","{}",1,0,0, 
1447,0,7,900,0,of,"{}","{}",1,0,0, 
1448,0,8,1000,0,the,"{}","{}",1,0,0, 
1449,0,9,1100,0,ditch,"{}","{}",1,0,0, 
1450,0,10,1200,0,.,"{}","{}",1,0,0, 
1451,0,0,200,0,...,"{}","{}",1,0,0, 
1452,0,1,300,0,Did,"{}","{}",1,0,0, 
1453,0,2,400,0,they,"{}","{}",1,0,0, 
1454,0,3,500,0,all,"{}","{}",1,0,0, 
1455,0,4,600,0,hit,"{}","{}",1,0,0, 
1456,0,5,700,0,each,"{}","{}",1,0,0, 
1457,0,6,800,0,other,"{}","{}",1,0,0, 
1458,0,7,900,0,?,"{}","{}",1,0,0, 
1459,0,0,200,0,Or,"{}","{}",1,0,0, 
1460,0,1,300,0,just,"{}","{}",1,0,0, 
1461,0,2,400,0,",","{}","{}",1,0,0, 
1462,0,0,200,0,..,"{}","{}",1,0,0, 
1463,0,1,300,0,Kind,"{}","{}",1,0,0, 
1464,0,2,400,0,of,"{}","{}",1,0,0, 
1465,0,3,500,0,.,"{}","{}",1,0,0, 
1466,0,0,200,0,..,"{}","{}",1,0,0, 
1467,0,1,300,0,A%-,"{}","{}",1,0,0, 
1468,0,2,400,0,a%,"{}","{}",1,0,0, 
1469,0,3,500,0,semi,"{}","{}",1,0,0, 
1470,0,4,600,0,...,"{}","{}",1,0,0, 
1471,0,5,700,0,bumped,"{}","{}",1,0,0, 
1472,0,6,800,0,a,"{}","{}",1,0,0, 
1473,0,7,900,0,car,"{}","{}",1,0,0, 
1474,0,8,1000,0,",","{}","{}",1,0,0, 
1475,0,0,200,0,and,"{}","{}",1,0,0, 
1476,0,1,300,0,then,"{}","{}",1,0,0, 
1477,0,2,400,0,went,"{}","{}",1,0,0, 
1478,0,3,500,0,and,"{}","{}",1,0,0, 
1479,0,4,600,0,",","{}","{}",1,0,0, 
1480,0,0,200,0,...,"{}","{}",1,0,0, 
