wordID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList","inBoxList",aligned,void,stretch,replaceWord
486,0,9,1100,0,the,"{}","{}",1,0,0, 
487,0,10,1200,0,complaint,"{}","{}",1,0,0, 
488,0,11,1300,0,about,"{}","{}",1,0,0, 
489,0,12,1400,0,.,"{}","{}",1,0,0, 
490,0,0,200,0,...,"{}","{}",1,0,0, 
491,0,1,300,0,I'm,"{}","{}",1,0,0, 
492,0,2,400,0,also,"{}","{}",1,0,0, 
493,0,3,500,0,going,"{}","{}",1,0,0, 
494,0,4,600,0,to,"{}","{}",1,0,0, 
495,0,5,700,0,suggest,"{}","{}",1,0,0, 
496,0,6,800,0,",","{}","{}",1,0,0, 
497,0,0,200,0,...,"{}","{}",1,0,0, 
498,0,1,300,0,weekly,"{}","{}",1,0,0, 
499,0,2,400,0,house,"{}","{}",1,0,0, 
500,0,3,500,0,meetings,"{}","{}",1,0,0, 
501,0,4,600,0,to,"{}","{}",1,0,0, 
502,0,5,700,0,discuss,"{}","{}",1,0,0, 
503,0,6,800,0,such,"{}","{}",1,0,0, 
504,0,7,900,0,things,"{}","{}",1,0,0, 
505,0,8,1000,0,.,"{}","{}",1,0,0, 
506,0,0,200,0,..,"{}","{}",1,0,0, 
507,0,1,300,0,Mhm,"{}","{}",1,0,0, 
508,0,2,400,0,.,"{}","{}",1,0,0, 
509,0,0,200,0,...,"{}","{}",1,0,0, 
510,0,1,300,0,Oh,"{}","{}",1,0,0, 
511,0,2,400,0,yeah:,"{}","{}",1,0,0, 
512,0,3,500,0,.,"{}","{}",1,0,0, 
513,0,0,200,0,...,"{}","{}",1,0,0, 
514,0,1,300,0,Yeah,"{}","{}",1,0,0, 
515,0,2,400,0,.,"{}","{}",1,0,0, 
516,0,0,200,0,You,"{}","{}",1,0,0, 
517,0,1,300,0,know,"{}","{}",1,0,0, 
518,0,2,400,0,what,"{}","{}",1,0,0, 
519,0,3,500,0,it,"{}","{}",1,0,0, 
520,0,4,600,0,would,"{}","{}",1,0,0, 
521,0,5,700,0,be,"{}","{}",1,0,0, 
522,0,6,800,0,",","{}","{}",1,0,0, 
523,0,0,200,0,a,"{}","{}",1,0,0, 
524,0,1,300,0,real,"{}","{}",1,0,0, 
525,0,2,400,0,good,"{}","{}",1,0,0, 
526,0,3,500,0,lesson,"{}","{}",1,0,0, 
527,0,4,600,0,for,"{}","{}",1,0,0, 
528,0,5,700,0,them,"{}","{}",1,0,0, 
529,0,6,800,0,",","{}","{}",1,0,0, 
530,0,0,200,0,too,"{}","{}",1,0,0, 
531,0,1,300,0,",","{}","{}",1,0,0, 
532,0,0,200,0,...,"{}","{}",1,0,0, 
533,0,1,300,0,in,"{}","{}",1,0,0, 
534,0,2,400,0,self,"{}","{}",1,0,0, 
535,0,3,500,0,assertiveness,"{}","{}",1,0,0, 
536,0,4,600,0,",","{}","{}",1,0,0, 
537,0,0,200,0,Yep,"{}","{}",1,0,0, 
538,0,1,300,0,.,"{}","{}",1,0,0, 
539,0,0,200,0,...,"{}","{}",1,0,0, 
540,0,1,300,0,you,"{}","{}",1,0,0, 
541,0,2,400,0,know,"{}","{}",1,0,0, 
542,0,3,500,0,and,"{}","{}",1,0,0, 
543,0,4,600,0,",","{}","{}",1,0,0, 
544,0,0,200,0,..,"{}","{}",1,0,0, 
545,0,1,300,0,especially,"{}","{}",1,0,0, 
546,0,2,400,0,the,"{}","{}",1,0,0, 
547,0,3,500,0,way,"{}","{}",1,0,0, 
548,0,4,600,0,um,"{}","{}",1,0,0, 
549,0,5,700,0,",","{}","{}",1,0,0, 
550,0,0,200,0,...,"{}","{}",1,0,0, 
551,0,1,300,0,I,"{}","{}",1,0,0, 
552,0,2,400,0,mean,"{}","{}",1,0,0, 
553,0,3,500,0,~Tim,"{}","{}",1,0,0, 
554,0,4,600,0,gets,"{}","{}",1,0,0, 
555,0,5,700,0,..,"{}","{}",1,0,0, 
556,0,6,800,0,in-,"{}","{}",1,0,0, 
557,0,7,900,0,..,"{}","{}",1,0,0, 
558,0,8,1000,0,himself,"{}","{}",1,0,0, 
559,0,9,1100,0,into,"{}","{}",1,0,0, 
560,0,10,1200,0,a:,"{}","{}",1,0,0, 
561,0,11,1300,0,",","{}","{}",1,0,0, 
562,0,0,200,0,uncomfortable,"{}","{}",1,0,0, 
563,0,1,300,0,situation,"{}","{}",1,0,0, 
564,0,2,400,0,or,"{}","{}",1,0,0, 
565,0,3,500,0,whatever,"{}","{}",1,0,0, 
566,0,4,600,0,",","{}","{}",1,0,0, 
567,0,0,200,0,..,"{}","{}",1,0,0, 
568,0,1,300,0,and,"{}","{}",1,0,0, 
569,0,2,400,0,his,"{}","{}",1,0,0, 
570,0,3,500,0,first,"{}","{}",1,0,0, 
571,0,4,600,0,reaction,"{}","{}",1,0,0, 
572,0,5,700,0,is,"{}","{}",1,0,0, 
573,0,6,800,0,to,"{}","{}",1,0,0, 
574,0,7,900,0,blow,"{}","{}",1,0,0, 
575,0,8,1000,0,up,"{}","{}",1,0,0, 
576,0,9,1100,0,about,"{}","{}",1,0,0, 
577,0,10,1200,0,it,"{}","{}",1,0,0, 
578,0,11,1300,0,.,"{}","{}",1,0,0, 
579,0,0,200,0,Mhm,"{}","{}",1,0,0, 
580,0,1,300,0,.,"{}","{}",1,0,0, 
581,0,0,200,0,...,"{}","{}",1,0,0, 
582,0,1,300,0,You,"{}","{}",1,0,0, 
583,0,2,400,0,know,"{}","{}",1,0,0, 
584,0,3,500,0,",","{}","{}",1,0,0, 
585,0,0,200,0,cause,"{}","{}",1,0,0, 
586,0,1,300,0,he,"{}","{}",1,0,0, 
587,0,2,400,0,let,"{}","{}",1,0,0, 
588,0,3,500,0,--,"{}","{}",1,0,0, 
589,0,0,200,0,he,"{}","{}",1,0,0, 
590,0,1,300,0,lets,"{}","{}",1,0,0, 
591,0,2,400,0,it,"{}","{}",1,0,0, 
592,0,3,500,0,pile,"{}","{}",1,0,0, 
593,0,4,600,0,up,"{}","{}",1,0,0, 
594,0,5,700,0,.,"{}","{}",1,0,0, 
595,0,0,200,0,..,"{}","{}",1,0,0, 
596,0,1,300,0,Yep,"{}","{}",1,0,0, 
597,0,2,400,0,.,"{}","{}",1,0,0, 
598,0,0,200,0,...,"{}","{}",1,0,0, 
599,0,1,300,0,He,"{}","{}",1,0,0, 
600,0,2,400,0,doesn't,"{}","{}",1,0,0, 
601,0,3,500,0,do,"{}","{}",1,0,0, 
602,0,4,600,0,nothing,"{}","{}",1,0,0, 
603,0,5,700,0,...,"{}","{}",1,0,0, 
604,0,6,800,0,positive,"{}","{}",1,0,0, 
605,0,7,900,0,about,"{}","{}",1,0,0, 
606,0,8,1000,0,it,"{}","{}",1,0,0, 
607,0,9,1100,0,",","{}","{}",1,0,0, 
608,0,0,200,0,and,"{}","{}",1,0,0, 
609,0,1,300,0,then,"{}","{}",1,0,0, 
610,0,2,400,0,he,"{}","{}",1,0,0, 
611,0,3,500,0,just,"{}","{}",1,0,0, 
612,0,4,600,0,blows,"{}","{}",1,0,0, 
613,0,5,700,0,up,"{}","{}",1,0,0, 
614,0,6,800,0,.,"{}","{}",1,0,0, 
615,0,0,200,0,...,"{}","{}",1,0,0, 
616,0,1,300,0,#And,"{}","{}",1,0,0, 
617,0,2,400,0,#if,"{}","{}",1,0,0, 
618,0,3,500,0,something,"{}","{}",1,0,0, 
619,0,4,600,0,bothers,"{}","{}",1,0,0, 
620,0,5,700,0,you,"{}","{}",1,0,0, 
621,0,6,800,0,",","{}","{}",1,0,0, 
622,0,0,200,0,you,"{}","{}",1,0,0, 
623,0,1,300,0,go,"{}","{}",1,0,0, 
624,0,2,400,0,and,"{}","{}",1,0,0, 
625,0,3,500,0,you,"{}","{}",1,0,0, 
626,0,4,600,0,",","{}","{}",1,0,0, 
627,0,0,200,0,...,"{}","{}",1,0,0, 
628,0,1,300,0,I,"{}","{}",1,0,0, 
629,0,2,400,0,was,"{}","{}",1,0,0, 
630,0,3,500,0,",","{}","{}",1,0,0, 
631,0,0,200,0,like,"{}","{}",1,0,0, 
632,0,1,300,0,last,"{}","{}",1,0,0, 
633,0,2,400,0,year,"{}","{}",1,0,0, 
634,0,3,500,0,",","{}","{}",1,0,0, 
635,0,0,200,0,I,"{}","{}",1,0,0, 
636,0,1,300,0,was,"{}","{}",1,0,0, 
637,0,2,400,0,really,"{}","{}",1,0,0, 
638,0,3,500,0,proud,"{}","{}",1,0,0, 
639,0,4,600,0,of,"{}","{}",1,0,0, 
640,0,5,700,0,myself,"{}","{}",1,0,0, 
641,0,6,800,0,",","{}","{}",1,0,0, 
642,0,0,200,0,when,"{}","{}",1,0,0, 
643,0,1,300,0,I,"{}","{}",1,0,0, 
644,0,2,400,0,was,"{}","{}",1,0,0, 
645,0,3,500,0,asked,"{}","{}",1,0,0, 
646,0,4,600,0,to,"{}","{}",1,0,0, 
647,0,5,700,0,take,"{}","{}",1,0,0, 
648,0,6,800,0,over,"{}","{}",1,0,0, 
649,0,7,900,0,..,"{}","{}",1,0,0, 
650,0,8,1000,0,intermediate,"{}","{}",1,0,0, 
651,0,9,1100,0,..,"{}","{}",1,0,0, 
652,0,10,1200,0,algebra,"{}","{}",1,0,0, 
653,0,11,1300,0,?,"{}","{}",1,0,0, 
654,0,0,200,0,..,"{}","{}",1,0,0, 
655,0,1,300,0,Unhunh,"{}","{}",1,0,0, 
656,0,2,400,0,.,"{}","{}",1,0,0, 
657,0,0,200,0,...,"{}","{}",1,0,0, 
658,0,1,300,0,[And,"{}","{}",1,0,0, 
659,0,2,400,0,|teach,"{}","{}",1,0,0, 
660,0,3,500,0,|it],"{}","{}",1,0,0, 
661,0,4,600,0,?,"{}","{}",1,0,0, 
662,0,0,200,0,[{SIP}],"{}","{}",1,0,0, 
663,0,1,300,0,{SIP},"{}","{}",1,0,0, 
664,0,0,200,0,...,"{}","{}",1,0,0, 
665,0,1,300,0,[2And,"{}","{}",1,0,0, 
666,0,2,400,0,|2I,"{}","{}",1,0,0, 
667,0,3,500,0,|2di:d],"{}","{}",1,0,0, 
668,0,4,600,0,.,"{}","{}",1,0,0, 
669,0,0,200,0,[2{SIP}],"{}","{}",1,0,0, 
670,0,0,200,0,...,"{}","{}",1,0,0, 
671,0,1,300,0,And,"{}","{}",1,0,0, 
672,0,2,400,0,I,"{}","{}",1,0,0, 
673,0,3,500,0,[3also,"{}","{}",1,0,0, 
674,0,4,600,0,|3went],"{}","{}",1,0,0, 
675,0,5,700,0,",","{}","{}",1,0,0, 
676,0,0,200,0,[3{SIP}],"{}","{}",1,0,0, 
677,0,0,200,0,...,"{}","{}",1,0,0, 
678,0,1,300,0,and,"{}","{}",1,0,0, 
679,0,2,400,0,I,"{}","{}",1,0,0, 
680,0,3,500,0,asked,"{}","{}",1,0,0, 
681,0,4,600,0,for,"{}","{}",1,0,0, 
682,0,5,700,0,a,"{}","{}",1,0,0, 
683,0,6,800,0,raise,"{}","{}",1,0,0, 
684,0,7,900,0,",","{}","{}",1,0,0, 
685,0,0,200,0,...,"{}","{}",1,0,0, 
686,0,1,300,0,[instead,"{}","{}",1,0,0, 
687,0,2,400,0,|of,"{}","{}",1,0,0, 
688,0,3,500,0,|],"{}","{}",1,0,0, 
689,0,4,600,0,--,"{}","{}",1,0,0, 
690,0,0,200,0,[],"{}","{}",1,0,0, 
691,0,0,200,0,..,"{}","{}",1,0,0, 
692,0,1,300,0,cause,"{}","{}",1,0,0, 
693,0,2,400,0,instead,"{}","{}",1,0,0, 
694,0,3,500,0,of,"{}","{}",1,0,0, 
695,0,4,600,0,just,"{}","{}",1,0,0, 
696,0,5,700,0,sitting,"{}","{}",1,0,0, 
697,0,6,800,0,in,"{}","{}",1,0,0, 
698,0,7,900,0,the,"{}","{}",1,0,0, 
699,0,8,1000,0,class,"{}","{}",1,0,0, 
700,0,9,1100,0,and,"{}","{}",1,0,0, 
701,0,10,1200,0,getting,"{}","{}",1,0,0, 
702,0,11,1300,0,five,"{}","{}",1,0,0, 
703,0,12,1400,0,dollars,"{}","{}",1,0,0, 
704,0,13,1500,0,an,"{}","{}",1,0,0, 
705,0,14,1600,0,hour,"{}","{}",1,0,0, 
706,0,15,1700,0,",","{}","{}",1,0,0, 
707,0,0,200,0,I,"{}","{}",1,0,0, 
708,0,1,300,0,was,"{}","{}",1,0,0, 
709,0,2,400,0,now,"{}","{}",1,0,0, 
710,0,3,500,0,gonna,"{}","{}",1,0,0, 
711,0,4,600,0,be,"{}","{}",1,0,0, 
712,0,5,700,0,up,"{}","{}",1,0,0, 
713,0,6,800,0,there,"{}","{}",1,0,0, 
714,0,7,900,0,teaching,"{}","{}",1,0,0, 
715,0,8,1000,0,it,"{}","{}",1,0,0, 
716,0,9,1100,0,",","{}","{}",1,0,0, 
717,0,0,200,0,...,"{}","{}",1,0,0, 
718,0,1,300,0,Mhm,"{}","{}",1,0,0, 
719,0,2,400,0,",","{}","{}",1,0,0, 
720,0,0,200,0,..,"{}","{}",1,0,0, 
721,0,1,300,0,and,"{}","{}",1,0,0, 
722,0,2,400,0,instead,"{}","{}",1,0,0, 
723,0,3,500,0,of,"{}","{}",1,0,0, 
724,0,4,600,0,getting,"{}","{}",1,0,0, 
725,0,5,700,0,the,"{}","{}",1,0,0, 
726,0,6,800,0,five,"{}","{}",1,0,0, 
727,0,7,900,0,dollars,"{}","{}",1,0,0, 
728,0,8,1000,0,an,"{}","{}",1,0,0, 
729,0,9,1100,0,@hour,"{}","{}",1,0,0, 
730,0,10,1200,0,",","{}","{}",1,0,0, 
731,0,0,200,0,I,"{}","{}",1,0,0, 
732,0,1,300,0,ended,"{}","{}",1,0,0, 
733,0,2,400,0,up,"{}","{}",1,0,0, 
734,0,3,500,0,getting,"{}","{}",1,0,0, 
735,0,4,600,0,fifteen,"{}","{}",1,0,0, 
736,0,5,700,0,.,"{}","{}",1,0,0, 
737,0,0,200,0,...,"{}","{}",1,0,0, 
738,0,1,300,0,Really:,"{}","{}",1,0,0, 
739,0,2,400,0,.,"{}","{}",1,0,0, 
740,0,0,200,0,But,"{}","{}",1,0,0, 
741,0,1,300,0,I,"{}","{}",1,0,0, 
742,0,2,400,0,went,"{}","{}",1,0,0, 
743,0,3,500,0,and,"{}","{}",1,0,0, 
744,0,4,600,0,I,"{}","{}",1,0,0, 
745,0,5,700,0,asked,"{}","{}",1,0,0, 
746,0,6,800,0,.,"{}","{}",1,0,0, 
747,0,0,200,0,...,"{}","{}",1,0,0, 
748,0,1,300,0,Now,"{}","{}",1,0,0, 
749,0,2,400,0,if,"{}","{}",1,0,0, 
750,0,3,500,0,i-,"{}","{}",1,0,0, 
751,0,4,600,0,--,"{}","{}",1,0,0, 
752,0,0,200,0,You,"{}","{}",1,0,0, 
753,0,1,300,0,know,"{}","{}",1,0,0, 
754,0,2,400,0,if,"{}","{}",1,0,0, 
755,0,3,500,0,you,"{}","{}",1,0,0, 
756,0,4,600,0,...,"{}","{}",1,0,0, 
757,0,5,700,0,put,"{}","{}",1,0,0, 
758,0,6,800,0,a,"{}","{}",1,0,0, 
759,0,7,900,0,situation,"{}","{}",1,0,0, 
760,0,8,1000,0,like,"{}","{}",1,0,0, 
761,0,9,1100,0,that,"{}","{}",1,0,0, 
762,0,10,1200,0,to,"{}","{}",1,0,0, 
763,0,11,1300,0,~Tim,"{}","{}",1,0,0, 
764,0,12,1400,0,or,"{}","{}",1,0,0, 
765,0,13,1500,0,~Mandy,"{}","{}",1,0,0, 
766,0,14,1600,0,",","{}","{}",1,0,0, 
767,0,0,200,0,...,"{}","{}",1,0,0, 
768,0,1,300,0,cause,"{}","{}",1,0,0, 
769,0,2,400,0,not,"{}","{}",1,0,0, 
770,0,3,500,0,because,"{}","{}",1,0,0, 
771,0,4,600,0,they're,"{}","{}",1,0,0, 
772,0,5,700,0,...,"{}","{}",1,0,0, 
773,0,6,800,0,they're,"{}","{}",1,0,0, 
774,0,7,900,0,weak,"{}","{}",1,0,0, 
775,0,8,1000,0,in,"{}","{}",1,0,0, 
776,0,9,1100,0,character,"{}","{}",1,0,0, 
777,0,10,1200,0,or,"{}","{}",1,0,0, 
778,0,11,1300,0,anything,"{}","{}",1,0,0, 
779,0,12,1400,0,",","{}","{}",1,0,0, 
780,0,0,200,0,but,"{}","{}",1,0,0, 
781,0,1,300,0,because,"{}","{}",1,0,0, 
782,0,2,400,0,they're,"{}","{}",1,0,0, 
783,0,3,500,0,--,"{}","{}",1,0,0, 
784,0,0,200,0,...,"{}","{}",1,0,0, 
785,0,1,300,0,They're,"{}","{}",1,0,0, 
786,0,2,400,0,babies,"{}","{}",1,0,0, 
787,0,3,500,0,.,"{}","{}",1,0,0, 
788,0,0,200,0,..,"{}","{}",1,0,0, 
789,0,1,300,0,Yeah,"{}","{}",1,0,0, 
790,0,2,400,0,.,"{}","{}",1,0,0, 
791,0,0,200,0,...,"{}","{}",1,0,0, 
792,0,1,300,0,They,"{}","{}",1,0,0, 
793,0,2,400,0,...,"{}","{}",1,0,0, 
794,0,3,500,0,hem,"{}","{}",1,0,0, 
795,0,4,600,0,and,"{}","{}",1,0,0, 
796,0,5,700,0,haw,"{}","{}",1,0,0, 
797,0,6,800,0,around,"{}","{}",1,0,0, 
798,0,7,900,0,",","{}","{}",1,0,0, 
799,0,0,200,0,and,"{}","{}",1,0,0, 
800,0,1,300,0,somebody,"{}","{}",1,0,0, 
801,0,2,400,0,else,"{}","{}",1,0,0, 
802,0,3,500,0,would,"{}","{}",1,0,0, 
803,0,4,600,0,have,"{}","{}",1,0,0, 
804,0,5,700,0,to,"{}","{}",1,0,0, 
805,0,6,800,0,talk,"{}","{}",1,0,0, 
806,0,7,900,0,for,"{}","{}",1,0,0, 
807,0,8,1000,0,them,"{}","{}",1,0,0, 
808,0,9,1100,0,.,"{}","{}",1,0,0, 
809,0,0,200,0,..,"{}","{}",1,0,0, 
810,0,1,300,0,You,"{}","{}",1,0,0, 
811,0,2,400,0,know,"{}","{}",1,0,0, 
812,0,3,500,0,?,"{}","{}",1,0,0, 
813,0,0,200,0,...,"{}","{}",1,0,0, 
814,0,1,300,0,Yeah:,"{}","{}",1,0,0, 
815,0,2,400,0,.,"{}","{}",1,0,0, 
816,0,0,200,0,...,"{}","{}",1,0,0, 
817,0,0,200,0,...,"{}","{}",1,0,0, 
818,0,1,300,0,I,"{}","{}",1,0,0, 
819,0,2,400,0,don't,"{}","{}",1,0,0, 
820,0,3,500,0,know,"{}","{}",1,0,0, 
821,0,4,600,0,.,"{}","{}",1,0,0, 
822,0,0,200,0,...,"{}","{}",1,0,0, 
823,0,1,300,0,#And,"{}","{}",1,0,0, 
824,0,2,400,0,#it's,"{}","{}",1,0,0, 
825,0,3,500,0,",","{}","{}",1,0,0, 
826,0,0,200,0,...,"{}","{}",1,0,0, 
827,0,1,300,0,Right,"{}","{}",1,0,0, 
828,0,2,400,0,now,"{}","{}",1,0,0, 
829,0,3,500,0,uh,"{}","{}",1,0,0, 
830,0,4,600,0,",","{}","{}",1,0,0, 
831,0,0,200,0,...,"{}","{}",1,0,0, 
832,0,1,300,0,I,"{}","{}",1,0,0, 
833,0,2,400,0,don't,"{}","{}",1,0,0, 
834,0,3,500,0,know,"{}","{}",1,0,0, 
835,0,4,600,0,if,"{}","{}",1,0,0, 
836,0,5,700,0,I,"{}","{}",1,0,0, 
837,0,6,800,0,should,"{}","{}",1,0,0, 
838,0,7,900,0,mention,"{}","{}",1,0,0, 
839,0,8,1000,0,it,"{}","{}",1,0,0, 
840,0,9,1100,0,to,"{}","{}",1,0,0, 
841,0,10,1200,0,him,"{}","{}",1,0,0, 
842,0,11,1300,0,",","{}","{}",1,0,0, 
843,0,0,200,0,or,"{}","{}",1,0,0, 
844,0,1,300,0,what,"{}","{}",1,0,0, 
845,0,2,400,0,",","{}","{}",1,0,0, 
846,0,0,200,0,but,"{}","{}",1,0,0, 
847,0,1,300,0,",","{}","{}",1,0,0, 
848,0,0,200,0,...,"{}","{}",1,0,0, 
849,0,1,300,0,I'm,"{}","{}",1,0,0, 
850,0,2,400,0,feeling,"{}","{}",1,0,0, 
851,0,3,500,0,like,"{}","{}",1,0,0, 
852,0,4,600,0,he's,"{}","{}",1,0,0, 
853,0,5,700,0,taking,"{}","{}",1,0,0, 
854,0,6,800,0,me,"{}","{}",1,0,0, 
855,0,7,900,0,for,"{}","{}",1,0,0, 
856,0,8,1000,0,granted,"{}","{}",1,0,0, 
857,0,9,1100,0,.,"{}","{}",1,0,0, 
858,0,0,200,0,...,"{}","{}",1,0,0, 
859,0,1,300,0,Yep,"{}","{}",1,0,0, 
860,0,2,400,0,.,"{}","{}",1,0,0, 
861,0,0,200,0,...,"{}","{}",1,0,0, 
862,0,1,300,0,And,"{}","{}",1,0,0, 
863,0,2,400,0,he's,"{}","{}",1,0,0, 
864,0,3,500,0,rolling,"{}","{}",1,0,0, 
865,0,4,600,0,in,"{}","{}",1,0,0, 
866,0,5,700,0,it,"{}","{}",1,0,0, 
867,0,6,800,0,",","{}","{}",1,0,0, 
868,0,0,200,0,~Mary,"{}","{}",1,0,0, 
869,0,1,300,0,.,"{}","{}",1,0,0, 
870,0,0,200,0,...,"{}","{}",1,0,0, 
871,0,1,300,0,And,"{}","{}",1,0,0, 
872,0,2,400,0,you,"{}","{}",1,0,0, 
873,0,3,500,0,know,"{}","{}",1,0,0, 
874,0,4,600,0,what,"{}","{}",1,0,0, 
875,0,5,700,0,the,"{}","{}",1,0,0, 
876,0,6,800,0,sad,"{}","{}",1,0,0, 
877,0,7,900,0,thing,"{}","{}",1,0,0, 
878,0,8,1000,0,",","{}","{}",1,0,0, 
879,0,0,200,0,...,"{}","{}",1,0,0, 
880,0,1,300,0,the,"{}","{}",1,0,0, 
881,0,2,400,0,thing,"{}","{}",1,0,0, 
882,0,3,500,0,that,"{}","{}",1,0,0, 
883,0,4,600,0,really,"{}","{}",1,0,0, 
884,0,5,700,0,scares,"{}","{}",1,0,0, 
885,0,6,800,0,me,"{}","{}",1,0,0, 
886,0,7,900,0,?,"{}","{}",1,0,0, 
887,0,0,200,0,...,"{}","{}",1,0,0, 
888,0,1,300,0,is,"{}","{}",1,0,0, 
889,0,2,400,0,that,"{}","{}",1,0,0, 
890,0,3,500,0,they're,"{}","{}",1,0,0, 
891,0,4,600,0,n:-,"{}","{}",1,0,0, 
892,0,5,700,0,--,"{}","{}",1,0,0, 
893,0,0,200,0,...,"{}","{}",1,0,0, 
894,0,1,300,0,th-,"{}","{}",1,0,0, 
895,0,2,400,0,at,"{}","{}",1,0,0, 
896,0,3,500,0,the,"{}","{}",1,0,0, 
897,0,4,600,0,rate,"{}","{}",1,0,0, 
898,0,5,700,0,they're,"{}","{}",1,0,0, 
899,0,6,800,0,going,"{}","{}",1,0,0, 
900,0,7,900,0,",","{}","{}",1,0,0, 
901,0,0,200,0,...,"{}","{}",1,0,0, 
902,0,1,300,0,and,"{}","{}",1,0,0, 
903,0,2,400,0,with,"{}","{}",1,0,0, 
904,0,3,500,0,all,"{}","{}",1,0,0, 
905,0,4,600,0,the,"{}","{}",1,0,0, 
906,0,5,700,0,breaks,"{}","{}",1,0,0, 
907,0,6,800,0,that,"{}","{}",1,0,0, 
908,0,7,900,0,they've,"{}","{}",1,0,0, 
909,0,8,1000,0,...,"{}","{}",1,0,0, 
910,0,9,1100,0,gotten,"{}","{}",1,0,0, 
911,0,10,1200,0,",","{}","{}",1,0,0, 
912,0,0,200,0,...,"{}","{}",1,0,0, 
913,0,1,300,0,they're,"{}","{}",1,0,0, 
914,0,2,400,0,never,"{}","{}",1,0,0, 
915,0,3,500,0,gonna,"{}","{}",1,0,0, 
916,0,4,600,0,have,"{}","{}",1,0,0, 
917,0,5,700,0,hard,"{}","{}",1,0,0, 
918,0,6,800,0,times,"{}","{}",1,0,0, 
919,0,7,900,0,.,"{}","{}",1,0,0, 
920,0,0,200,0,...,"{}","{}",1,0,0, 
921,0,1,300,0,Hard,"{}","{}",1,0,0, 
922,0,2,400,0,times,"{}","{}",1,0,0, 
923,0,3,500,0,do,"{}","{}",1,0,0, 
924,0,4,600,0,train,"{}","{}",1,0,0, 
925,0,5,700,0,you,"{}","{}",1,0,0, 
926,0,6,800,0,.,"{}","{}",1,0,0, 
927,0,0,200,0,...,"{}","{}",1,0,0, 
928,0,1,300,0,Yep,"{}","{}",1,0,0, 
929,0,2,400,0,.,"{}","{}",1,0,0, 
930,0,0,200,0,...,"{}","{}",1,0,0, 
931,0,1,300,0,They,"{}","{}",1,0,0, 
932,0,2,400,0,do,"{}","{}",1,0,0, 
933,0,3,500,0,.,"{}","{}",1,0,0, 
934,0,0,200,0,...,"{}","{}",1,0,0, 
935,0,1,300,0,Like,"{}","{}",1,0,0, 
936,0,2,400,0,I,"{}","{}",1,0,0, 
937,0,3,500,0,came,"{}","{}",1,0,0, 
938,0,4,600,0,over,"{}","{}",1,0,0, 
939,0,5,700,0,here,"{}","{}",1,0,0, 
940,0,6,800,0,to,"{}","{}",1,0,0, 
941,0,7,900,0,work,"{}","{}",1,0,0, 
942,0,8,1000,0,with,"{}","{}",1,0,0, 
943,0,9,1100,0,*Danae,"{}","{}",1,0,0, 
944,0,10,1200,0,",","{}","{}",1,0,0, 
945,0,0,200,0,which,"{}","{}",1,0,0, 
946,0,1,300,0,is,"{}","{}",1,0,0, 
947,0,2,400,0,what,"{}","{}",1,0,0, 
948,0,3,500,0,I'm,"{}","{}",1,0,0, 
949,0,4,600,0,going,"{}","{}",1,0,0, 
950,0,5,700,0,to,"{}","{}",1,0,0, 
951,0,6,800,0,do,"{}","{}",1,0,0, 
952,0,7,900,0,",","{}","{}",1,0,0, 
953,0,0,200,0,...,"{}","{}",1,0,0, 
954,0,1,300,0,I'm,"{}","{}",1,0,0, 
955,0,2,400,0,going,"{}","{}",1,0,0, 
956,0,3,500,0,to,"{}","{}",1,0,0, 
957,0,4,600,0,do,"{}","{}",1,0,0, 
958,0,5,700,0,some,"{}","{}",1,0,0, 
959,0,6,800,0,..,"{}","{}",1,0,0, 
960,0,7,900,0,translations,"{}","{}",1,0,0, 
961,0,8,1000,0,for,"{}","{}",1,0,0, 
962,0,9,1100,0,her,"{}","{}",1,0,0, 
963,0,10,1200,0,and,"{}","{}",1,0,0, 
964,0,11,1300,0,stuff,"{}","{}",1,0,0, 
965,0,12,1400,0,?,"{}","{}",1,0,0, 
966,0,0,200,0,..,"{}","{}",1,0,0, 
967,0,1,300,0,Yeah,"{}","{}",1,0,0, 
968,0,2,400,0,.,"{}","{}",1,0,0, 
969,0,0,200,0,...,"{}","{}",1,0,0, 
970,0,1,300,0,tonight,"{}","{}",1,0,0, 
971,0,2,400,0,?,"{}","{}",1,0,0, 
972,0,0,200,0,...,"{}","{}",1,0,0, 
973,0,1,300,0,[A:nd,"{}","{}",1,0,0, 
974,0,2,400,0,|um],"{}","{}",1,0,0, 
975,0,3,500,0,",","{}","{}",1,0,0, 
976,0,0,200,0,[{SIP}],"{}","{}",1,0,0, 
977,0,0,200,0,...,"{}","{}",1,0,0, 
978,0,1,300,0,you,"{}","{}",1,0,0, 
979,0,2,400,0,know,"{}","{}",1,0,0, 
980,0,3,500,0,",","{}","{}",1,0,0, 
981,0,0,200,0,...,"{}","{}",1,0,0, 
982,0,1,300,0,I,"{}","{}",1,0,0, 
983,0,2,400,0,have,"{}","{}",1,0,0, 
984,0,3,500,0,to,"{}","{}",1,0,0, 
985,0,4,600,0,make,"{}","{}",1,0,0, 
986,0,5,700,0,at,"{}","{}",1,0,0, 
987,0,6,800,0,least,"{}","{}",1,0,0, 
988,0,7,900,0,f:ifty,"{}","{}",1,0,0, 
989,0,8,1000,0,[dollars,"{}","{}",1,0,0, 
990,0,9,1100,0,|or,"{}","{}",1,0,0, 
