wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0,I,I
2,1,1,thought,thought
3,1,2,they,they
4,1,3,were,were
5,1,4,gonna,gonna
6,1,5,be,be
7,1,6,back,back
8,1,7, ,..
9,1,8,by,by
10,1,9,now,n[ow]
11,1,10, ,","
12,2,0,You,[You
13,2,1,didn't,|did]n't
14,2,2,hear,hear
15,2,3,em,em
16,2,4, ,..
17,2,5,playing,playing
18,2,6,last,last
19,2,7,night,[2night]
20,2,8, ,.
21,3,0,I,[2I
22,3,1,know,|2know]:
23,3,2, ,.
24,4,0, ,...
25,4,1,Where,Where
26,4,2,did,did
27,4,3,they,they
28,4,4,go,go
29,4,5, ,.
30,5,0, ,...
31,5,1,They,They
32,5,2,went,went
33,5,3,out,out
34,5,4,to,to
35,5,5,dinner,dinner
36,5,6,with,with
37,5,7, ,...
38,5,8,Arianna's,[~Arianna's
39,5,9,parents,|parents]
40,5,10, ,.
41,6,0,Arianna's,[~Arianna's
42,6,1,parents,|parents]
43,6,2, ,.
44,7,0, ,...
45,7,1,Yeah,Yeah
46,7,2, ,.
47,8,0,That,That
48,8,1,was,[was
49,8,2,her,|her
50,8,3, ,|...
51,8,4,grandma,|grand]ma
52,8,5,on,on
53,8,6,the,the
54,8,7,phone,phone
55,8,8, ,.
56,9,0,They,[They
57,9,1,left,|left
58,9,2,at,|at
59,9,3,like,|like]
60,9,4, ,","
61,10,0, ,...
62,10,1,quarter,quarter
63,10,2,of,of
64,10,3,eight,eight
65,10,4, ,.
66,11,0, ,...
67,11,1,Mm,Mm
68,11,2, ,.
69,12,0, ,...
70,12,1,Maybe,Maybe
71,12,2,they,they
72,12,3,went,went
73,12,4,shopping,shopping
74,12,5, ,.
75,13,0, ,...
76,13,1,First,First
77,13,2, ,","
78,14,0,and,and
79,14,1,then,then
80,14,2,went,went
81,14,3,to,to
82,14,4,dinner,dinner
83,14,5, ,.
84,15,0, ,...
85,15,1,I,I
86,15,2,think,think
87,15,3,they're,they're
88,15,4,hanging,hanging
89,15,5,out,out
90,15,6, ,.
91,16,0, ,...
92,16,1,With,[With]
93,16,2, ,","
94,17,0, ,[##]
95,18,0, ,...
96,18,1,the,the
97,18,2,Callahans,~Callahans
98,18,3, ,.
99,19,0, ,...
100,19,1,Gotta,Gotta
101,19,2,have,have
102,19,3,some,some
103,19,4,of,of
104,19,5,my,my
105,19,6,sister's,sister's
106,19,7,bread,bread
107,19,8, ,.
108,20,0,It,It
109,20,1,is,is
110,20,2,so,so:
111,20,3, ,..
112,20,4,good,good
113,20,5, ,.
114,21,0, ,..
115,21,1,What,What
116,21,2, ,--
117,22,0,Is,Is
118,22,1,it,it
119,22,2,like,like
120,22,3,regular,regular
121,22,4,bread,bread
122,22,5, ,","
123,23,0,or,or
124,23,1,is,is
125,23,2,it,it
126,23,3, ,","
127,24,0,No,No
128,24,1, ,.
129,25,0, ,..
130,25,1,Molasses,Molasses
131,25,2, ,.
132,26,0, ,...
133,26,1,Oh,Oh
134,26,2, ,.
135,27,0, ,...
136,27,1,Oh,Oh
137,27,2, ,","
138,28,0, ,..
139,28,1,I,I
140,28,2,love,love
141,28,3,this,this
142,28,4,bread,bread
143,28,5, ,.
144,29,0, ,...
145,30,0, ,...
146,30,1,It's,It's
147,30,2,so,so
148,30,3,good,good
149,30,4, ,.
150,31,0, ,...
151,31,1,Oh,Oh
152,31,2, ,.
153,32,0, ,...
154,32,1,You,You
155,32,2,should,should
156,32,3,make,make
157,32,4,it,it
158,32,5, ,.
159,33,0, ,...
160,33,1,No,No
161,33,2, ,","
162,34,0,I,I
163,34,1,don't,don't
164,34,2,know,know
165,34,3,how,how
166,34,4,to,to
167,34,5,make,make
168,34,6,it,it
169,34,7, ,.
170,35,0, ,...
171,35,1,That,That
172,35,2,is,is
173,35,3,the,the
174,35,4,cutest,cutest
175,35,5,cutting,cutting
176,35,6,board,board
177,35,7, ,.
178,36,0,Isn't,Isn't
179,36,1,it,[it]
180,36,2, ,?
181,37,0,I,[I
182,37,1,know,|@know]:
183,37,2, ,.
184,38,0,I,I
185,38,1,love,love
186,38,2,it,it
187,38,3, ,@
188,38,4, ,.
189,39,0, ,@
190,40,0, ,..
191,40,1,Little,Little
192,40,2,piggies,piggies
193,40,3, ,.
194,41,0, ,...
195,41,1,You,You
196,41,2,wanna,wanna
197,41,3,piece,piece
198,41,4,of,of
199,41,5,toast,toast
200,41,6, ,?
201,42,0, ,...
202,42,1,Sure,Sure
203,42,2, ,.
204,43,0, ,...
205,43,1,Here,Here
206,43,2, ,.
207,44,0,Try,Try
208,44,1,some,some
209,44,2,of,of
210,44,3,it,it
211,44,4,first,first
212,44,5, ,.
213,45,0, ,...
214,46,0, ,...
215,46,1,It's,It's
216,46,2,different,different
217,46,3, ,.
218,47,0, ,...
219,47,1,I,I
220,47,2,like,like
221,47,3,it,it
222,47,4, ,.
223,48,0, ,...
224,48,1,When'd,When'd
225,48,2,she,she
226,48,3,start,start
227,48,4,making,making
228,48,5,this,this
229,48,6, ,.
230,49,0, ,...
231,49,1,I,I
232,49,2,don't,don't
233,49,3,know,know
234,49,4, ,","
235,50,0,Kinda,#Kinda
236,50,1,like,#like
237,50,2,couple,couple
238,50,3,years,years
239,50,4,ago,ago
240,50,5, ,.
241,51,0, ,...
242,51,1,Mm,Mm
243,51,2, ,.
244,52,0, ,...
245,52,1,Does,Does
246,52,2,she,she
247,52,3,always,always
248,52,4,come,come
249,52,5,home,home
250,52,6,in,in
251,52,7,the,the
252,52,8,summer,summer
253,52,9, ,?
254,53,0, ,..
255,53,1,From,From
256,53,2,school,school
257,53,3, ,?
258,54,0, ,...
259,54,1,Mhm,Mhm
260,54,2, ,.
261,55,0, ,..
262,55,1,Oh,Oh
263,55,2,really,really
264,55,3, ,?
265,56,0, ,...
266,56,1, ,##
267,57,0, ,...
268,57,1, ,#
269,58,0, ,...
270,58,1,Cause,Cause
271,58,2, ,","
272,59,0, ,...
273,59,1,she,she
274,59,2,gets,gets
275,59,3,really,really
276,59,4,homesick,homesick
277,59,5, ,?
278,60,0, ,...
279,60,1,Oh,Oh
280,60,2,does,does
281,60,3,she,she
282,60,4, ,?
283,61,0, ,...
284,61,1,so,so
285,61,2, ,","
286,62,0, ,...
287,62,1,and,and
288,62,2,she,she
289,62,3,likes,likes
290,62,4,to,to
291,62,5,come,come
292,62,6,home,home
293,62,7, ,.
294,63,0, ,...
295,63,1,And,And
296,63,2,we,we
297,63,3,have,have
298,63,4,that,that
299,63,5,house,house
300,63,6, ,","
301,64,0,at,at
302,64,1,the,the
303,64,2,Cape,Cape
304,64,3,and,[and
305,64,4,stuff,|stu]ff
306,64,5, ,","
307,65,0,Yeah,[Yeah]
308,65,1, ,.
309,66,0, ,...
310,66,1,See,See
311,66,2,I,I
312,66,3,don't,don't
313,66,4,really,really
314,66,5,miss,miss
315,66,6, ,..
316,66,7,home,home
317,66,8, ,.
318,67,0,I,I
319,67,1,mean,mean
320,67,2,I,I
321,67,3,miss,miss
322,67,4,my,my
323,67,5,family,family
324,67,6,you,you
325,67,7,know,know
326,67,8, ,","
327,68,0,but,but
328,68,1,like,like
329,68,2, ,","
330,69,0,I,I
331,69,1,don't,don't
332,69,2,think,th:ink
333,69,3,about,about
334,69,4,them,them
335,69,5, ,","
336,70,0, ,...
337,70,1,when,when
338,70,2,I'm,I'm
339,70,3,up,up
340,70,4,here,here
341,70,5,really,really
342,70,6, ,.
343,71,0, ,...
344,71,1,Except,Except
345,71,2,for,for
346,71,3,I,I
347,71,4,call,call
348,71,5,every,every
349,71,6,few,few
350,71,7,days,days
351,71,8, ,","
352,72,0, ,...
353,72,1,Oh,Oh
354,72,2,I,I
355,72,3,don't,don't
356,72,4, ,","
357,73,0, ,...
358,73,1,I,I
359,73,2,miss,miss
360,73,3,my,my
361,73,4,house,house
362,73,5, ,.
363,74,0, ,...
364,74,1,Yeah,Yeah
365,74,2, ,.
366,75,0,I,I
367,75,1,miss,miss
368,75,2, ,...
369,75,3,my,my
370,75,4,house,[house]
371,75,5, ,.
372,76,0,I,[I
373,76,1,miss,|miss
374,76,2,the,|the]
375,76,3,feeling,feeling
376,76,4,of,of
377,76,5,being,being
378,76,6,home,ho[2:me]
379,76,7, ,","
380,77,0,Mm,[2Mm]:
381,77,1, ,.
382,78,0, ,..
383,78,1,Mhm,Mhm
384,78,2, ,.
385,79,0, ,...
386,79,1,But,But
387,79,2,like,like
388,79,3,I'm,I'm
389,79,4,not,not
390,79,5, ,...
391,79,6,homesick,homesick
392,79,7,at,at
393,79,8,all,all
394,79,9, ,.
395,80,0,Like,Like
396,80,1,I'm,I'm
397,80,2, ,..
398,80,3,perfectly,perfectly
399,80,4, ,","
400,81,0, ,...
401,81,1,happy,happy
402,81,2,up,up
403,81,3,here,here
404,81,4, ,.
405,82,0, ,...
406,82,1,Yeah,Yeah
407,82,2, ,.
408,83,0, ,...
409,83,1,Plus,Plus
410,83,2,it's,it's
411,83,3,such,such
412,83,4,a,a
413,83,5,pain,pai:n
414,83,6,to,to
415,83,7,drive,drive
416,83,8,home,home
417,83,9, ,.
418,84,0, ,..
419,84,1,Four,Four
420,84,2,hours,hours
421,84,3,or,or
422,84,4,whatever,whatever
423,84,5, ,?
424,85,0, ,...
425,85,1,Mhm,Mhm
426,85,2, ,.
427,86,0, ,...
428,87,0, ,...
429,88,0, ,...
430,88,1, ,:
431,89,0, ,...
432,89,1, ,...
433,89,2, ,:
434,90,0, ,...
435,90,1,This,This
436,90,2,on,on
437,90,3,the,the
438,90,4,bread,bread
439,90,5, ,.
440,91,0, ,...
441,91,1,It's,It's
442,91,2,good,good
443,91,3, ,.
444,92,0, ,...
445,93,0, ,...
446,93,1,We,We
447,93,2,have,have
448,93,3,so,so
449,93,4,many,many
450,93,5,plates,plates
451,93,6, ,.
452,94,0,These,These
453,94,1,are,are
454,94,2,such,such
455,94,3,awesome,awesome
456,94,4,cups,cups
457,94,5, ,","
458,95,0,where,where
459,95,1,do,do
460,95,2,you,you
461,95,3,think,think
462,95,4,they,they
463,95,5,got,got
464,95,6,them,them
465,95,7, ,.
466,96,0, ,...
467,96,1,I,I
468,96,2,have,have
469,96,3,no,no:
470,96,4,idea,idea
471,96,5, ,.
472,97,0, ,...
473,97,1,I,I
474,97,2,love,love
475,97,3,em,em
476,97,4,though,though
477,97,5, ,.
478,98,0,I,I
479,98,1,totally,total[ly
480,98,2,would,|would]
481,98,3, ,","
482,99,0, ,[
483,99,1,They're,|They're
484,99,2,so,|so]:
485,99,3,awesome,awe[2some
486,99,4, ,|2]
487,99,5, ,.
488,100,0,I,[2I
489,100,1,would,|2would]
490,100,2,use,use
491,100,3,that,that
492,100,4, ,","
493,101,0, ,..
494,101,1,all,all:
495,101,2,the,the
496,101,3,time,time
497,101,4, ,.
498,102,0,And,And
499,102,1,I,I
500,102,2,really,really
501,102,3,try,try
502,102,4,hard,hard
503,102,5,not,not
504,102,6,to,to
505,102,7,lose,lose
506,102,8,it,it
507,102,9,too,@too
508,102,10, ,@
509,102,11, ,.
510,103,0, ,...
511,103,1,This,This
512,103,2,is,is
513,103,3,cute,cute
514,103,4, ,.
515,104,0,who,who
516,104,1,brought,brought
517,104,2,this,this
518,104,3, ,.
519,105,0, ,...
520,105,1,I,I
521,105,2,did,did
522,105,3, ,.
523,106,0, ,...
524,106,1,Oh,Oh
525,106,2,really,really
526,106,3, ,?
527,107,0, ,...
528,107,1,Oh,Oh
529,107,2,yeah,yeah
530,107,3, ,.
531,108,0,I,I
532,108,1,think,think
533,108,2,I,I
534,108,3,remember,remember
535,108,4,unpacking,unpacking
536,108,5,it,it
537,108,6, ,@
538,108,7, ,.
539,109,0, ,...
540,109,1, ,@@
541,110,0, ,...
542,110,1, ,@@
543,111,0,It's,It's
544,111,1,not,not
545,111,2,really,really
546,111,3,for,for
547,111,4,sugar,sugar
548,111,5,but,but
549,111,6, ,.
550,112,0, ,...
551,112,1,That's,That's
552,112,2,okay,okay
553,112,3, ,.
554,113,0,It's,It's
555,113,1, ,..
556,113,2,basically,basically
557,113,3,for,for
558,113,4,cream,crea:m
559,113,5, ,?
560,114,0, ,...
561,114,1,I,I
562,114,2,won't,won't
563,114,3,tell,tell
564,114,4, ,.
565,115,0,Just,Just
566,115,1,as,as
567,115,2,long,long
568,115,3,as,as
569,115,4,it's,it's
570,115,5,something,something
571,115,6,white,white
572,115,7, ,.
573,116,0, ,..
574,116,1,Whoops,Whoops
575,116,2, ,.
576,117,0, ,...
577,117,1,What'd,[What'd
578,117,2,you,|you
579,117,3,have,|have
580,117,4,for,|for
581,117,5,dinner,|dinner
582,117,6, ,?
583,118,0,Oh,[#Oh
584,118,1,yeah,|#yeah
585,118,2,it's,|#it's
586,118,3,a,|#a
587,118,4,good,|#good
588,118,5,flour,|#flour]
589,118,6, ,.
590,119,0, ,|..
591,119,1,Oh,|Oh
592,119,2,you,|you
593,119,3,made,|made]
594,119,4, ,...
595,119,5,pasta,pasta
596,119,6, ,.
597,120,0, ,...
598,120,1,Yeah,Yeah
599,120,2, ,","
600,121,0,and,and
601,121,1,then,then
602,121,2,we,we
603,121,3,went,went
604,121,4,to,to
605,121,5,Hank's,Hank's
606,121,6,where,where
607,121,7,we,we
608,121,8,made,made
609,121,9, ,","
610,122,0, ,...
611,122,1,chicken,chicken
612,122,2,sandwiches,sandwiches
613,122,3, ,?
614,123,0, ,...
615,123,1,And,And
616,123,2,then,then
617,123,3,we,we
618,123,4,had,had
619,123,5, ,..
620,123,6,free,free
621,123,7,ice,ice
622,123,8,cream,cream
623,123,9,out,out
624,123,10,on,on
625,123,11,the,the
626,123,12, ,...
627,123,13,quad,quad
628,123,14, ,.
629,124,0, ,...
630,124,1,Oh,Oh
631,124,2,was,was
632,124,3,there,there
633,124,4,free,free
634,124,5,ice,ice
635,124,6,cre,cre-
636,124,7, ,--
637,125,0,Did,Did
638,125,1,you,you
639,125,2,see,see
640,125,3,anybody,anybody
641,125,4, ,?
642,126,0, ,...
643,126,1,Na,Na
644,126,2, ,.
645,127,0, ,...
646,127,1,I,I
647,127,2,saw,saw
648,127,3,that,that
649,127,4,girl,girl
650,127,5, ,","
651,128,0, ,..
652,128,1,Amanda,Amanda
653,128,2, ,?
654,129,0,That,That
655,129,1,lived,lived
656,129,2,on,on
657,129,3,our,our
658,129,4,floor,floor
659,129,5, ,","
660,130,0, ,...
661,130,1,the,the
662,130,2,one,one
663,130,3,with,with
664,130,4,the,the
665,130,5,weird,weird
666,130,6,laugh,laugh
667,130,7, ,","
668,131,0, ,...
669,131,1,She,She
670,131,2,got,[got
671,131,3,a,|a]
672,131,4,birthmark,birthmark
673,131,5,on,on
674,131,6,her,her
675,131,7,face,fa:ce
676,131,8, ,","
677,132,0,Mm,[Mm]
678,132,1, ,.
679,133,0,like,like
680,133,1,a,a
681,133,2,stain,stai:n
682,133,3,colored,colored
683,133,4,birthmark,[2birthmark]
684,133,5, ,","
685,134,0, ,[2
686,134,1,Oh,|2Oh]
687,134,2,yeah,yeah
688,134,3, ,.
689,135,0, ,...
690,135,1,And,And
691,135,2,then,then
692,135,3,I,[3I
693,135,4,th,|3th-]
694,135,5, ,--
695,136,0,No,[3No
696,136,1,she,|3she
697,136,2,used,|3u]:sed
698,136,3,to,to
699,136,4,be,be
700,136,5,on,on
701,136,6,our,our
702,136,7,floor,floor
703,136,8, ,.
704,137,0,She,She
705,137,1,moved,[4#moved]
706,137,2, ,--
707,138,0,Yeah,[4Yeah]
708,138,1, ,.
709,139,0, ,..
710,139,1,Yeah,Yeah
711,139,2, ,.
712,140,0,Used,[Used
713,140,1,to,|to
714,140,2,be,|be]
715,140,3, ,","
716,141,0,The,[The
717,141,1,weird,|weird
718,141,2,weird,|weird]
719,141,3,one,one
720,141,4, ,.
721,142,0,She,She
722,142,1,went,[2went
723,142,2,out,|2out
724,142,3,with,|2with]
725,142,4,Tom,~Tom
726,142,5,Engle,~Engle
727,142,6, ,.
728,143,0,Yeah,[2Yeah]
729,143,1, ,.
730,144,0, ,...
731,144,1,That's,That's
732,144,2,right,right
733,144,3, ,.
734,145,0,Yeah,Yeah
735,145,1, ,","
736,146,0,he,he
737,146,1,was,was
738,146,2,in,in
739,146,3,their,their
740,146,4,room,room
741,146,5, ,.
742,147,0, ,...
743,147,1,And,And
744,147,2,that,that
745,147,3,girl,girl
746,147,4,Laura,Laura
747,147,5, ,.
748,148,0, ,..
749,148,1,Lara,Lara
750,148,2, ,","
751,149,0, ,..
752,149,1,from,from
753,149,2,New,New
754,149,3,Jersey,Jersey
755,149,4, ,","
756,150,0, ,...
757,150,1,Which,Which
758,150,2, ,","
759,151,0,that,that
760,151,1,was,was
761,151,2,in,in
762,151,3,their,their
763,151,4,room,room
764,151,5,too,too
765,151,6, ,?
766,152,0,The,The
767,152,1,triple,triple
768,152,2, ,?
769,153,0,Oh,Oh:
770,153,1,no,no:
771,153,2, ,.
772,154,0,I,I
773,154,1,hate,hate
774,154,2, ,...
775,154,3,bugs,bugs
776,154,4, ,.
777,155,0, ,[:]
778,156,0,That's,[That's]
779,156,1,just,just
780,156,2,a,a
781,156,3, ,...
782,156,4,fly,fly
783,156,5, ,.
784,157,0,Um,%U:m
785,157,1, ,","
786,158,0, ,...
787,158,1,the,the
788,158,2,other,other
789,158,3,girl,girl
790,158,4,that,that
791,158,5,was,was
792,158,6,in,in
793,158,7,the,[the]
794,158,8, ,","
795,159,0,Here,[Here]
796,159,1, ,.
797,160,0,in,in
798,160,1,Sharon's,Sharon's
799,160,2,triple,triple
800,160,3, ,.
801,161,0, ,...
802,161,1,Lara,Lara
803,161,2, ,?
804,162,0,From,From
805,162,1, ,","
806,163,0, ,...
807,163,1,Newark,Newark
808,163,2, ,?
809,164,0, ,..
810,164,1,New,New
811,164,2,Jersey,[Jersey]
812,164,3, ,","
813,165,0,Oh,[Oh
814,165,1,yeah,|yeah]:
815,165,2, ,.
816,166,0, ,...
817,166,1,But,But
818,166,2,they,[2they
819,166,3,live,|2live
820,166,4,in,|2in
821,166,5,that,|2that
822,166,6, ,--
823,167,0,Didn't,[2Didn't
824,167,1,see,|2see
825,167,2,them,|2them
826,167,3,around,|2around
827,167,4,there,|2there
828,167,5,last,|2last
829,167,6,year,|2year]
830,167,7, ,","
831,168,0, ,|2..
832,168,1,They,|2They
833,168,2,live,|2live
834,168,3,in,|2in
835,168,4,that,|2that2]
836,168,5,Redstone,Redsto:ne
837,168,6, ,..
838,168,7,SAFE,SAFE
839,168,8,House,House
840,168,9, ,.
841,169,0, ,..
842,169,1,Oh,Oh
843,169,2, ,.
844,170,0, ,...
845,170,1,That's,That's
846,170,2,why,why
847,170,3, ,.
