docId,unitId,unitStart,unitEnd,sequence,participant,order,transcript,text,POS_dft,kind,endNote,corpusSeq,tokenSeq,place,negPlace,turnOrder,pSentOrder,turnSeq,pSentSeq,unitStartSkipPause,unitDur,unitDurSkipPause
sbc034,1,0.000,4.475,1,>ENV;,1,((DOOR_OPENING_AND_CLOSING)),((DOOR_OPENING_AND_CLOSING)),X,Action,"",249196,1,,,1,1,1,1,0.000,4.475,4.475
sbc034,205,273.624,276.966,205,KAREN;,6,(.),(.),X,Pause,"",250485,1290,,,6,4,59,80,273.919,3.342,3.047
sbc034,205,273.624,276.966,205,KAREN;,7,plug,plug,VERB,Word,"",250486,1291,5,2,7,5,59,80,273.919,3.342,3.047
sbc034,205,273.624,276.966,205,KAREN;,8,into,into,ADP,Word,"",250487,1292,6,1,8,6,59,80,273.919,3.342,3.047
sbc034,205,273.624,276.966,205,KAREN;,9,?,?,PUNCT,EndNote,appeal,250488,1293,,,9,7,59,80,273.919,3.342,3.047
sbc034,206,275.606,276.116,206,SCOTT;,1,[##,##,PROPN,"","",250490,1295,,,1,9,60,81,275.606,0.510,0.510
sbc034,206,275.606,276.116,206,SCOTT;,2,##],##,PROPN,"","",250491,1296,,,2,10,60,81,275.606,0.510,0.510
sbc034,206,275.606,276.116,206,SCOTT;,3,—,—,PUNCT,EndNote,break,250492,1297,,,3,1,60,81,275.606,0.510,0.510
sbc034,207,276.996,278.695,207,SCOTT;,1,[2Plug,Plug,X,Word,"",250494,1299,1,7,5,3,60,81,276.996,1.699,1.699
sbc034,207,276.996,278.695,207,SCOTT;,2,in],in,PROPN,Word,"",250495,1300,2,6,6,4,60,81,276.996,1.699,1.699
sbc034,207,276.996,278.695,207,SCOTT;,3,to,to,PART,Word,"",250496,1301,3,5,7,5,60,81,276.996,1.699,1.699
sbc034,207,276.996,278.695,207,SCOTT;,4,get,get,AUX,Word,"",250497,1302,4,4,8,6,60,81,276.996,1.699,1.699
sbc034,207,276.996,278.695,207,SCOTT;,5,email,email,NOUN,Word,"",250498,1303,5,3,9,7,60,81,276.996,1.699,1.699
sbc034,207,276.996,278.695,207,SCOTT;,6,and,and,CCONJ,Word,"",250499,1304,6,2,10,8,60,81,276.996,1.699,1.699
sbc034,207,276.996,278.695,207,SCOTT;,7,stuff,stuff,NOUN,Word,"",250500,1305,7,1,11,9,60,81,276.996,1.699,1.699
sbc034,207,276.996,278.695,207,SCOTT;,8,.,.,PUNCT,EndNote,final,250501,1306,,,12,10,60,81,276.996,1.699,1.699
sbc034,208,277.104,277.418,208,KAREN;,1,[2#or],or,X,Word,"",250503,1308,1,1,1,12,61,82,277.104,0.314,0.314
sbc034,208,277.104,277.418,208,KAREN;,2,—,—,PUNCT,EndNote,break,250504,1309,,,2,13,61,82,277.104,0.314,0.314
sbc034,209,278.695,280.286,209,KAREN;,1,(.),(.),X,Pause,"",250506,1311,,,4,2,61,82,278.845,1.591,1.441
sbc034,209,278.695,280.286,209,KAREN;,2,<VOX,<VOX,X,Tag,"",250507,1312,,,5,3,61,82,278.845,1.591,1.441
sbc034,209,278.695,280.286,209,KAREN;,3,Aw:,Aw,PROPN,Word,"",250508,1313,1,1,6,4,61,82,278.845,1.591,1.441
sbc034,209,278.695,280.286,209,KAREN;,4,VOX>,VOX>,X,Tag,"",250509,1314,,,7,5,61,82,278.845,1.591,1.441
sbc034,209,278.695,280.286,209,KAREN;,5,(Hx),(Hx),X,Vocalism,"",250510,1315,,,8,6,61,82,278.845,1.591,1.441
sbc034,209,278.695,280.286,209,KAREN;,6,.,.,PUNCT,EndNote,final,250511,1316,,,9,7,61,82,278.845,1.591,1.441
sbc034,210,280.286,281.177,210,SCOTT;,1,(...),(...),X,Pause,"",250513,1318,,,1,9,62,83,280.786,0.891,0.391
sbc034,210,280.286,281.177,210,SCOTT;,2,And,And,CCONJ,Word,"",250514,1319,1,3,2,10,62,83,280.786,0.891,0.391
sbc034,210,280.286,281.177,210,SCOTT;,3,I,I,PRON,Word,"",250515,1320,2,2,3,1,62,83,280.786,0.891,0.391
sbc034,210,280.286,281.177,210,SCOTT;,4,also,also,ADV,Word,"",250516,1321,3,1,4,2,62,83,280.786,0.891,0.391
sbc034,210,280.286,281.177,210,SCOTT;,5,",",",",PUNCT,EndNote,continuing,250517,1322,,,5,3,62,83,280.786,0.891,0.391
sbc034,211,281.177,282.577,211,SCOTT;,1,(...),(...),X,Pause,"",250519,1324,,,7,5,62,83,281.677,1.400,0.900
sbc034,211,281.177,282.577,211,SCOTT;,2,fiddled,fiddled,VERB,Word,"",250520,1325,1,3,8,6,62,83,281.677,1.400,0.900
sbc034,211,281.177,282.577,211,SCOTT;,3,around,around,ADV,Word,"",250521,1326,2,2,9,7,62,83,281.677,1.400,0.900
sbc034,211,281.177,282.577,211,SCOTT;,4,and,and,CCONJ,Word,"",250522,1327,3,1,10,8,62,83,281.677,1.400,0.900
sbc034,211,281.177,282.577,211,SCOTT;,5,",",",",PUNCT,EndNote,continuing,250523,1328,,,11,9,62,83,281.677,1.400,0.900
sbc034,212,282.577,285.774,212,SCOTT;,1,figured,figured,VERB,Word,"",250525,1330,1,14,13,11,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,2,out,out,ADP,Word,"",250526,1331,2,13,14,12,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,3,how,how,ADV,Word,"",250527,1332,3,12,15,13,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,4,I,I,PRON,Word,"",250528,1333,4,11,16,14,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,5,can,can,VERB,Word,"",250529,1334,5,10,17,15,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,6,get,get,AUX,Word,"",250530,1335,6,9,18,16,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,7,(.),(.),X,Pause,"",250531,1336,,,19,17,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,8,things,things,NOUN,Word,"",250532,1337,7,8,20,18,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,9,to,to,PART,Word,"",250533,1338,8,7,21,19,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,10,print,print,VERB,Word,"",250534,1339,9,6,22,20,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,11,out,out,ADP,Word,"",250535,1340,10,5,23,21,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,12,two,two,NUM,Word,"",250536,1341,11,4,24,22,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,13,on,on,ADP,Word,"",250537,1342,12,3,25,23,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,14,a,a,DET,Word,"",250538,1343,13,2,26,24,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,15,page,page,NOUN,Word,"",250539,1344,14,1,27,25,62,83,282.577,3.197,3.197
sbc034,212,282.577,285.774,212,SCOTT;,16,.,.,PUNCT,EndNote,final,250540,1345,,,28,26,62,83,282.577,3.197,3.197
sbc034,213,285.774,287.475,213,KAREN;,1,Oo:,Oo,PROPN,Word,"",250542,1347,1,1,1,28,63,84,285.774,1.701,1.701
sbc034,213,285.774,287.475,213,KAREN;,2,.,.,PUNCT,EndNote,final,250543,1348,,,2,29,63,84,285.774,1.701,1.701
sbc034,214,287.475,289.460,214,SCOTT;,1,(...),(...),X,Pause,"",250545,1350,,,1,2,64,85,287.975,1.985,1.485
sbc034,214,287.475,289.460,214,SCOTT;,2,S–,S,NOUN,Word,"",250546,1351,1,5,2,3,64,85,287.975,1.985,1.485
sbc034,214,287.475,289.460,214,SCOTT;,3,take,take,VERB,Word,"",250547,1352,2,4,3,1,64,85,287.975,1.985,1.485
sbc034,214,287.475,289.460,214,SCOTT;,4,up,up,ADP,Word,"",250548,1353,3,3,4,2,64,85,287.975,1.985,1.485
sbc034,214,287.475,289.460,214,SCOTT;,5,less,less,ADJ,Word,"",250549,1354,4,2,5,3,64,85,287.975,1.985,1.485
sbc034,214,287.475,289.460,214,SCOTT;,6,paper,paper,NOUN,Word,"",250550,1355,5,1,6,4,64,85,287.975,1.985,1.485
sbc034,214,287.475,289.460,214,SCOTT;,7,?,?,PUNCT,EndNote,appeal,250551,1356,,,7,5,64,85,287.975,1.985,1.485
sbc034,215,289.460,290.526,215,KAREN;,1,(...),(...),X,Pause,"",250553,1358,,,1,7,65,86,289.960,1.066,0.566
sbc034,215,289.460,290.526,215,KAREN;,2,Unhunh,Unhunh,PROPN,Word,"",250554,1359,1,1,2,8,65,86,289.960,1.066,0.566
sbc034,215,289.460,290.526,215,KAREN;,3,?,?,PUNCT,EndNote,appeal,250555,1360,,,3,1,65,86,289.960,1.066,0.566
sbc034,216,290.526,292.438,216,SCOTT;,1,(...),(...),X,Pause,"",250557,1362,,,1,3,66,87,291.026,1.912,1.412
sbc034,216,290.526,292.438,216,SCOTT;,2,You,You,PRON,Word,"",250558,1363,1,5,2,4,66,87,291.026,1.912,1.412
sbc034,216,290.526,292.438,216,SCOTT;,3,need,need,VERB,Word,"",250559,1364,2,4,3,1,66,87,291.026,1.912,1.412
sbc034,216,290.526,292.438,216,SCOTT;,4,a,a,DET,Word,"",250560,1365,3,3,4,2,66,87,291.026,1.912,1.412
sbc034,216,290.526,292.438,216,SCOTT;,5,magnifying,magnifying,VERB,Word,"",250561,1366,4,2,5,3,66,87,291.026,1.912,1.412
sbc034,216,290.526,292.438,216,SCOTT;,6,glass,glass,NOUN,Word,"",250562,1367,5,1,6,4,66,87,291.026,1.912,1.412
sbc034,216,290.526,292.438,216,SCOTT;,7,",",",",PUNCT,EndNote,continuing,250563,1368,,,7,5,66,87,291.026,1.912,1.412
sbc034,217,292.438,292.697,217,SCOTT;,1,but,but,CCONJ,Word,"",250565,1370,1,1,9,7,66,87,292.438,0.259,0.259
sbc034,217,292.438,292.697,217,SCOTT;,2,",",",",PUNCT,EndNote,continuing,250566,1371,,,10,8,66,87,292.438,0.259,0.259
sbc034,218,292.697,293.673,218,KAREN;,1,(.),(.),X,Pause,"",250568,1373,,,1,10,67,88,292.847,0.976,0.826
sbc034,218,292.697,293.673,218,KAREN;,2,No,No,INTJ,Word,"",250569,1374,1,6,2,11,67,88,292.847,0.976,0.826
sbc034,218,292.697,293.673,218,KAREN;,3,I,I,PRON,Word,"",250570,1375,2,5,3,12,67,88,292.847,0.976,0.826
sbc034,218,292.697,293.673,218,KAREN;,4,think,think,VERB,Word,"",250571,1376,3,4,4,13,67,88,292.847,0.976,0.826
sbc034,218,292.697,293.673,218,KAREN;,5,it,it,PRON,Word,"",250572,1377,4,3,5,14,67,88,292.847,0.976,0.826
sbc034,218,292.697,293.673,218,KAREN;,6,'s,'s,AUX,Word,"",250573,1378,5,2,6,15,67,88,292.847,0.976,0.826
sbc034,218,292.697,293.673,218,KAREN;,7,okay,okay,ADJ,Word,"",250574,1379,6,1,7,16,67,88,292.847,0.976,0.826
sbc034,218,292.697,293.673,218,KAREN;,8,.,.,PUNCT,EndNote,final,250575,1380,,,8,17,67,88,292.847,0.976,0.826
sbc034,219,293.673,297.559,219,SCOTT;,1,(...),(...),X,Pause,"",250577,1382,,,1,2,68,87,294.512,3.886,3.047
sbc034,219,293.673,297.559,219,SCOTT;,2,In,In,ADP,Word,"",250578,1383,1,3,2,3,68,87,294.512,3.886,3.047
sbc034,219,293.673,297.559,219,SCOTT;,3,better,better,ADJ,Word,"",250579,1384,2,2,3,4,68,87,294.512,3.886,3.047
sbc034,219,293.673,297.559,219,SCOTT;,4,li:ght,light,PROPN,Word,"",250580,1385,3,1,4,5,68,87,294.512,3.886,3.047
sbc034,219,293.673,297.559,219,SCOTT;,5,.,.,PUNCT,EndNote,final,250581,1386,,,5,6,68,87,294.512,3.886,3.047
sbc034,220,297.559,299.808,220,KAREN;,1,(...),(...),X,Pause,"",250583,1388,,,1,8,69,89,298.059,2.249,1.749
sbc034,220,297.559,299.808,220,KAREN;,2,Yeah,Yeah,INTJ,Word,"",250584,1389,1,7,2,9,69,89,298.059,2.249,1.749
sbc034,220,297.559,299.808,220,KAREN;,3,we,we,PRON,Word,"",250585,1390,2,6,3,1,69,89,298.059,2.249,1.749
sbc034,220,297.559,299.808,220,KAREN;,4,have,have,AUX,Word,"",250586,1391,3,5,4,2,69,89,298.059,2.249,1.749
sbc034,220,297.559,299.808,220,KAREN;,5,to,to,PART,Word,"",250587,1392,4,4,5,3,69,89,298.059,2.249,1.749
sbc034,220,297.559,299.808,220,KAREN;,6,get,get,AUX,Word,"",250588,1393,5,3,6,4,69,89,298.059,2.249,1.749
sbc034,220,297.559,299.808,220,KAREN;,7,a,a,DET,Word,"",250589,1394,6,2,7,5,69,89,298.059,2.249,1.749
sbc034,220,297.559,299.808,220,KAREN;,8,light,light,NOUN,Word,"",250590,1395,7,1,8,6,69,89,298.059,2.249,1.749
sbc034,220,297.559,299.808,220,KAREN;,9,.,.,PUNCT,EndNote,final,250591,1396,,,9,7,69,89,298.059,2.249,1.749
sbc034,221,299.808,300.528,221,KAREN;,1,(...),(...),X,Pause,"",250593,1398,,,11,9,69,90,300.308,0.720,0.220
sbc034,221,299.808,300.528,221,KAREN;,2,Y%,Y,PROPN,Word,"",250594,1399,1,1,12,10,69,90,300.308,0.720,0.220
sbc034,221,299.808,300.528,221,KAREN;,3,(%),(%),X,Vocalism,"",250595,1400,,,13,1,69,90,300.308,0.720,0.220
sbc034,221,299.808,300.528,221,KAREN;,4,—,—,PUNCT,EndNote,break,250596,1401,,,14,2,69,90,300.308,0.720,0.220
sbc034,222,300.528,301.704,222,KAREN;,1,Oo,Oo,INTJ,Word,"",250598,1403,1,10,16,4,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,2,I,I,PRON,Word,"",250599,1404,2,9,17,5,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,3,have,have,AUX,Word,"",250600,1405,3,8,18,6,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,4,to,to,PART,Word,"",250601,1406,4,7,19,7,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,5,go,go,VERB,Word,"",250602,1407,5,6,20,8,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,6,to,to,ADP,Word,"",250603,1408,6,5,21,9,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,7,the,the,DET,Word,"",250604,1409,7,4,22,10,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,8,bathroom,bathroom,NOUN,Word,"",250605,1410,8,3,23,11,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,9,really,really,ADV,Word,"",250606,1411,9,2,24,12,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,10,bad,bad,ADJ,Word,"",250607,1412,10,1,25,13,69,90,300.528,1.176,1.176
sbc034,222,300.528,301.704,222,KAREN;,11,.,.,PUNCT,EndNote,final,250608,1413,,,26,14,69,90,300.528,1.176,1.176
sbc034,223,301.704,302.169,223,KAREN;,1,(.),(.),X,Pause,"",250610,1415,,,28,16,69,91,301.854,0.465,0.315
sbc034,223,301.704,302.169,223,KAREN;,2,[Here],Here,X,Word,"",250611,1416,1,1,29,17,69,91,301.854,0.465,0.315
sbc034,223,301.704,302.169,223,KAREN;,3,.,.,PUNCT,EndNote,final,250612,1417,,,30,1,69,91,301.854,0.465,0.315
sbc034,224,301.995,302.366,224,SCOTT;,1,[O]kay,Okay,PROPN,Word,"",250614,1419,1,1,1,3,70,92,301.995,0.371,0.371
sbc034,224,301.995,302.366,224,SCOTT;,2,.,.,PUNCT,EndNote,final,250615,1420,,,2,4,70,92,301.995,0.371,0.371
sbc034,225,302.366,303.098,225,KAREN;,1,(...),(...),X,Pause,"",250617,1422,,,1,2,71,93,302.866,0.732,0.232
sbc034,225,302.366,303.098,225,KAREN;,2,Take,Take,VERB,Word,"",250618,1423,1,3,2,3,71,93,302.866,0.732,0.232
sbc034,225,302.366,303.098,225,KAREN;,3,this,this,DET,Word,"",250619,1424,2,2,3,1,71,93,302.866,0.732,0.232
sbc034,225,302.366,303.098,225,KAREN;,4,back,back,NOUN,Word,"",250620,1425,3,1,4,2,71,93,302.866,0.732,0.232
sbc034,225,302.366,303.098,225,KAREN;,5,.,.,PUNCT,EndNote,final,250621,1426,,,5,3,71,93,302.866,0.732,0.232
sbc034,226,303.098,303.852,226,KAREN;,1,I,I,PRON,Word,"",250623,1428,1,7,7,5,71,94,303.098,0.754,0.754
sbc034,226,303.098,303.852,226,KAREN;,2,got,got,VERB,Word,"",250624,1429,2,6,8,6,71,94,303.098,0.754,0.754
sbc034,226,303.098,303.852,226,KAREN;,3,ta,ta,PART,Word,"",250625,1430,3,5,9,1,71,94,303.098,0.754,0.754
sbc034,226,303.098,303.852,226,KAREN;,4,take,take,VERB,Word,"",250626,1431,4,4,10,2,71,94,303.098,0.754,0.754
sbc034,226,303.098,303.852,226,KAREN;,5,my,my,DET,Word,"",250627,1432,5,3,11,3,71,94,303.098,0.754,0.754
sbc034,226,303.098,303.852,226,KAREN;,6,sock,sock,NOUN,Word,"",250628,1433,6,2,12,4,71,94,303.098,0.754,0.754
sbc034,226,303.098,303.852,226,KAREN;,7,off,off,ADP,Word,"",250629,1434,7,1,13,5,71,94,303.098,0.754,0.754
sbc034,226,303.098,303.852,226,KAREN;,8,.,.,PUNCT,EndNote,final,250630,1435,,,14,6,71,94,303.098,0.754,0.754
sbc034,227,303.852,306.476,227,KAREN;,1,(...),(...),X,Pause,"",250632,1437,,,16,8,71,95,304.352,2.624,2.124
sbc034,227,303.852,306.476,227,KAREN;,2,Be,Be,AUX,Word,"",250633,1438,1,3,17,9,71,95,304.352,2.624,2.124
sbc034,227,303.852,306.476,227,KAREN;,3,right,right,ADV,Word,"",250634,1439,2,2,18,1,71,95,304.352,2.624,2.124
sbc034,227,303.852,306.476,227,KAREN;,4,back,back,ADV,Word,"",250635,1440,3,1,19,2,71,95,304.352,2.624,2.124
sbc034,227,303.852,306.476,227,KAREN;,5,.,.,PUNCT,EndNote,final,250636,1441,,,20,3,71,95,304.352,2.624,2.124
sbc034,228,306.476,308.148,228,SCOTT;,1,Yes,Yes,INTJ,Word,"",250638,1443,1,5,1,5,72,96,306.476,1.672,1.672
sbc034,228,306.476,308.148,228,SCOTT;,2,lighting,lighting,NOUN,Word,"",250639,1444,2,4,2,6,72,96,306.476,1.672,1.672
sbc034,228,306.476,308.148,228,SCOTT;,3,is,is,AUX,Word,"",250640,1445,3,3,3,1,72,96,306.476,1.672,1.672
sbc034,228,306.476,308.148,228,SCOTT;,4,an,an,DET,Word,"",250641,1446,4,2,4,2,72,96,306.476,1.672,1.672
sbc034,228,306.476,308.148,228,SCOTT;,5,issue,issue,NOUN,Word,"",250642,1447,5,1,5,3,72,96,306.476,1.672,1.672
sbc034,228,306.476,308.148,228,SCOTT;,6,",",",",PUNCT,EndNote,continuing,250643,1448,,,6,4,72,96,306.476,1.672,1.672
sbc034,229,308.148,310.029,229,SCOTT;,1,that,that,DET,Word,"",250645,1450,1,8,8,6,72,96,308.148,1.881,1.881
sbc034,229,308.148,310.029,229,SCOTT;,2,needs,needs,VERB,Word,"",250646,1451,2,7,9,7,72,96,308.148,1.881,1.881
sbc034,229,308.148,310.029,229,SCOTT;,3,to,to,PART,Word,"",250647,1452,3,6,10,8,72,96,308.148,1.881,1.881
sbc034,229,308.148,310.029,229,SCOTT;,4,be,be,AUX,Word,"",250648,1453,4,5,11,9,72,96,308.148,1.881,1.881
sbc034,229,308.148,310.029,229,SCOTT;,5,addressed,addressed,VERB,Word,"",250649,1454,5,4,12,10,72,96,308.148,1.881,1.881
sbc034,229,308.148,310.029,229,SCOTT;,6,in,in,ADP,Word,"",250650,1455,6,3,13,11,72,96,308.148,1.881,1.881
sbc034,229,308.148,310.029,229,SCOTT;,7,this,this,DET,Word,"",250651,1456,7,2,14,12,72,96,308.148,1.881,1.881
sbc034,229,308.148,310.029,229,SCOTT;,8,house[:],house,PROPN,Word,"",250652,1457,8,1,15,13,72,96,308.148,1.881,1.881
sbc034,229,308.148,310.029,229,SCOTT;,9,.,.,PUNCT,EndNote,final,250653,1458,,,16,14,72,96,308.148,1.881,1.881
sbc034,230,309.727,310.642,230,KAREN;,1,[@@],@@,X,Laugh,"",250655,1460,,,1,16,73,97,309.727,0.915,0.915
sbc034,230,309.727,310.642,230,KAREN;,2,@@@,@@@,X,Laugh,"",250656,1461,,,2,17,73,97,309.727,0.915,0.915
sbc034,231,310.642,313.812,231,KAREN;,1,(H),(H),X,Vocalism,"",250658,1463,,,4,2,73,97,310.642,3.170,3.170
sbc034,231,310.642,313.812,231,KAREN;,2,(...),(...),X,Pause,"",250659,1464,,,5,3,73,97,310.642,3.170,3.170
sbc034,231,310.642,313.812,231,KAREN;,3,So:,So,PROPN,Word,"",250660,1465,1,1,6,4,73,97,310.642,3.170,3.170
sbc034,231,310.642,313.812,231,KAREN;,4,",",",",PUNCT,EndNote,continuing,250661,1466,,,7,5,73,97,310.642,3.170,3.170
sbc034,232,313.812,315.333,232,KAREN;,1,(.),(.),X,Pause,"",250663,1468,,,9,7,73,97,313.962,1.521,1.371
sbc034,232,313.812,315.333,232,KAREN;,2,it,it,PRON,Word,"",250664,1469,1,7,10,8,73,97,313.962,1.521,1.371
sbc034,232,313.812,315.333,232,KAREN;,3,seems,seems,VERB,Word,"",250665,1470,2,6,11,9,73,97,313.962,1.521,1.371
sbc034,232,313.812,315.333,232,KAREN;,4,like,like,SCONJ,Word,"",250666,1471,3,5,12,10,73,97,313.962,1.521,1.371
sbc034,232,313.812,315.333,232,KAREN;,5,a,a,DET,Word,"",250667,1472,4,4,13,11,73,97,313.962,1.521,1.371
sbc034,232,313.812,315.333,232,KAREN;,6,fairly,fairly,ADV,Word,"",250668,1473,5,3,14,12,73,97,313.962,1.521,1.371
sbc034,232,313.812,315.333,232,KAREN;,7,basic,basic,ADJ,Word,"",250669,1474,6,2,15,13,73,97,313.962,1.521,1.371
sbc034,232,313.812,315.333,232,KAREN;,8,one,one,NOUN,Word,"",250670,1475,7,1,16,14,73,97,313.962,1.521,1.371
sbc034,232,313.812,315.333,232,KAREN;,9,.,.,PUNCT,EndNote,final,250671,1476,,,17,15,73,97,313.962,1.521,1.371
sbc034,233,315.333,317.387,233,KAREN;,1,(.),(.),X,Pause,"",250673,1478,,,19,17,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,2,That,That,SCONJ,Word,"",250674,1479,1,6,20,18,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,3,we,we,PRON,Word,"",250675,1480,2,5,21,1,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,4,could,could,VERB,Word,"",250676,1481,3,4,22,2,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,5,address,address,VERB,Word,"",250677,1482,4,3,23,3,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,6,fairly,fairly,ADV,Word,"",250678,1483,5,2,24,4,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,7,(.),(.),X,Pause,"",250679,1484,,,25,5,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,8,easily,easily,ADV,Word,"",250680,1485,6,1,26,6,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,9,(%),(%),X,Vocalism,"",250681,1486,,,27,7,73,98,315.483,2.054,1.904
sbc034,233,315.333,317.387,233,KAREN;,10,",",",",PUNCT,EndNote,continuing,250682,1487,,,28,8,73,98,315.483,2.054,1.904
sbc034,234,317.387,319.140,234,KAREN;,1,%I,I,NOUN,Word,"",250684,1489,1,10,30,10,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,2,was,was,AUX,Word,"",250685,1490,2,9,31,11,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,3,thinking,thinking,VERB,Word,"",250686,1491,3,8,32,12,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,4,we,we,PRON,Word,"",250687,1492,4,7,33,13,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,5,should,should,VERB,Word,"",250688,1493,5,6,34,14,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,6,walk,walk,VERB,Word,"",250689,1494,6,5,35,15,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,7,down,down,ADV,Word,"",250690,1495,7,4,36,16,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,8,sometime,sometime,ADV,Word,"",250691,1496,8,3,37,17,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,9,to,to,ADP,Word,"",250692,1497,9,2,38,18,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,10,h–,h,X,Word,"",250693,1498,10,1,39,19,73,98,317.387,1.753,1.753
sbc034,234,317.387,319.140,234,KAREN;,11,—,—,PUNCT,EndNote,break,250694,1499,,,40,20,73,98,317.387,1.753,1.753
sbc034,235,319.140,320.510,235,KAREN;,1,(H),(H),X,Vocalism,"",250696,1501,,,42,22,73,98,319.140,1.370,1.370
sbc034,235,319.140,320.510,235,KAREN;,2,(.),(.),X,Pause,"",250697,1502,,,43,23,73,98,319.140,1.370,1.370
sbc034,235,319.140,320.510,235,KAREN;,3,to,to,ADP,Word,"",250698,1503,1,3,44,24,73,98,319.140,1.370,1.370
sbc034,235,319.140,320.510,235,KAREN;,4,the,the,DET,Word,"",250699,1504,2,2,45,25,73,98,319.140,1.370,1.370
sbc034,235,319.140,320.510,235,KAREN;,5,umm,umm,PROPN,Word,"",250700,1505,3,1,46,26,73,98,319.140,1.370,1.370
sbc034,235,319.140,320.510,235,KAREN;,6,",",",",PUNCT,EndNote,continuing,250701,1506,,,47,27,73,98,319.140,1.370,1.370
sbc034,236,320.510,322.645,236,KAREN;,1,(...),(...),X,Pause,"",250703,1508,,,49,29,73,98,321.010,2.135,1.635
sbc034,236,320.510,322.645,236,KAREN;,2,(TSK),(TSK),X,Vocalism,"",250704,1509,,,50,30,73,98,321.010,2.135,1.635
sbc034,236,320.510,322.645,236,KAREN;,3,(Hx),(Hx),X,Vocalism,"",250705,1510,,,51,31,73,98,321.010,2.135,1.635
sbc034,236,320.510,322.645,236,KAREN;,4,eeya,eeya,PROPN,Word,"",250706,1511,1,3,52,32,73,98,321.010,2.135,1.635
sbc034,236,320.510,322.645,236,KAREN;,5,eeya,eeya,PROPN,Word,"",250707,1512,2,2,53,33,73,98,321.010,2.135,1.635
sbc034,236,320.510,322.645,236,KAREN;,6,eeya,eeya,PROPN,Word,"",250708,1513,3,1,54,34,73,98,321.010,2.135,1.635
sbc034,236,320.510,322.645,236,KAREN;,7,",",",",PUNCT,EndNote,continuing,250709,1514,,,55,35,73,98,321.010,2.135,1.635
sbc034,237,322.645,323.941,237,KAREN;,1,(H),(H),X,Vocalism,"",250711,1516,,,57,37,73,98,322.645,1.296,1.296
sbc034,237,322.645,323.941,237,KAREN;,2,(.),(.),X,Pause,"",250712,1517,,,58,38,73,98,322.645,1.296,1.296
sbc034,237,322.645,323.941,237,KAREN;,3,to,to,ADP,Word,"",250713,1518,1,4,59,39,73,98,322.645,1.296,1.296
