docId,unitId,unitStart,unitEnd,sequence,participant,order,transcript,text,POS_dft,kind,endNote,corpusSeq,tokenSeq,place,negPlace,turnOrder,pSentOrder,turnSeq,pSentSeq,unitStartSkipPause,unitDur,unitDurSkipPause
sbc034,1,0.000,4.475,1,>ENV;,1,((DOOR_OPENING_AND_CLOSING)),((DOOR_OPENING_AND_CLOSING)),X,Action,"",249196,1,,,1,1,1,1,0.000,4.475,4.475
sbc034,2,4.475,5.077,2,KAREN;,1,Hi,Hi,INTJ,Word,"",249198,3,1,2,1,3,2,2,4.475,0.602,0.602
sbc034,2,4.475,5.077,2,KAREN;,2,sweetie,sweetie,NOUN,Word,"",249199,4,2,1,2,4,2,2,4.475,0.602,0.602
sbc034,2,4.475,5.077,2,KAREN;,3,.,.,PUNCT,EndNote,final,249200,5,,,3,5,2,2,4.475,0.602,0.602
sbc034,3,5.077,5.908,3,SCOTT;,1,(...),(...),X,Pause,"",249202,7,,,1,1,3,3,5.577,0.831,0.331
sbc034,3,5.077,5.908,3,SCOTT;,2,Hey,Hey,INTJ,Word,"",249203,8,1,1,2,2,3,3,5.577,0.831,0.331
sbc034,3,5.077,5.908,3,SCOTT;,3,.,.,PUNCT,EndNote,final,249204,9,,,3,3,3,3,5.577,0.831,0.331
sbc034,4,5.908,6.489,4,SCOTT;,1,(.),(.),X,Pause,"",249206,11,,,5,1,3,4,6.058,0.581,0.431
sbc034,4,5.908,6.489,4,SCOTT;,2,(AHEM),(AHEM),X,Vocalism,"",249207,12,,,6,2,3,4,6.058,0.581,0.431
sbc034,5,6.489,7.630,5,KAREN;,1,#Sweetie,Sweetie,PROPN,Word,"",249209,14,1,2,1,4,4,5,6.489,1.141,1.141
sbc034,5,6.489,7.630,5,KAREN;,2,#frumptions,frumptions,NOUN,Word,"",249210,15,2,1,2,1,4,5,6.489,1.141,1.141
sbc034,5,6.489,7.630,5,KAREN;,3,.,.,PUNCT,EndNote,final,249211,16,,,3,2,4,5,6.489,1.141,1.141
sbc034,6,7.630,10.399,6,KAREN;,1,(...),(...),X,Pause,"",249213,18,,,5,4,4,6,8.130,2.769,2.269
sbc034,6,7.630,10.399,6,KAREN;,2,This,This,DET,Word,"",249214,19,1,4,6,5,4,6,8.130,2.769,2.269
sbc034,6,7.630,10.399,6,KAREN;,3,is,is,AUX,Word,"",249215,20,2,3,7,6,4,6,8.130,2.769,2.269
sbc034,6,7.630,10.399,6,KAREN;,4,kinda,kinda,ADV,Word,"",249216,21,3,2,8,7,4,6,8.130,2.769,2.269
sbc034,6,7.630,10.399,6,KAREN;,5,open,open,ADJ,Word,"",249217,22,4,1,9,1,4,6,8.130,2.769,2.269
sbc034,6,7.630,10.399,6,KAREN;,6,.,.,PUNCT,EndNote,final,249218,23,,,10,2,4,6,8.130,2.769,2.269
sbc034,7,10.399,11.071,7,SCOTT;,1,(...),(...),X,Pause,"",249220,25,,,1,4,5,4,10.899,0.672,0.172
sbc034,7,10.399,11.071,7,SCOTT;,2,Yep,Yep,INTJ,Word,"",249221,26,1,1,2,1,5,4,10.899,0.672,0.172
sbc034,7,10.399,11.071,7,SCOTT;,3,.,.,PUNCT,EndNote,final,249222,27,,,3,2,5,4,10.899,0.672,0.172
sbc034,8,11.071,12.008,8,SCOTT;,1,(...),(...),X,Pause,"",249224,29,,,5,4,5,7,11.571,0.937,0.437
sbc034,8,11.071,12.008,8,SCOTT;,2,How,How,ADV,Word,"",249225,30,1,3,6,5,5,7,11.571,0.937,0.437
sbc034,8,11.071,12.008,8,SCOTT;,3,was,was,AUX,Word,"",249226,31,2,2,7,6,5,7,11.571,0.937,0.437
sbc034,8,11.071,12.008,8,SCOTT;,4,work,work,NOUN,Word,"",249227,32,3,1,8,7,5,7,11.571,0.937,0.437
sbc034,8,11.071,12.008,8,SCOTT;,5,?,?,PUNCT,EndNote,appeal,249228,33,,,9,1,5,7,11.571,0.937,0.437
sbc034,9,12.008,13.158,9,>ENV;,1,((CLOSET)),((CLOSET)),X,Action,"",249230,35,,,1,3,6,1,12.008,1.150,1.150
sbc034,10,13.158,13.889,10,KAREN;,1,I,I,PRON,Word,"",249232,37,1,4,1,5,7,8,13.158,0.731,0.731
sbc034,10,13.158,13.889,10,KAREN;,2,'m,'m,AUX,Word,"",249233,38,2,3,2,6,7,8,13.158,0.731,0.731
sbc034,10,13.158,13.889,10,KAREN;,3,so,so,ADV,Word,"",249234,39,3,2,3,1,7,8,13.158,0.731,0.731
sbc034,10,13.158,13.889,10,KAREN;,4,tired,tired,ADJ,Word,"",249235,40,4,1,4,2,7,8,13.158,0.731,0.731
sbc034,10,13.158,13.889,10,KAREN;,5,.,.,PUNCT,EndNote,final,249236,41,,,5,3,7,8,13.158,0.731,0.731
sbc034,11,13.889,15.155,11,SCOTT;,1,(...),(...),X,Pause,"",249238,43,,,1,5,8,9,14.389,1.266,0.766
sbc034,11,13.889,15.155,11,SCOTT;,2,Ti:red,Tired,NOUN,Word,"",249239,44,1,1,2,6,8,9,14.389,1.266,0.766
sbc034,11,13.889,15.155,11,SCOTT;,3,.,.,PUNCT,EndNote,final,249240,45,,,3,1,8,9,14.389,1.266,0.766
sbc034,12,15.155,15.743,12,KAREN;,1,It,It,PRON,Word,"",249242,47,1,2,1,3,9,10,15.155,0.588,0.588
sbc034,12,15.155,15.743,12,KAREN;,2,was,was,AUX,Word,"",249243,48,2,1,2,4,9,10,15.155,0.588,0.588
sbc034,12,15.155,15.743,12,KAREN;,3,(%),(%),X,Vocalism,"",249244,49,,,3,1,9,10,15.155,0.588,0.588
sbc034,12,15.155,15.743,12,KAREN;,4,—,—,PUNCT,EndNote,break,249245,50,,,4,2,9,10,15.155,0.588,0.588
sbc034,13,15.743,16.277,13,KAREN;,1,It,It,PRON,Word,"",249247,52,1,3,6,4,9,10,15.743,0.534,0.534
sbc034,13,15.743,16.277,13,KAREN;,2,was,was,AUX,Word,"",249248,53,2,2,7,5,9,10,15.743,0.534,0.534
sbc034,13,15.743,16.277,13,KAREN;,3,okay,okay,ADJ,Word,"",249249,54,3,1,8,6,9,10,15.743,0.534,0.534
sbc034,13,15.743,16.277,13,KAREN;,4,",",",",PUNCT,EndNote,continuing,249250,55,,,9,7,9,10,15.743,0.534,0.534
sbc034,14,16.277,16.939,14,KAREN;,1,I,I,PRON,Word,"",249252,57,1,5,11,9,9,10,16.277,0.662,0.662
sbc034,14,16.277,16.939,14,KAREN;,2,left,left,VERB,Word,"",249253,58,2,4,12,10,9,10,16.277,0.662,0.662
sbc034,14,16.277,16.939,14,KAREN;,3,my,my,DET,Word,"",249254,59,3,3,13,11,9,10,16.277,0.662,0.662
sbc034,14,16.277,16.939,14,KAREN;,4,bag,bag,NOUN,Word,"",249255,60,4,2,14,12,9,10,16.277,0.662,0.662
sbc034,14,16.277,16.939,14,KAREN;,5,there,there,ADV,Word,"",249256,61,5,1,15,13,9,10,16.277,0.662,0.662
sbc034,14,16.277,16.939,14,KAREN;,6,.,.,PUNCT,EndNote,final,249257,62,,,16,14,9,10,16.277,0.662,0.662
sbc034,15,16.939,17.809,15,KAREN;,1,(...),(...),X,Pause,"",249259,64,,,18,16,9,11,17.439,0.870,0.370
sbc034,15,16.939,17.809,15,KAREN;,2,<VOX,<VOX,X,Tag,"",249260,65,,,19,17,9,11,17.439,0.870,0.370
sbc034,15,16.939,17.809,15,KAREN;,3,I,I,PRON,Word,"",249261,66,1,4,20,1,9,11,17.439,0.870,0.370
sbc034,15,16.939,17.809,15,KAREN;,4,left,left,VERB,Word,"",249262,67,2,3,21,2,9,11,17.439,0.870,0.370
sbc034,15,16.939,17.809,15,KAREN;,5,my,my,DET,Word,"",249263,68,3,2,22,3,9,11,17.439,0.870,0.370
sbc034,15,16.939,17.809,15,KAREN;,6,bag,bag,NOUN,Word,"",249264,69,4,1,23,4,9,11,17.439,0.870,0.370
sbc034,15,16.939,17.809,15,KAREN;,7,",",",",PUNCT,EndNote,continuing,249265,70,,,24,5,9,11,17.439,0.870,0.370
sbc034,16,17.809,18.523,16,KAREN;,1,and,and,CCONJ,Word,"",249267,72,1,4,26,7,9,11,17.809,0.714,0.714
sbc034,16,17.809,18.523,16,KAREN;,2,all,all,DET,Word,"",249268,73,2,3,27,8,9,11,17.809,0.714,0.714
sbc034,16,17.809,18.523,16,KAREN;,3,my,my,DET,Word,"",249269,74,3,2,28,9,9,11,17.809,0.714,0.714
sbc034,16,17.809,18.523,16,KAREN;,4,money,money,NOUN,Word,"",249270,75,4,1,29,10,9,11,17.809,0.714,0.714
sbc034,16,17.809,18.523,16,KAREN;,5,",",",",PUNCT,EndNote,continuing,249271,76,,,30,11,9,11,17.809,0.714,0.714
sbc034,17,18.523,19.574,17,KAREN;,1,and,and,CCONJ,Word,"",249273,78,1,4,32,13,9,11,18.523,1.051,1.051
sbc034,17,18.523,19.574,17,KAREN;,2,all,all,DET,Word,"",249274,79,2,3,33,14,9,11,18.523,1.051,1.051
sbc034,17,18.523,19.574,17,KAREN;,3,my,my,DET,Word,"",249275,80,3,2,34,15,9,11,18.523,1.051,1.051
sbc034,17,18.523,19.574,17,KAREN;,4,things:,things,X,Word,"",249276,81,4,1,35,16,9,11,18.523,1.051,1.051
sbc034,17,18.523,19.574,17,KAREN;,5,VOX>,VOX>,X,Tag,"",249277,82,,,36,17,9,11,18.523,1.051,1.051
sbc034,17,18.523,19.574,17,KAREN;,6,.,.,PUNCT,EndNote,final,249278,83,,,37,18,9,11,18.523,1.051,1.051
sbc034,18,19.574,21.174,18,SCOTT;,1,(...),(...),X,Pause,"",249280,85,,,1,20,10,12,20.074,1.600,1.100
sbc034,18,19.574,21.174,18,SCOTT;,2,N[ow,Now,CCONJ,Word,"",249281,86,1,6,2,21,10,12,20.074,1.600,1.100
sbc034,18,19.574,21.174,18,SCOTT;,3,the,the,DET,Word,"",249282,87,2,5,3,1,10,12,20.074,1.600,1.100
sbc034,18,19.574,21.174,18,SCOTT;,4,gho]sts,ghosts,NOUN,Word,"",249283,88,3,4,4,2,10,12,20.074,1.600,1.100
sbc034,18,19.574,21.174,18,SCOTT;,5,'ll,'ll,VERB,Word,"",249284,89,4,3,5,3,10,12,20.074,1.600,1.100
sbc034,18,19.574,21.174,18,SCOTT;,6,get,get,AUX,Word,"",249285,90,5,2,6,4,10,12,20.074,1.600,1.100
sbc034,18,19.574,21.174,18,SCOTT;,7,it,it,PRON,Word,"",249286,91,6,1,7,5,10,12,20.074,1.600,1.100
sbc034,18,19.574,21.174,18,SCOTT;,8,.,.,PUNCT,EndNote,final,249287,92,,,8,6,10,12,20.074,1.600,1.100
sbc034,19,20.268,20.558,19,KAREN;,1,[They,They,X,Word,"",249289,94,1,2,1,8,11,13,20.268,0.290,0.290
sbc034,19,20.268,20.558,19,KAREN;,2,ca–],ca,NOUN,Word,"",249290,95,2,1,2,9,11,13,20.268,0.290,0.290
sbc034,19,20.268,20.558,19,KAREN;,3,—,—,PUNCT,EndNote,break,249291,96,,,3,1,11,13,20.268,0.290,0.290
sbc034,20,21.174,22.600,20,KAREN;,1,(...),(...),X,Pause,"",249293,98,,,5,3,11,13,21.674,1.426,0.926
sbc034,20,21.174,22.600,20,KAREN;,2,@Ghosts'll,Ghosts'll,ADV,Word,"",249294,99,1,3,6,4,11,13,21.674,1.426,0.926
sbc034,20,21.174,22.600,20,KAREN;,3,@get,get,X,Word,"",249295,100,2,2,7,5,11,13,21.674,1.426,0.926
sbc034,20,21.174,22.600,20,KAREN;,4,@it,it,PROPN,Word,"",249296,101,3,1,8,6,11,13,21.674,1.426,0.926
sbc034,20,21.174,22.600,20,KAREN;,5,",",",",PUNCT,EndNote,continuing,249297,102,,,9,7,11,13,21.674,1.426,0.926
sbc034,21,22.600,23.958,21,KAREN;,1,(...),(...),X,Pause,"",249299,104,,,11,9,11,13,23.100,1.358,0.858
sbc034,21,22.600,23.958,21,KAREN;,2,that,that,DET,Word,"",249300,105,1,3,12,10,11,13,23.100,1.358,0.858
sbc034,21,22.600,23.958,21,KAREN;,3,'s,'s,AUX,Word,"",249301,106,2,2,13,11,11,13,23.100,1.358,0.858
sbc034,21,22.600,23.958,21,KAREN;,4,okay,okay,ADJ,Word,"",249302,107,3,1,14,12,11,13,23.100,1.358,0.858
sbc034,21,22.600,23.958,21,KAREN;,5,.,.,PUNCT,EndNote,final,249303,108,,,15,13,11,13,23.100,1.358,0.858
sbc034,22,23.958,24.901,22,KAREN;,1,(...),(...),X,Pause,"",249305,110,,,17,15,11,14,24.458,0.943,0.443
sbc034,22,23.958,24.901,22,KAREN;,2,(TSK),(TSK),X,Vocalism,"",249306,111,,,18,16,11,14,24.458,0.943,0.443
sbc034,22,23.958,24.901,22,KAREN;,3,(H),(H),X,Vocalism,"",249307,112,,,19,1,11,14,24.458,0.943,0.443
sbc034,23,24.901,25.505,23,KAREN;,1,(...),(...),X,Pause,"",249309,114,,,21,3,11,14,25.401,0.604,0.104
sbc034,23,24.901,25.505,23,KAREN;,2,Um,Um,INTJ,Word,"",249310,115,1,1,22,4,11,14,25.401,0.604,0.104
sbc034,23,24.901,25.505,23,KAREN;,3,",",",",PUNCT,EndNote,continuing,249311,116,,,23,5,11,14,25.401,0.604,0.104
sbc034,24,25.505,27.246,24,KAREN;,1,(...),(...),X,Pause,"",249313,118,,,25,7,11,14,26.005,1.741,1.241
sbc034,24,25.505,27.246,24,KAREN;,2,(TSK),(TSK),X,Vocalism,"",249314,119,,,26,8,11,14,26.005,1.741,1.241
sbc034,24,25.505,27.246,24,KAREN;,3,(H),(H),X,Vocalism,"",249315,120,,,27,9,11,14,26.005,1.741,1.241
sbc034,25,27.246,27.954,25,KAREN;,1,(...),(...),X,Pause,"",249317,122,,,29,11,11,14,27.746,0.708,0.208
sbc034,25,27.246,27.954,25,KAREN;,2,ten,ten,NUM,Word,"",249318,123,1,2,30,12,11,14,27.746,0.708,0.208
sbc034,25,27.246,27.954,25,KAREN;,3,thirty,thirty,NUM,Word,"",249319,124,2,1,31,13,11,14,27.746,0.708,0.208
sbc034,25,27.246,27.954,25,KAREN;,4,",",",",PUNCT,EndNote,continuing,249320,125,,,32,14,11,14,27.746,0.708,0.208
sbc034,26,27.954,29.582,26,KAREN;,1,there,there,PRON,Word,"",249322,127,1,8,34,16,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,2,were,were,AUX,Word,"",249323,128,2,7,35,17,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,3,probably,probably,ADV,Word,"",249324,129,3,6,36,18,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,4,(.),(.),X,Pause,"",249325,130,,,37,19,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,5,thirty,thirty,NUM,Word,"",249326,131,4,5,38,20,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,6,people,people,NOUN,Word,"",249327,132,5,4,39,21,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,7,in,in,ADP,Word,"",249328,133,6,3,40,22,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,8,the,the,DET,Word,"",249329,134,7,2,41,23,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,9,store,store,NOUN,Word,"",249330,135,8,1,42,24,11,14,27.954,1.628,1.628
sbc034,26,27.954,29.582,26,KAREN;,10,.,.,PUNCT,EndNote,final,249331,136,,,43,25,11,14,27.954,1.628,1.628
sbc034,27,29.582,30.762,27,SCOTT;,1,(...),(...),X,Pause,"",249333,138,,,1,27,12,15,30.082,1.180,0.680
sbc034,27,29.582,30.762,27,SCOTT;,2,Good,Good,ADJ,Word,"",249334,139,1,2,2,28,12,15,30.082,1.180,0.680
sbc034,27,29.582,30.762,27,SCOTT;,3,grief,grief,NOUN,Word,"",249335,140,2,1,3,1,12,15,30.082,1.180,0.680
sbc034,27,29.582,30.762,27,SCOTT;,4,.,.,PUNCT,EndNote,final,249336,141,,,4,2,12,15,30.082,1.180,0.680
sbc034,28,30.762,31.063,28,KAREN;,1,We,We,PRON,Word,"",249338,143,1,3,1,4,13,16,30.762,0.301,0.301
sbc034,28,30.762,31.063,28,KAREN;,2,'re,'re,AUX,Word,"",249339,144,2,2,2,5,13,16,30.762,0.301,0.301
sbc034,28,30.762,31.063,28,KAREN;,3,like,like,INTJ,Word,"",249340,145,3,1,3,1,13,16,30.762,0.301,0.301
sbc034,28,30.762,31.063,28,KAREN;,4,",",",",PUNCT,EndNote,continuing,249341,146,,,4,2,13,16,30.762,0.301,0.301
sbc034,29,31.063,31.946,29,KAREN;,1,(...),(...),X,Pause,"",249343,148,,,6,4,13,16,31.563,0.883,0.383
sbc034,29,31.063,31.946,29,KAREN;,2,<VOX,<VOX,X,Tag,"",249344,149,,,7,5,13,16,31.563,0.883,0.383
sbc034,29,31.063,31.946,29,KAREN;,3,okay,okay,INTJ,Word,"",249345,150,1,1,8,6,13,16,31.563,0.883,0.383
sbc034,29,31.063,31.946,29,KAREN;,4,",",",",PUNCT,EndNote,continuing,249346,151,,,9,7,13,16,31.563,0.883,0.383
sbc034,30,31.946,33.211,30,KAREN;,1,it,it,PRON,Word,"",249348,153,1,7,11,9,13,16,31.946,1.265,1.265
sbc034,30,31.946,33.211,30,KAREN;,2,'s,'s,AUX,Word,"",249349,154,2,6,12,10,13,16,31.946,1.265,1.265
sbc034,30,31.946,33.211,30,KAREN;,3,time,time,NOUN,Word,"",249350,155,3,5,13,11,13,16,31.946,1.265,1.265
sbc034,30,31.946,33.211,30,KAREN;,4,to,to,PART,Word,"",249351,156,4,4,14,12,13,16,31.946,1.265,1.265
sbc034,30,31.946,33.211,30,KAREN;,5,go,go,VERB,Word,"",249352,157,5,3,15,13,13,16,31.946,1.265,1.265
sbc034,30,31.946,33.211,30,KAREN;,6,out,out,ADV,Word,"",249353,158,6,2,16,14,13,16,31.946,1.265,1.265
sbc034,30,31.946,33.211,30,KAREN;,7,now,now,ADV,Word,"",249354,159,7,1,17,15,13,16,31.946,1.265,1.265
sbc034,30,31.946,33.211,30,KAREN;,8,.,.,PUNCT,EndNote,final,249355,160,,,18,16,13,16,31.946,1.265,1.265
sbc034,31,33.211,33.989,31,KAREN;,1,We,We,PRON,Word,"",249357,162,1,3,20,18,13,17,33.211,0.778,0.778
sbc034,31,33.211,33.989,31,KAREN;,2,'re,'re,AUX,Word,"",249358,163,2,2,21,19,13,17,33.211,0.778,0.778
sbc034,31,33.211,33.989,31,KAREN;,3,closed,closed,ADJ,Word,"",249359,164,3,1,22,1,13,17,33.211,0.778,0.778
sbc034,31,33.211,33.989,31,KAREN;,4,.,.,PUNCT,EndNote,final,249360,165,,,23,2,13,17,33.211,0.778,0.778
sbc034,32,33.989,35.292,32,KAREN;,1,We,We,PRON,Word,"",249362,167,1,3,25,4,13,18,33.989,1.303,1.303
sbc034,32,33.989,35.292,32,KAREN;,2,'re,'re,AUX,Word,"",249363,168,2,2,26,5,13,18,33.989,1.303,1.303
sbc034,32,33.989,35.292,32,KAREN;,3,closed,closed,VERB,Word,"",249364,169,3,1,27,1,13,18,33.989,1.303,1.303
sbc034,32,33.989,35.292,32,KAREN;,4,(Hx),(Hx),X,Vocalism,"",249365,170,,,28,2,13,18,33.989,1.303,1.303
sbc034,32,33.989,35.292,32,KAREN;,5,.,.,PUNCT,EndNote,final,249366,171,,,29,3,13,18,33.989,1.303,1.303
sbc034,33,35.292,37.379,33,KAREN;,1,(...),(...),X,Pause,"",249368,173,,,31,5,13,19,35.792,2.087,1.587
sbc034,33,35.292,37.379,33,KAREN;,2,We,We,PRON,Word,"",249369,174,1,4,32,6,13,19,35.792,2.087,1.587
sbc034,33,35.292,37.379,33,KAREN;,3,are:,are,NOUN,Word,"",249370,175,2,3,33,1,13,19,35.792,2.087,1.587
sbc034,33,35.292,37.379,33,KAREN;,4,closed,closed,VERB,Word,"",249371,176,3,2,34,2,13,19,35.792,2.087,1.587
sbc034,33,35.292,37.379,33,KAREN;,5,no:w,now,PROPN,Word,"",249372,177,4,1,35,3,13,19,35.792,2.087,1.587
sbc034,33,35.292,37.379,33,KAREN;,6,.,.,PUNCT,EndNote,final,249373,178,,,36,4,13,19,35.792,2.087,1.587
sbc034,34,37.379,37.728,34,KAREN;,1,(Hx),(Hx),X,Vocalism,"",249375,180,,,38,6,13,20,37.379,0.349,0.349
sbc034,34,37.379,37.728,34,KAREN;,2,@,@,X,Laugh,"",249376,181,,,39,7,13,20,37.379,0.349,0.349
sbc034,35,37.728,39.005,35,KAREN;,1,(.),(.),X,Pause,"",249378,183,,,41,2,13,20,37.878,1.277,1.127
sbc034,35,37.728,39.005,35,KAREN;,2,Please,Please,INTJ,Word,"",249379,184,1,2,42,3,13,20,37.878,1.277,1.127
sbc034,35,37.728,39.005,35,KAREN;,3,@leave,leave,ADV,Word,"",249380,185,2,1,43,4,13,20,37.878,1.277,1.127
sbc034,35,37.728,39.005,35,KAREN;,4,VOX>,VOX>,X,Tag,"",249381,186,,,44,5,13,20,37.878,1.277,1.127
sbc034,35,37.728,39.005,35,KAREN;,5,.,.,PUNCT,EndNote,final,249382,187,,,45,6,13,20,37.878,1.277,1.127
sbc034,36,39.005,40.520,36,SCOTT;,1,(...),(...),X,Pause,"",249384,189,,,1,8,14,21,39.505,1.515,1.015
sbc034,36,39.005,40.520,36,SCOTT;,2,Turn,Turn,VERB,Word,"",249385,190,1,5,2,9,14,21,39.505,1.515,1.015
sbc034,36,39.005,40.520,36,SCOTT;,3,[on,on,X,Word,"",249386,191,2,4,3,1,14,21,39.505,1.515,1.015
sbc034,36,39.005,40.520,36,SCOTT;,4,the],the,NOUN,Word,"",249387,192,3,3,4,2,14,21,39.505,1.515,1.015
sbc034,36,39.005,40.520,36,SCOTT;,5,fire,fire,NOUN,Word,"",249388,193,4,2,5,3,14,21,39.505,1.515,1.015
sbc034,36,39.005,40.520,36,SCOTT;,6,alarm,alarm,NOUN,Word,"",249389,194,5,1,6,4,14,21,39.505,1.515,1.015
sbc034,36,39.005,40.520,36,SCOTT;,7,?,?,PUNCT,EndNote,appeal,249390,195,,,7,5,14,21,39.505,1.515,1.015
sbc034,37,39.510,39.673,37,KAREN;,1,[I%],I,X,Word,"",249392,197,1,1,1,7,15,22,39.510,0.163,0.163
sbc034,37,39.510,39.673,37,KAREN;,2,—,—,PUNCT,EndNote,break,249393,198,,,2,8,15,22,39.510,0.163,0.163
sbc034,38,40.520,41.995,38,KAREN;,1,(...),(...),X,Pause,"",249395,200,,,4,2,15,22,41.020,1.475,0.975
sbc034,38,40.520,41.995,38,KAREN;,2,Turn,Turn,VERB,Word,"",249396,201,1,5,5,3,15,22,41.020,1.475,0.975
sbc034,38,40.520,41.995,38,KAREN;,3,on,on,ADP,Word,"",249397,202,2,4,6,4,15,22,41.020,1.475,0.975
sbc034,38,40.520,41.995,38,KAREN;,4,the,the,DET,Word,"",249398,203,3,3,7,5,15,22,41.020,1.475,0.975
sbc034,38,40.520,41.995,38,KAREN;,5,@fire,fire,ADJ,Word,"",249399,204,4,2,8,6,15,22,41.020,1.475,0.975
sbc034,38,40.520,41.995,38,KAREN;,6,@alarm,alarm,NOUN,Word,"",249400,205,5,1,9,7,15,22,41.020,1.475,0.975
sbc034,38,40.520,41.995,38,KAREN;,7,",",",",PUNCT,EndNote,continuing,249401,206,,,10,8,15,22,41.020,1.475,0.975
sbc034,39,41.995,43.121,39,KAREN;,1,@@,@@,X,Laugh,"",249403,208,,,12,10,15,22,41.995,1.126,1.126
sbc034,39,41.995,43.121,39,KAREN;,2,@,@,X,Laugh,"",249404,209,,,13,11,15,22,41.995,1.126,1.126
sbc034,40,43.121,43.841,40,KAREN;,1,that,that,DET,Word,"",249406,211,1,4,15,13,15,22,43.121,0.720,0.720
sbc034,40,43.121,43.841,40,KAREN;,2,would,would,VERB,Word,"",249407,212,2,3,16,14,15,22,43.121,0.720,0.720
sbc034,40,43.121,43.841,40,KAREN;,3,do,do,AUX,Word,"",249408,213,3,2,17,15,15,22,43.121,0.720,0.720
sbc034,40,43.121,43.841,40,KAREN;,4,it,it,PRON,Word,"",249409,214,4,1,18,16,15,22,43.121,0.720,0.720
sbc034,40,43.121,43.841,40,KAREN;,5,.,.,PUNCT,EndNote,final,249410,215,,,19,17,15,22,43.121,0.720,0.720
sbc034,41,43.841,46.823,41,KAREN;,1,(H):,(H),X,Vocalism,"",249412,217,,,21,19,15,23,43.841,2.982,2.982
sbc034,41,43.841,46.823,41,KAREN;,2,(BUZZ):,(BUZZ),X,Vocalism,"",249413,218,,,22,20,15,23,43.841,2.982,2.982
sbc034,42,46.823,50.570,42,KAREN;,1,(...),(...),X,Pause,"",249415,220,,,24,2,15,23,47.523,3.747,3.047
sbc034,42,46.823,50.570,42,KAREN;,2,(H),(H),X,Vocalism,"",249416,221,,,25,3,15,23,47.523,3.747,3.047
sbc034,42,46.823,50.570,42,KAREN;,3,These,These,DET,Word,"",249417,222,1,5,26,4,15,23,47.523,3.747,3.047
sbc034,42,46.823,50.570,42,KAREN;,4,kids,kids,NOUN,Word,"",249418,223,2,4,27,5,15,23,47.523,3.747,3.047
sbc034,42,46.823,50.570,42,KAREN;,5,were–,were,VERB,Word,"",249419,224,3,3,28,6,15,23,47.523,3.747,3.047
sbc034,42,46.823,50.570,42,KAREN;,6,came,came,VERB,Word,"",249420,225,4,2,29,7,15,23,47.523,3.747,3.047
sbc034,42,46.823,50.570,42,KAREN;,7,in,in,ADP,Word,"",249421,226,5,1,30,8,15,23,47.523,3.747,3.047
sbc034,42,46.823,50.570,42,KAREN;,8,",",",",PUNCT,EndNote,continuing,249422,227,,,31,9,15,23,47.523,3.747,3.047
sbc034,43,50.570,50.790,43,KAREN;,1,and,and,CCONJ,Word,"",249424,229,1,1,33,11,15,23,50.570,0.220,0.220
sbc034,43,50.570,50.790,43,KAREN;,2,",",",",PUNCT,EndNote,continuing,249425,230,,,34,12,15,23,50.570,0.220,0.220
sbc034,44,50.790,52.346,44,KAREN;,1,(...),(...),X,Pause,"",249427,232,,,36,14,15,23,51.290,1.556,1.056
sbc034,44,50.790,52.346,44,KAREN;,2,I,I,PRON,Word,"",249428,233,1,3,37,15,15,23,51.290,1.556,1.056
sbc034,44,50.790,52.346,44,KAREN;,3,was,was,AUX,Word,"",249429,234,2,2,38,16,15,23,51.290,1.556,1.056
sbc034,44,50.790,52.346,44,KAREN;,4,(.),(.),X,Pause,"",249430,235,,,39,17,15,23,51.290,1.556,1.056
sbc034,44,50.790,52.346,44,KAREN;,5,like,like,INTJ,Word,"",249431,236,3,1,40,18,15,23,51.290,1.556,1.056
sbc034,44,50.790,52.346,44,KAREN;,6,",",",",PUNCT,EndNote,continuing,249432,237,,,41,19,15,23,51.290,1.556,1.056
sbc034,45,52.346,53.518,45,KAREN;,1,w–,w,PROPN,Word,"",249434,239,1,4,43,21,15,23,52.346,1.172,1.172
sbc034,45,52.346,53.518,45,KAREN;,2,we,we,PRON,Word,"",249435,240,2,3,44,22,15,23,52.346,1.172,1.172
sbc034,45,52.346,53.518,45,KAREN;,3,'re,'re,AUX,Word,"",249436,241,3,2,45,23,15,23,52.346,1.172,1.172
sbc034,45,52.346,53.518,45,KAREN;,4,closing,closing,VERB,Word,"",249437,242,4,1,46,24,15,23,52.346,1.172,1.172
sbc034,45,52.346,53.518,45,KAREN;,5,(%),(%),X,Vocalism,"",249438,243,,,47,25,15,23,52.346,1.172,1.172
sbc034,45,52.346,53.518,45,KAREN;,6,.,.,PUNCT,EndNote,final,249439,244,,,48,26,15,23,52.346,1.172,1.172
sbc034,46,53.518,53.913,46,KAREN;,1,In,In,ADP,Word,"",249441,246,1,4,50,28,15,24,53.518,0.395,0.395
