longId,discoId,unitId,tokenId,order,place,agent,transcript,transcript_LDC,text,text_LDC,kind,endNote,back,clitic,hostId,noSpaceAfter,unitStart,unitEnd,unitLen,wordStart,wordEnd,wordTimeExact,POS_Spacy,tag_Spacy,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,overlap,Is Overlap,lag,Is Lag,pause,microPause,laugh,unclear,%word,_word,Pre-phonation,Pseudograph,turnId,turnOrder
360839,49,1,1,1,,DAN;,(...),...,(...),...,Pause,,,null,0,FALSE,0,1.625,6,0,0,TRUE,PUNCT,NFP,punct,<X,...,...,.,...,False,,False,0,False,1,0,,,,,,,1,1
360840,49,1,2,2,,DAN;,<#,<X,<#,<X,Tag,,,null,0,FALSE,0,1.625,6,0,0,TRUE,X,XX,nsubj,X>,<x,<x,<,<X,False,,False,0,False,0,0,,,,,,,1,2
360841,49,1,3,3,1,DAN;,Eventually,Eventually,Eventually,Eventually,Word,,1,null,0,FALSE,0,1.625,6,0,1.61,TRUE,ADV,RB,advmod,X>,eventually,eventually,E,lly,True,,False,0,False,0,0,,,,,,,1,3
360842,49,1,4,4,,DAN;,#>,X>,#>,X>,Tag,,,null,0,TRUE,0,1.625,6,1.61,1.624989,TRUE,PROPN,NNP,amod,X],X>,x>,X,X>,False,,False,0,False,0,0,,#word,,,,,1,4
360843,49,1,5,5,,DAN;,",",",",",",",",EndNote,continuing,,null,0,TRUE,0,1.625,6,0,0,TRUE,PUNCT,",",punct,X],",",",",",",",",False,,False,0,False,0,0,,,,,,,1,5
360844,49,1,6,6,,DAN;,"","","","",Newline,,,null,0,TRUE,0,1.625,6,0,0,TRUE,SPACE,_SP,,",","","","","",False,,False,0,False,0,0,,,,,,,1,6
360845,49,2,7,1,1,DAN;,[###,[XXX,###,XXX,Word,,2,null,0,FALSE,1.625,2.451,4,0,0,TRUE,X,XX,compound,X],[xxx,[xxx,[,XXX,False,],True,0,False,0,0,,,,,,,1,7
360846,49,2,8,2,2,DAN;,#],X],#,X,Word,,1,null,0,FALSE,1.625,2.451,4,0,0,TRUE,PROPN,NNP,npadvmod,1.625,X],x],X,X],False,,True,0,False,0,0,,#word,,,,,1,8
360847,49,2,9,3,,DAN;,—,--,—,--,EndNote,break,,null,0,TRUE,1.625,2.451,4,0,0,TRUE,PUNCT,:,punct,1.625,--,-,-,--,False,],False,0,False,0,0,,,,,,,1,9
360848,49,2,10,4,,DAN;,"","","","",Newline,,,null,0,TRUE,1.625,2.451,4,0,0,TRUE,SPACE,_SP,,--,"","","","",False,,False,0,False,0,0,,,,,,,1,10
360849,49,3,11,1,1,LUCY;,[But,[But,But,But,Word,,4,null,0,FALSE,1.625,2.451,6,1.625,2.561,FALSE,PROPN,NNP,dep,'s,[But,[but,[,But,False,],True,0,False,0,0,,,,,,,2,1
360850,49,3,12,2,2,LUCY;,it,it,it,it,Word,,3,null,0,TRUE,1.625,2.451,6,2.561,2.561,FALSE,PRON,PRP,nsubj,'s,it,it,i,it,True,,True,0,False,0,0,,,,,,,2,2
360851,49,3,13,3,3,LUCY;,'s,'s,'s,'s,Word,,2,null,0,FALSE,1.625,2.451,6,2.561,2.561,FALSE,VERB,VBZ,ccomp,had,be,is,','s,False,,True,0,False,0,0,,,,,,,2,3
360852,49,3,14,4,4,LUCY;,amazing],amazing],amazing,amazing,Word,,1,null,0,TRUE,1.625,2.451,6,2.561,2.561,FALSE,ADJ,JJ,attr,'s,amazing],amazing],a,ng],False,,True,0,False,0,0,,,,,,,2,4
