docId,unitId,unitStart,unitEnd,sequence,participant,order,transcript,text,POS_dft,kind,endNote,corpusSeq,tokenSeq,place,negPlace,turnOrder,pSentOrder,turnSeq,pSentSeq,unitStartSkipPause,unitDur,unitDurSkipPause
sbc028,1,0.230,9.090,1,>ENV;,1,(...),(...),X,Pause,"",201179,1,,,1,1,1,1,8.590,8.860,0.500
sbc028,1,0.230,9.090,1,>ENV;,2,((RING)),((RING)),X,Action,"",201180,2,,,2,2,1,1,8.590,8.860,0.500
sbc028,1,0.230,9.090,1,>ENV;,3,(...),(...),X,Pause,"",201181,3,,,3,3,1,1,8.590,8.860,0.500
sbc028,1,0.230,9.090,1,>ENV;,4,((RING)),((RING)),X,Action,"",201182,4,,,4,4,1,1,8.590,8.860,0.500
sbc028,2,11.455,12.040,2,JILL;,1,(...),(...),X,Pause,"",201184,6,,,1,1,2,2,11.955,0.585,0.085
sbc028,2,11.455,12.040,2,JILL;,2,Hello:,Hello,NOUN,Word,"",201185,7,1,1,2,2,2,2,11.955,0.585,0.085
sbc028,2,11.455,12.040,2,JILL;,3,",",",",PUNCT,EndNote,continuing,201186,8,,,3,3,2,2,11.955,0.585,0.085
sbc028,3,12.040,13.570,3,JEFF;,1,(.),(.),X,Pause,"",201188,10,,,1,5,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,2,How,How,ADV,Word,"",201189,11,1,8,2,6,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,3,'s,'s,AUX,Word,"",201190,12,2,7,3,7,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,4,my,my,DET,Word,"",201191,13,3,6,4,8,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,5,favorite,favorite,ADJ,Word,"",201192,14,4,5,5,9,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,6,girl,girl,NOUN,Word,"",201193,15,5,4,6,10,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,7,in,in,ADP,Word,"",201194,16,6,3,7,1,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,8,the,the,DET,Word,"",201195,17,7,2,8,2,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,9,world,world,NOUN,Word,"",201196,18,8,1,9,3,3,3,12.190,1.530,1.380
sbc028,3,12.040,13.570,3,JEFF;,10,.,.,PUNCT,EndNote,final,201197,19,,,10,4,3,3,12.190,1.530,1.380
sbc028,4,13.570,15.705,4,JILL;,1,(H),(H),X,Vocalism,"",201199,21,,,1,6,4,2,13.570,2.135,2.135
sbc028,4,13.570,15.705,4,JILL;,2,Hey,Hey,INTJ,Word,"",201200,22,1,2,2,7,4,2,13.570,2.135,2.135
sbc028,4,13.570,15.705,4,JILL;,3,(.),(.),X,Pause,"",201201,23,,,3,8,4,2,13.570,2.135,2.135
sbc028,4,13.570,15.705,4,JILL;,4,ba:by,baby,NOUN,Word,"",201202,24,2,1,4,9,4,2,13.570,2.135,2.135
sbc028,4,13.570,15.705,4,JILL;,5,.,.,PUNCT,EndNote,final,201203,25,,,5,10,4,2,13.570,2.135,2.135
sbc028,5,15.705,16.130,5,JEFF;,1,(.),(.),X,Pause,"",201205,27,,,1,1,5,4,15.855,0.425,0.275
sbc028,5,15.705,16.130,5,JEFF;,2,Who,Who,PRON,Word,"",201206,28,1,2,2,2,5,4,15.855,0.425,0.275
sbc028,5,15.705,16.130,5,JEFF;,3,'s,'s,AUX,Word,"",201207,29,2,1,3,3,5,4,15.855,0.425,0.275
sbc028,5,15.705,16.130,5,JEFF;,4,—,—,PUNCT,EndNote,break,201208,30,,,4,4,5,4,15.855,0.425,0.275
sbc028,6,16.130,18.145,6,JEFF;,1,(H),(H),X,Vocalism,"",201210,32,,,6,6,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,2,Who,Who,PRON,Word,"",201211,33,1,7,7,7,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,3,'s,'s,AUX,Word,"",201212,34,2,6,8,8,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,4,the,the,DET,Word,"",201213,35,3,5,9,9,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,5,girl,girl,NOUN,Word,"",201214,36,4,4,10,10,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,6,that,that,DET,Word,"",201215,37,5,3,11,11,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,7,(.),(.),X,Pause,"",201216,38,,,12,12,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,8,I,I,PRON,Word,"",201217,39,6,2,13,13,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,9,love,love,VERB,Word,"",201218,40,7,1,14,14,5,4,16.130,2.015,2.015
sbc028,6,16.130,18.145,6,JEFF;,10,?,?,PUNCT,EndNote,appeal,201219,41,,,15,15,5,4,16.130,2.015,2.015
