corpusSeq,docId,unitId,unitStart,unitEnd,unitDur,unitBil,tokenSeq,sequence,order,place,back,actor,transcript,text,kind,endNote,part,tag,depRel,headText,headId,Lemma,turnSeq,turnBil,turnOrder,pSentSeq,pSentBil,pSentOrder
299435,41,1,0.000,3.844,3.844,B,1,1,1,,,KRISTIN;,(.),(.),Pause,"",NUM,CD,compound,(H),2,(.),1,B,1,1,B,1
299436,41,1,0.000,3.844,3.844,I,2,1,2,,,KRISTIN;,(H),(H),Vocalism,"",PROPN,NNP,appos,0.000,,(H),1,I,2,1,I,2
299437,41,1,0.000,3.844,3.844,I,3,1,3,1,9,KRISTIN;,Well,Well,Word,"",INTJ,UH,intj,let,4,well,1,I,3,1,I,3
299438,41,1,0.000,3.844,3.844,I,4,1,4,2,8,KRISTIN;,let,let,Word,"",VERB,VB,ccomp,[(TSK)],1192,let,1,I,4,1,I,4
299439,41,1,0.000,3.844,3.844,I,5,1,5,3,7,KRISTIN;,'s,'s,Word,"",PRON,PRP,ccomp,let,4,[GENITIVE],1,I,5,1,I,5
299440,41,1,0.000,3.844,3.844,I,6,1,6,,,KRISTIN;,(.),(.),Pause,"",INTJ,UH,ccomp,let,4,(.),1,I,6,1,I,6
299441,41,1,0.000,3.844,3.844,I,7,1,7,4,6,KRISTIN;,kind,kind,Word,"",ADV,RB,advmod,of,8,kind,1,I,7,1,I,7
299442,41,1,0.000,3.844,3.844,I,8,1,8,5,5,KRISTIN;,of,of,Word,"",ADV,RB,advmod,figure,9,of,1,I,8,1,I,8
299443,41,1,0.000,3.844,3.844,I,9,1,9,6,4,KRISTIN;,figure,figure,Word,"",NOUN,NN,ccomp,let,4,figure,1,I,9,1,I,9
299444,41,1,0.000,3.844,3.844,I,10,1,10,7,3,KRISTIN;,out,out,Word,"",ADP,RP,prt,figure,9,out,1,I,10,1,I,10
299445,41,1,0.000,3.844,3.844,I,11,1,11,8,2,KRISTIN;,a,a,Word,"",DET,DT,quantmod,cla:ssic,12,a,1,I,11,1,I,11
299446,41,1,0.000,3.844,3.844,L,12,1,12,9,1,KRISTIN;,cla:ssic,classic,Word,"",NOUN,NN,dobj,figure,9,cla:ssic,1,I,12,1,I,12
299447,41,1,0.000,3.844,3.844,O,13,1,13,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,cla:ssic,12,",",1,O,13,1,O,13
299449,41,2,3.844,4.449,0.605,U,15,2,1,1,1,KRISTIN;,u:m,um,Word,"",PROPN,NNP,appos,cla:ssic,12,u:m,1,I,15,1,I,15
299450,41,2,3.844,4.449,0.605,O,16,2,2,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,cla:ssic,12,",",1,O,16,1,O,16
299452,41,3,4.449,5.674,1.225,B,18,3,1,,,KRISTIN;,(%):,(%),Vocalism,"",NUM,CD,punct,cla:ssic,12,(%):,1,I,18,1,I,18
299453,41,3,4.449,5.674,1.225,L,19,3,2,1,1,KRISTIN;,diet,diet,Word,"",NOUN,NN,conj,cla:ssic,12,diet,1,I,19,1,I,19
299454,41,3,4.449,5.674,1.225,O,20,3,3,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,diet,19,",",1,O,20,1,O,20
299456,41,4,5.674,6.139,0.465,U,22,4,1,1,1,KRISTIN;,uh,uh,Word,"",INTJ,UH,intj,let,4,uh,1,I,22,1,I,22
299457,41,4,5.674,6.139,0.465,O,23,4,2,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,let,4,",",1,O,23,1,O,23
299459,41,5,6.139,6.930,0.791,B,25,5,1,,,KRISTIN;,(.),(.),Pause,"",PROPN,NNP,compound,quota,26,(.),1,I,25,1,I,25
299460,41,5,6.139,6.930,0.791,L,26,5,2,1,1,KRISTIN;,quota,quota,Word,"",NOUN,NN,nsubj,8.047,,quota,1,I,26,1,I,26
299461,41,5,6.139,6.930,0.791,O,27,5,3,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,quota,26,",",1,O,27,1,O,27
299463,41,6,6.930,8.047,1.117,B,29,6,1,,,KRISTIN;,(%),(%),Vocalism,"",NOUN,NN,nsubj,(%),30,(%),1,I,29,1,I,29
299464,41,6,6.930,8.047,1.117,I,30,6,2,,,KRISTIN;,(%),(%),Vocalism,"",NOUN,NN,nsubj,@for,31,(%),1,I,30,1,I,30
299465,41,6,6.930,8.047,1.117,I,31,6,3,1,2,KRISTIN;,@for,for,Word,"",ADP,IN,prep,let,4,@for,1,I,31,1,I,31
299466,41,6,6.930,8.047,1.117,L,32,6,4,2,1,KRISTIN;,@you,you,Word,"",PROPN,NNP,pobj,@for,31,@you,1,I,32,1,L,32
299467,41,6,6.930,8.047,1.117,O,33,6,5,,,KRISTIN;,.,.,EndNote,final,PUNCT,.,punct,let,4,.,1,O,33,1,O,33
299469,41,7,8.047,8.846,0.799,B,35,7,1,,,KRISTIN;,(H),(H),Vocalism,"",PROPN,NNP,punct,let,4,(H),1,I,35,2,B,35
299470,41,7,8.047,8.846,0.799,L,36,7,2,1,1,KRISTIN;,And,And,Word,"",CCONJ,CC,cc,let,4,and,1,I,36,2,I,36
299471,41,7,8.047,8.846,0.799,O,37,7,3,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,let,39,",",1,O,37,2,O,37
299473,41,8,8.846,10.047,1.201,B,39,8,1,1,7,KRISTIN;,let,let,Word,"",VERB,VB,conj,let,4,let,1,I,39,2,I,39
299474,41,8,8.846,10.047,1.201,I,40,8,2,2,6,KRISTIN;,me,me,Word,"",PRON,PRP,nsubj,get,41,-PRON-,1,I,40,2,I,40
299475,41,8,8.846,10.047,1.201,I,41,8,3,3,5,KRISTIN;,get,get,Word,"",AUX,VB,ccomp,let,39,get,1,I,41,2,I,41
299476,41,8,8.846,10.047,1.201,I,42,8,4,4,4,KRISTIN;,a,a,Word,"",DET,DT,det,piece,43,a,1,I,42,2,I,42
299477,41,8,8.846,10.047,1.201,I,43,8,5,5,3,KRISTIN;,piece,piece,Word,"",NOUN,NN,dobj,get,41,piece,1,I,43,2,I,43
299478,41,8,8.846,10.047,1.201,I,44,8,6,6,2,KRISTIN;,of,of,Word,"",ADP,IN,prep,piece,43,of,1,I,44,2,I,44
299479,41,8,8.846,10.047,1.201,L,45,8,7,7,1,KRISTIN;,paper,paper,Word,"",NOUN,NN,pobj,of,44,paper,1,I,45,2,I,45
299480,41,8,8.846,10.047,1.201,O,46,8,8,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,get,41,",",1,O,46,2,O,46
299482,41,9,10.047,12.368,2.321,B,48,9,1,1,7,KRISTIN;,so,so,Word,"",SCONJ,IN,mark,write,52,so,1,I,48,2,I,48
299483,41,9,10.047,12.368,2.321,I,49,9,2,2,6,KRISTIN;,that,that,Word,"",SCONJ,IN,mark,write,52,that,1,I,49,2,I,49
299484,41,9,10.047,12.368,2.321,I,50,9,3,3,5,KRISTIN;,we,we,Word,"",PRON,PRP,nsubj,write,52,-PRON-,1,I,50,2,I,50
299485,41,9,10.047,12.368,2.321,I,51,9,4,4,4,KRISTIN;,can,can,Word,"",VERB,MD,aux,write,52,can,1,I,51,2,I,51
299486,41,9,10.047,12.368,2.321,I,52,9,5,5,3,KRISTIN;,write,write,Word,"",VERB,VB,advcl,get,41,write,1,I,52,2,I,52
299487,41,9,10.047,12.368,2.321,I,53,9,6,6,2,KRISTIN;,that,that,Word,"",DET,DT,det,(.),54,that,1,I,53,2,I,53
299488,41,9,10.047,12.368,2.321,I,54,9,7,,,KRISTIN;,(.),(.),Pause,"",NOUN,NN,dobj,write,52,(.),1,I,54,2,I,54
299489,41,9,10.047,12.368,2.321,L,55,9,8,7,1,KRISTIN;,down,down,Word,"",ADV,RB,advmod,write,52,down,1,L,55,2,I,55
299490,41,9,10.047,12.368,2.321,O,56,9,9,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,write,52,",",1,O,56,2,O,56
299492,41,10,12.368,15.127,2.759,U,58,10,1,,,>ENV;,((DESK_DRAWER))[:]:,((DESK_DRAWER)),Action,"",PUNCT,-RRB-,cc,let,4,((DESK_DRAWER))[:]:,2,U,1,3,U,1
299494,41,11,14.550,14.936,0.386,U,60,11,1,,,PAIGE;,[(SNIFF)],(SNIFF),Vocalism,"",X,XX,punct,let,4,[(sniff)],3,U,1,4,B,1
299496,41,12,14.936,17.250,2.314,B,62,12,1,,,KRISTIN;,(...),(...),Pause,"",PUNCT,'',punct,let,4,(...),4,B,1,2,I,1
299497,41,12,14.936,17.250,2.314,I,63,12,2,1,5,KRISTIN;,The,The,Word,"",DET,DT,det,this,67,the,4,I,2,2,I,2
299498,41,12,14.936,17.250,2.314,I,64,12,3,2,4,KRISTIN;,[2way,way,Word,"",X,XX,punct,do:,66,[2way,4,I,3,2,I,3
299499,41,12,14.936,17.250,2.314,I,65,12,4,3,3,KRISTIN;,we],we,Word,"",ADV,WRB,compound,do:,66,we],4,I,4,2,I,4
299500,41,12,14.936,17.250,2.314,I,66,12,5,4,2,KRISTIN;,do:,do,Word,"",VERB,VBZ,compound,this,67,do:,4,I,5,2,I,5
299501,41,12,14.936,17.250,2.314,L,67,12,6,5,1,KRISTIN;,this,this,Word,"",DET,DT,intj,let,4,this,4,L,6,2,I,6
299502,41,12,14.936,17.250,2.314,O,68,12,7,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,let,4,",",4,O,7,2,O,7
299504,41,13,15.847,16.290,0.443,U,70,13,1,1,1,PAIGE;,[2Yeah],Yeah,Word,"",X,XX,punct,let,4,[2yeah],5,U,1,4,L,1
299505,41,13,15.847,16.290,0.443,O,71,13,2,,,PAIGE;,.,.,EndNote,final,PUNCT,.,punct,let,4,.,5,O,2,4,O,2
299507,41,14,17.250,18.619,1.369,B,73,14,1,,,KRISTIN;,(...),(...),Pause,"",NOUN,NN,punct,let,4,(...),6,B,1,2,I,1
299508,41,14,17.250,18.619,1.369,I,74,14,2,1,4,KRISTIN;,is,is,Word,"",AUX,VBZ,ccomp,let,4,be,6,I,2,2,I,2
299509,41,14,17.250,18.619,1.369,I,75,14,3,2,3,KRISTIN;,first,first,Word,"",ADJ,JJ,acomp,is,74,first,6,I,3,2,I,3
299510,41,14,17.250,18.619,1.369,I,76,14,4,3,2,KRISTIN;,of,of,Word,"",ADP,IN,prep,first,75,of,6,I,4,2,I,4
299511,41,14,17.250,18.619,1.369,L,77,14,5,4,1,KRISTIN;,all,all,Word,"",DET,DT,pobj,of,76,all,6,I,5,2,I,5
299512,41,14,17.250,18.619,1.369,O,78,14,6,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,is,74,",",6,O,6,2,O,6
299514,41,15,18.619,19.416,0.797,B,80,15,1,1,3,KRISTIN;,we,we,Word,"",PRON,PRP,nsubj,make,81,-PRON-,6,I,8,2,I,8
299515,41,15,18.619,19.416,0.797,I,81,15,2,2,2,KRISTIN;,make,make,Word,"",VERB,VBP,ccomp,let,4,make,6,I,9,2,I,9
299516,41,15,18.619,19.416,0.797,L,82,15,3,3,1,KRISTIN;,a,a,Word,"",DET,DT,dobj,make,81,a,6,I,10,2,I,10
299517,41,15,18.619,19.416,0.797,O,83,15,4,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,let,4,",",6,O,11,2,O,11
299519,41,16,19.416,20.324,0.908,B,85,16,1,1,2,KRISTIN;,a,a,Word,"",DET,DT,det,guesstimate,86,a,6,I,13,2,I,13
299520,41,16,19.416,20.324,0.908,L,86,16,2,2,1,KRISTIN;,guesstimate,guesstimate,Word,"",NOUN,NN,npadvmod,20.324,,guesstimate,6,I,14,2,I,14
299521,41,16,19.416,20.324,0.908,O,87,16,3,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,guesstimate,86,",",6,O,15,2,O,15
299523,41,17,20.324,21.820,1.496,B,89,17,1,,,KRISTIN;,(.),(.),Pause,"",NUM,CD,nsubj,(.),96,(.),6,I,17,2,I,17
299524,41,17,20.324,21.820,1.496,I,90,17,2,1,4,KRISTIN;,of,of,Word,"",ADP,IN,prep,(.),89,of,6,I,18,2,I,18
299525,41,17,20.324,21.820,1.496,I,91,17,3,2,3,KRISTIN;,how,how,Word,"",ADV,WRB,advmod,many,92,how,6,I,19,2,I,19
299526,41,17,20.324,21.820,1.496,I,92,17,4,3,2,KRISTIN;,many,many,Word,"",ADJ,JJ,amod,calories,93,many,6,I,20,2,I,20
299527,41,17,20.324,21.820,1.496,L,93,17,5,4,1,KRISTIN;,calories,calories,Word,"",NOUN,NNS,pobj,of,90,calorie,6,I,21,2,I,21
299528,41,17,20.324,21.820,1.496,O,94,17,6,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,(.),89,",",6,O,22,2,O,22
299530,41,18,21.820,22.774,0.954,B,96,18,1,,,KRISTIN;,(.),(.),Pause,"",NUM,CD,ccomp,let,4,(.),6,I,24,2,I,24
299531,41,18,21.820,22.774,0.954,L,97,18,2,1,1,KRISTIN;,typically,typically,Word,"",ADV,RB,advmod,23.961,,typically,6,I,25,2,I,25
299532,41,18,21.820,22.774,0.954,O,98,18,3,,,KRISTIN;,",",",",EndNote,continuing,PUNCT,",",punct,23.961,,",",6,O,26,2,O,26
299534,41,19,22.774,23.961,1.187,B,100,19,1,,,KRISTIN;,(H),(H),Vocalism,"",NOUN,NN,npadvmod,(.),96,(h),6,I,28,2,I,28
299535,41,19,22.774,23.961,1.187,I,101,19,2,1,4,KRISTIN;,that,that,Word,"",SCONJ,IN,dobj,need,104,that,6,I,29,2,I,29
299536,41,19,22.774,23.961,1.187,I,102,19,3,2,3,KRISTIN;,you,you,Word,"",PRON,PRP,nsubj,need,104,-PRON-,6,I,30,2,I,30
299537,41,19,22.774,23.961,1.187,I,103,19,4,3,2,KRISTIN;,would,would,Word,"",VERB,MD,aux,need,104,would,6,I,31,2,I,31
299538,41,19,22.774,23.961,1.187,L,104,19,5,4,1,KRISTIN;,need,need,Word,"",VERB,VB,ccomp,let,4,need,6,I,32,2,L,32
299539,41,19,22.774,23.961,1.187,O,105,19,6,,,KRISTIN;,.,.,EndNote,final,PUNCT,.,punct,let,4,.,6,O,33,2,O,33
299541,41,20,23.961,25.975,2.014,B,107,20,1,1,11,KRISTIN;,D–,D,Word,"",NOUN,NN,compound,we–,108,d–,6,I,35,5,B,35
299542,41,20,23.961,25.975,2.014,I,108,20,2,2,10,KRISTIN;,we–,we,Word,"",INTJ,UH,dep,do,112,we–,6,I,36,5,I,36
299543,41,20,23.961,25.975,2.014,I,109,20,3,3,9,KRISTIN;,we,we,Word,"",PRON,PRP,nsubj,do,112,-PRON-,6,I,37,5,I,37
299544,41,20,23.961,25.975,2.014,I,110,20,4,4,8,KRISTIN;,did,did,Word,"",AUX,VBD,aux,do,112,do,6,I,38,5,I,38
299545,41,20,23.961,25.975,2.014,I,111,20,5,5,7,KRISTIN;,n't,n't,Word,"",PART,RB,neg,do,112,not,6,I,39,5,I,39
299546,41,20,23.961,25.975,2.014,I,112,20,6,6,6,KRISTIN;,do,do,Word,"",AUX,VB,ccomp,let,4,do,6,I,40,5,I,40
299547,41,20,23.961,25.975,2.014,I,113,20,7,7,5,KRISTIN;,this,this,Word,"",DET,DT,det,time,115,this,6,I,41,5,I,41
299548,41,20,23.961,25.975,2.014,I,114,20,8,8,4,KRISTIN;,last,last,Word,"",ADJ,JJ,amod,time,115,last,6,I,42,5,I,42
299549,41,20,23.961,25.975,2.014,I,115,20,9,9,3,KRISTIN;,time,time,Word,"",NOUN,NN,npadvmod,do,112,time,6,I,43,5,I,43
299550,41,20,23.961,25.975,2.014,I,116,20,10,10,2,KRISTIN;,did,did,Word,"",AUX,VBD,ccomp,let,4,do,6,I,44,5,I,44
299551,41,20,23.961,25.975,2.014,L,117,20,11,11,1,KRISTIN;,we,we,Word,"",PRON,PRP,nsubj,did,116,-PRON-,6,L,45,5,L,45
