longId,discoId,unitId,tokenId,order,place,agent,transcript,transcript_LDC,text,text_LDC,kind,endNote,back,clitic,hostId,noSpaceAfter,unitStart,unitEnd,unitLen,wordStart,wordEnd,wordTimeExact,POS_Spacy,tag_Spacy,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,overlap,Is Overlap,lag,Is Lag,pause,microPause,laugh,unclear,%word,_word,Pre-phonation,Pseudograph,turnId,turnOrder
394810,53,1,1,1,,X;,(.),..,(.),..,Pause,,,null,0,FALSE,0,0.7,3,,,TRUE,PUNCT,.,punct,X:,..,..,.,..,False,,False,0,False,0,1,,,,,,,1,1
394811,53,1,2,2,,X;,(COUGH),(COUGH),(COUGH),(COUGH),Vocalism,,,null,0,FALSE,0,0.7,3,0,0.7,FALSE,PUNCT,'',npadvmod,X:,(COUGH),(cough),(,GH),False,,False,0,False,0,0,,,,,,,1,2
394812,53,1,3,3,,X;,"","","","",Newline,,,null,0,TRUE,0,0.7,3,0,0.7,FALSE,SPACE,_SP,,(COUGH),"","","","",False,,False,0,False,0,0,,,,,,,1,3
394813,53,2,4,1,,JUDGE;,(...),...,(...),...,Pause,,,null,0,FALSE,0.7,3.9960000000000004,4,0.7,1.85,TRUE,PUNCT,.,punct,JUDGE:,...,...,.,...,False,,False,0,False,1,0,,,,,,,2,1
394814,53,2,5,2,1,JUDGE;,Okay,Okay,Okay,Okay,Word,,1,null,0,TRUE,0.7,3.9960000000000004,4,1.85,3.98,TRUE,INTJ,UH,intj,5.263,okay,okay,O,kay,True,,False,0,False,0,0,,,,,,,2,2
394815,53,2,6,3,,JUDGE;,",",",",",",",",EndNote,continuing,,null,0,TRUE,0.7,3.9960000000000004,4,3.996,3.996,TRUE,PUNCT,",",punct,5.263,",",",",",",",",False,,False,0,False,0,0,,,,,,,2,3
394816,53,2,7,4,,JUDGE;,"","","","",Newline,,,null,0,TRUE,0.7,3.9960000000000004,4,3.996,3.996,TRUE,SPACE,_SP,,",","","","","",False,,False,0,False,0,0,,,,,,,2,4
394817,53,3,8,1,1,JUDGE;,the,the,the,the,Word,,6,null,0,FALSE,3.9960000000000004,5.263,8,3.996,4.056,TRUE,DET,DT,det,case,the,the,t,the,True,,False,0,False,0,0,,,,,,,2,5
394818,53,3,9,2,2,JUDGE;,next,next,next,next,Word,,5,null,0,FALSE,3.9960000000000004,5.263,8,4.056,4.256,TRUE,ADJ,JJ,amod,case,next,next,n,ext,True,,False,0,False,0,0,,,,,,,2,6
394819,53,3,10,3,3,JUDGE;,case,case,case,case,Word,,4,null,0,FALSE,3.9960000000000004,5.263,8,4.256,4.516,TRUE,NOUN,NN,nsubj,be=,case,case,c,ase,True,,False,0,False,0,0,,,,,,,2,7
