wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0,But,Bu[:t
2,1,1,anyway,|anyway
3,1,2, ,.
4,2,0, ,[
5,2,1,Hm,|Hm]
6,2,2, ,.
7,3,0,He's,|He's]
8,3,1,a,a
9,3,2,good,good
10,3,3,kid,kid
11,3,4, ,.
12,4,0, ,..
13,4,1,NYeah,N_Yeah
14,4,2, ,.
15,5,0, ,..
16,5,1,Well,Well
17,5,2,listen,listen
18,5,3, ,.
19,6,0,You,You
20,6,1,have,have
21,6,2,a,a
22,6,3,merry,merry
23,6,4,Christmas,Christ[mas
24,6,5, ,","
25,7,0,Well,[Well
26,7,1,you,|you
27,7,2,too,|too]
28,7,3, ,.
29,8,0,Who,|Who
30,8,1,else,|else
31,8,2,is,|is
32,8,3,there,|there]
33,8,4, ,.
34,9,0, ,...
35,9,1,Hunh,Hunh
36,9,2, ,?
37,10,0, ,..
38,10,1,Who,Who
39,10,2,else,else
40,10,3,is,is
41,10,4,there,there
42,10,5, ,.
43,11,0, ,...
44,11,1,I,I
45,11,2,don't,don't
46,11,3,know,know
47,11,4, ,","
48,12,0,I,I
49,12,1,don't,don't
50,12,2,know,know
51,12,3,who,who
52,12,4,you've,you've
53,12,5,talked,talked
54,12,6,to,to
55,12,7,or,or
56,12,8,not,no[t
57,12,9,yet,|#yet]
58,12,10, ,.
59,13,0,I,[I
60,13,1,talked,|talk]ed
61,13,2,to,to
62,13,3,Jenny,~Jenny
63,13,4, ,","
64,14,0,Danny,~Danny
65,14,1, ,","
66,15,0,and,and
67,15,1,now,now
68,15,2,you,you
69,15,3, ,.
70,16,0,Now,Now
71,16,1,who,who
72,16,2,else,el[se].
73,16,3, , 
74,17,0,Oh,[Oh]
75,17,1, ,.
76,18,0,Here's,Here's
77,18,1,Darlene,~Darlene
78,18,2, ,.
79,19,0, ,@@[@@]
80,20,0,Okay,[Okay]
81,20,1, ,.
82,21,0,Okay,Okay
83,21,1, ,?
84,22,0,She's,She's
85,22,1,coming,coming
86,22,2,out,out
87,22,3,here,here
88,22,4,and,and
89,22,5,making,making
90,22,6,herself,herself
91,22,7,comfortable,comfortable
92,22,8, ,.
93,23,0,And,And
94,23,1, ,@
95,23,2, ,","
96,24,0,ha,ha
97,24,1,ha,ha
98,24,2, ,.
99,25,0,Here,Here
100,25,1,she,she
101,25,2,is,is
102,25,3, ,.
103,26,0,Okay,[Okay]
104,26,1, ,.
105,27,0,Have,[Have
106,27,1,a,|a
107,27,2,merry,|merry]
108,27,3,Christmas,Christmas
109,27,4, ,.
110,28,0, ,..
111,28,1,Merry,Merry
112,28,2,Christmas,Christmas
113,28,3, ,.
114,29,0, ,[:]
115,30,0,I,[I
116,30,1,didn't,|didn't
117,30,2,wanna,|wanna]
118,30,3,sit,sit
119,30,4,on,on
120,30,5,all,all
121,30,6,the,the
122,30,7,birdie,birdie
123,30,8,poop,poop
124,30,9,on,on
125,30,10,the,the
126,30,11, ,","
127,31,0, ,...
128,31,1,on,on
129,31,2,the,the
130,31,3,swing,swing
131,31,4, ,?
132,32,0, ,...
133,32,1,Yeah,[Yeah
134,32,2,possibly,|#possibly]
135,32,3, ,.
136,33,0,You,[You
137,33,1,what,|what]
138,33,2, ,?
139,34,0, ,..
140,34,1,Oh,Oh
141,34,2, ,","
142,35,0,you're,you're
143,35,1,out,out
144,35,2,on,[on
145,35,3,the,|the
146,35,4,swing,|swing]
147,35,5, ,.
148,36,0,Oh,[Oh:
149,36,1,the,|the]
150,36,2,birdie,@birdie
151,36,3, ,--
152,37,0,Yeah,Yeah:
153,37,1, ,","
