wordID,wID,uID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList","inBoxList",aligned,void,stretch,replaceWord
2233,0,437,5,5,670.00,0,that,"{}","{}",1,0,0, 
2234,0,437,6,6,770.00,0,.,"{}","{}",1,0,0, 
2235,0,438,0,0,170.00,0,You,"{}","{}",1,0,0, 
2236,0,438,1,1,270.00,0,can't,"{}","{}",1,0,0, 
2237,0,438,2,2,370.00,0,[do,"{}","{}",1,0,0, 
2238,0,438,3,3,470.00,0,|it],"{}","{}",1,0,0, 
2239,0,438,4,4,570.00,0,when,"{}","{}",1,0,0, 
2240,0,438,5,5,670.00,0,it's,"{}","{}",1,0,0, 
2241,0,438,6,6,770.00,0,in,"{}","{}",1,0,0, 
2242,0,438,7,7,870.00,0,the,"{}","{}",1,0,0, 
2243,0,438,8,8,970.00,0,..,"{}","{}",1,0,0, 
2244,0,438,9,9,1070.00,0,absolute,"{}","{}",1,0,0, 
2245,0,438,10,10,1170.00,0,value,"{}","{}",1,0,0, 
2246,0,438,11,11,1270.00,0,",","{}","{}",1,0,0, 
2247,0,439,0,0,170.00,0,[##],"{}","{}",1,0,0, 
2248,0,440,0,0,170.00,0,though,"{}","{}",1,0,0, 
2249,0,440,1,1,270.00,0,.,"{}","{}",1,0,0, 
2250,0,441,0,0,170.00,0,...,"{}","{}",1,0,0, 
2251,0,441,1,1,270.00,0,Well,"{}","{}",1,0,0, 
2252,0,441,2,2,370.00,0,I,"{}","{}",1,0,0, 
2253,0,441,3,3,470.00,0,did,"{}","{}",1,0,0, 
2254,0,441,4,4,570.00,0,..,"{}","{}",1,0,0, 
2255,0,441,5,5,670.00,0,right,"{}","{}",1,0,0, 
2256,0,441,6,6,770.00,0,there,"{}","{}",1,0,0, 
2257,0,441,7,7,870.00,0,.,"{}","{}",1,0,0, 
2258,0,442,0,0,170.00,0,...,"{}","{}",1,0,0, 
2259,0,442,1,1,270.00,0,Is,"{}","{}",1,0,0, 
2260,0,442,2,2,370.00,0,that,"{}","{}",1,0,0, 
2261,0,442,3,3,470.00,0,why,"{}","{}",1,0,0, 
2262,0,442,4,4,570.00,0,I,"{}","{}",1,0,0, 
2263,0,442,5,5,670.00,0,missed,"{}","{}",1,0,0, 
2264,0,442,6,6,770.00,0,it,"{}","{}",1,0,0, 
2265,0,442,7,7,870.00,0,?,"{}","{}",1,0,0, 
2266,0,443,0,0,170.00,0,...,"{}","{}",1,0,0, 
2267,0,443,1,1,270.00,0,But,"{}","{}",1,0,0, 
2268,0,443,2,2,370.00,0,see,"{}","{}",1,0,0, 
2269,0,443,3,3,470.00,0,if,"{}","{}",1,0,0, 
2270,0,443,4,4,570.00,0,you,"{}","{}",1,0,0, 
2271,0,443,5,5,670.00,0,wanna,"{}","{}",1,0,0, 
2272,0,443,6,6,770.00,0,do,"{}","{}",1,0,0, 
2273,0,443,7,7,870.00,0,that,"{}","{}",1,0,0, 
2274,0,443,8,8,970.00,0,",","{}","{}",1,0,0, 
2275,0,444,0,0,170.00,0,then,"{}","{}",1,0,0, 
2276,0,444,1,1,270.00,0,at,"{}","{}",1,0,0, 
2277,0,444,2,2,370.00,0,first,"{}","{}",1,0,0, 
2278,0,444,3,3,470.00,0,[you,"{}","{}",1,0,0, 
2279,0,444,4,4,570.00,0,|bring],"{}","{}",1,0,0, 
2280,0,444,5,5,670.00,0,",","{}","{}",1,0,0, 
2281,0,445,0,0,170.00,0,[,"{}","{}",1,0,0, 
2282,0,445,1,1,270.00,0,|So],"{}","{}",1,0,0, 
2283,0,445,2,2,370.00,0,I,"{}","{}",1,0,0, 
2284,0,445,3,3,470.00,0,only,"{}","{}",1,0,0, 
2285,0,445,4,4,570.00,0,did,"{}","{}",1,0,0, 
2286,0,445,5,5,670.00,0,one,"{}","{}",1,0,0, 
2287,0,445,6,6,770.00,0,part,"{}","{}",1,0,0, 
2288,0,445,7,7,870.00,0,of,"{}","{}",1,0,0, 
2289,0,445,8,8,970.00,0,it,"{}","{}",1,0,0, 
2290,0,445,9,9,1070.00,0,[2in,"{}","{}",1,0,0, 
2291,0,445,10,10,1170.00,0,|2other,"{}","{}",1,0,0, 
2292,0,445,11,11,1270.00,0,|2words],"{}","{}",1,0,0, 
2293,0,445,12,12,1370.00,0,.,"{}","{}",1,0,0, 
2294,0,446,0,0,170.00,0,[2Mhm],"{}","{}",1,0,0, 
2295,0,446,1,1,270.00,0,.,"{}","{}",1,0,0, 
2296,0,447,0,0,170.00,0,...,"{}","{}",1,0,0, 
2297,0,447,1,1,270.00,0,Just,"{}","{}",1,0,0, 
2298,0,447,2,2,370.00,0,bring,"{}","{}",1,0,0, 
2299,0,447,3,3,470.00,0,nega-,"{}","{}",1,0,0, 
2300,0,447,4,4,570.00,0,--,"{}","{}",1,0,0, 
2301,0,448,0,0,170.00,0,..,"{}","{}",1,0,0, 
2302,0,448,1,1,270.00,0,Just,"{}","{}",1,0,0, 
2303,0,448,2,2,370.00,0,bring,"{}","{}",1,0,0, 
2304,0,448,3,3,470.00,0,"twothirds,","{}","{}",1,0,0, 
2305,0,448,4,4,570.00,0,"-,","{}","{}",1,0,0, 
2306,0,449,0,0,170.00,0,...,"{}","{}",1,0,0, 
2307,0,449,1,1,270.00,0,over,"{}","{}",1,0,0, 
2308,0,449,2,2,370.00,0,to,"{}","{}",1,0,0, 
2309,0,449,3,3,470.00,0,the,"{}","{}",1,0,0, 
2310,0,449,4,4,570.00,0,other,"{}","{}",1,0,0, 
2311,0,449,5,5,670.00,0,side,"{}","{}",1,0,0, 
2312,0,449,6,6,770.00,0,.,"{}","{}",1,0,0, 
2313,0,450,0,0,170.00,0,Negative,"{}","{}",1,0,0, 
2314,0,450,1,1,270.00,0,"twothirds,","{}","{}",1,0,0, 
2315,0,450,2,2,370.00,0,"-,","{}","{}",1,0,0, 
2316,0,451,0,0,170.00,0,over,"{}","{}",1,0,0, 
2317,0,451,1,1,270.00,0,to,"{}","{}",1,0,0, 
2318,0,451,2,2,370.00,0,the,"{}","{}",1,0,0, 
2319,0,451,3,3,470.00,0,other,"{}","{}",1,0,0, 
2320,0,451,4,4,570.00,0,side,"{}","{}",1,0,0, 
2321,0,451,5,5,670.00,0,.,"{}","{}",1,0,0, 
2322,0,452,0,0,170.00,0,...,"{}","{}",1,0,0, 
2323,0,452,1,1,270.00,0,And,"{}","{}",1,0,0, 
2324,0,452,2,2,370.00,0,make,"{}","{}",1,0,0, 
2325,0,452,3,3,470.00,0,it,"{}","{}",1,0,0, 
2326,0,452,4,4,570.00,0,equal,"{}","{}",1,0,0, 
2327,0,452,5,5,670.00,0,to,"{}","{}",1,0,0, 
2328,0,452,6,6,770.00,0,zero,"{}","{}",1,0,0, 
2329,0,452,7,7,870.00,0,?,"{}","{}",1,0,0, 
2330,0,453,0,0,170.00,0,...,"{}","{}",1,0,0, 
2331,0,453,1,1,270.00,0,No,"{}","{}",1,0,0, 
2332,0,453,2,2,370.00,0,.,"{}","{}",1,0,0, 
2333,0,454,0,0,170.00,0,No,"{}","{}",1,0,0, 
2334,0,454,1,1,270.00,0,keep,"{}","{}",1,0,0, 
2335,0,454,2,2,370.00,0,that,"{}","{}",1,0,0, 
2336,0,454,3,3,470.00,0,there,"{}","{}",1,0,0, 
2337,0,454,4,4,570.00,0,",","{}","{}",1,0,0, 
2338,0,455,0,0,170.00,0,..,"{}","{}",1,0,0, 
2339,0,455,1,1,270.00,0,But,"{}","{}",1,0,0, 
2340,0,455,2,2,370.00,0,then,"{}","{}",1,0,0, 
2341,0,455,3,3,470.00,0,have,"{}","{}",1,0,0, 
2342,0,455,4,4,570.00,0,",","{}","{}",1,0,0, 
2343,0,456,0,0,170.00,0,Another,"{}","{}",1,0,0, 
2344,0,456,1,1,270.00,0,one,"{}","{}",1,0,0, 
2345,0,456,2,2,370.00,0,over,"{}","{}",1,0,0, 
2346,0,456,3,3,470.00,0,there,"{}","{}",1,0,0, 
2347,0,456,4,4,570.00,0,?,"{}","{}",1,0,0, 
2348,0,457,0,0,170.00,0,Yeah,"{}","{}",1,0,0, 
2349,0,457,1,1,270.00,0,",","{}","{}",1,0,0, 
2350,0,458,0,0,170.00,0,have,"{}","{}",1,0,0, 
2351,0,458,1,1,270.00,0,",","{}","{}",1,0,0, 
2352,0,459,0,0,170.00,0,...,"{}","{}",1,0,0, 
2353,0,459,1,1,270.00,0,is,"{}","{}",1,0,0, 
2354,0,459,2,2,370.00,0,..,"{}","{}",1,0,0, 
2355,0,459,3,3,470.00,0,less,"{}","{}",1,0,0, 
2356,0,459,4,4,570.00,0,than,"{}","{}",1,0,0, 
2357,0,459,5,5,670.00,0,or,"{}","{}",1,0,0, 
2358,0,459,6,6,770.00,0,equal,"{}","{}",1,0,0, 
2359,0,459,7,7,870.00,0,to,"{}","{}",1,0,0, 
2360,0,459,8,8,970.00,0,",","{}","{}",1,0,0, 
2361,0,460,0,0,170.00,0,..,"{}","{}",1,0,0, 
2362,0,460,1,1,270.00,0,negative,"{}","{}",1,0,0, 
2363,0,460,2,2,370.00,0,two,"{}","{}",1,0,0, 
2364,0,460,3,3,470.00,0,...,"{}","{}",1,0,0, 
2365,0,460,4,4,570.00,0,thirds,"{}","{}",1,0,0, 
2366,0,460,5,5,670.00,0,.,"{}","{}",1,0,0, 
2367,0,461,0,0,170.00,0,...,"{}","{}",1,0,0, 
2368,0,461,1,1,270.00,0,And,"{}","{}",1,0,0, 
2369,0,461,2,2,370.00,0,that's,"{}","{}",1,0,0, 
2370,0,461,3,3,470.00,0,not,"{}","{}",1,0,0, 
2371,0,461,4,4,570.00,0,absolute,"{}","{}",1,0,0, 
2372,0,461,5,5,670.00,0,value,"{}","{}",1,0,0, 
2373,0,461,6,6,770.00,0,anymore,"{}","{}",1,0,0, 
2374,0,461,7,7,870.00,0,.,"{}","{}",1,0,0, 
2375,0,462,0,0,170.00,0,...,"{}","{}",1,0,0, 
2376,0,462,1,1,270.00,0,Well,"{}","{}",1,0,0, 
2377,0,462,2,2,370.00,0,see:,"{}","{}",1,0,0, 
2378,0,462,3,3,470.00,0,",","{}","{}",1,0,0, 
2379,0,463,0,0,170.00,0,...,"{}","{}",1,0,0, 
2380,0,463,1,1,270.00,0,we've,"{}","{}",1,0,0, 
2381,0,463,2,2,370.00,0,never,"{}","{}",1,0,0, 
2382,0,463,3,3,470.00,0,done,"{}","{}",1,0,0, 
2383,0,463,4,4,570.00,0,it,"{}","{}",1,0,0, 
2384,0,463,5,5,670.00,0,like,"{}","{}",1,0,0, 
2385,0,463,6,6,770.00,0,that,"{}","{}",1,0,0, 
2386,0,463,7,7,870.00,0,.,"{}","{}",1,0,0, 
2387,0,464,0,0,170.00,0,@@@,"{}","{}",1,0,0, 
2388,0,465,0,0,170.00,0,...,"{}","{}",1,0,0, 
2389,0,465,1,1,270.00,0,Let,"{}","{}",1,0,0, 
2390,0,465,2,2,370.00,0,me,"{}","{}",1,0,0, 
2391,0,465,3,3,470.00,0,see,"{}","{}",1,0,0, 
2392,0,465,4,4,570.00,0,.,"{}","{}",1,0,0, 
2393,0,466,0,0,170.00,0,...,"{}","{}",1,0,0, 
2394,0,466,1,1,270.00,0,If,"{}","{}",1,0,0, 
2395,0,466,2,2,370.00,0,that's,"{}","{}",1,0,0, 
2396,0,466,3,3,470.00,0,how,"{}","{}",1,0,0, 
2397,0,466,4,4,570.00,0,you,"{}","{}",1,0,0, 
2398,0,466,5,5,670.00,0,do,"{}","{}",1,0,0, 
2399,0,466,6,6,770.00,0,it,"{}","{}",1,0,0, 
2400,0,466,7,7,870.00,0,.,"{}","{}",1,0,0, 
2401,0,467,0,0,170.00,0,...,"{}","{}",1,0,0, 
2402,0,467,1,1,270.00,0,I,"{}","{}",1,0,0, 
2403,0,467,2,2,370.00,0,mean,"{}","{}",1,0,0, 
2404,0,467,3,3,470.00,0,I'm,"{}","{}",1,0,0, 
2405,0,467,4,4,570.00,0,sure,"{}","{}",1,0,0, 
2406,0,467,5,5,670.00,0,you,"{}","{}",1,0,0, 
2407,0,467,6,6,770.00,0,probably,"{}","{}",1,0,0, 
2408,0,467,7,7,870.00,0,can,"{}","{}",1,0,0, 
2409,0,467,8,8,970.00,0,do,"{}","{}",1,0,0, 
2410,0,467,9,9,1070.00,0,it,"{}","{}",1,0,0, 
2411,0,467,10,10,1170.00,0,that,"{}","{}",1,0,0, 
2412,0,467,11,11,1270.00,0,[way:],"{}","{}",1,0,0, 
2413,0,467,12,12,1370.00,0,.,"{}","{}",1,0,0, 
2414,0,468,0,0,170.00,0,[I,"{}","{}",1,0,0, 
2415,0,468,1,1,270.00,0,|don't,"{}","{}",1,0,0, 
2416,0,468,2,2,370.00,0,|know:],"{}","{}",1,0,0, 
2417,0,468,3,3,470.00,0,",","{}","{}",1,0,0, 
2418,0,469,0,0,170.00,0,if,"{}","{}",1,0,0, 
2419,0,469,1,1,270.00,0,that's,"{}","{}",1,0,0, 
2420,0,469,2,2,370.00,0,how,"{}","{}",1,0,0, 
2421,0,469,3,3,470.00,0,you,"{}","{}",1,0,0, 
2422,0,469,4,4,570.00,0,do,"{}","{}",1,0,0, 
2423,0,469,5,5,670.00,0,it,"{}","{}",1,0,0, 
2424,0,469,6,6,770.00,0,or,"{}","{}",1,0,0, 
2425,0,469,7,7,870.00,0,not,"{}","{}",1,0,0, 
2426,0,469,8,8,970.00,0,.,"{}","{}",1,0,0, 
2427,0,470,0,0,170.00,0,...,"{}","{}",1,0,0, 
2428,0,470,1,1,270.00,0,Cause,"{}","{}",1,0,0, 
2429,0,470,2,2,370.00,0,",","{}","{}",1,0,0, 
2430,0,471,0,0,170.00,0,I,"{}","{}",1,0,0, 
2431,0,471,1,1,270.00,0,haven't,"{}","{}",1,0,0, 
2432,0,471,2,2,370.00,0,done,"{}","{}",1,0,0, 
2433,0,471,3,3,470.00,0,this,"{}","{}",1,0,0, 
2434,0,471,4,4,570.00,0,",","{}","{}",1,0,0, 
2435,0,472,0,0,170.00,0,...,"{}","{}",1,0,0, 
2436,0,472,1,1,270.00,0,in,"{}","{}",1,0,0, 
2437,0,472,2,2,370.00,0,probably,"{}","{}",1,0,0, 
2438,0,472,3,3,470.00,0,about,"{}","{}",1,0,0, 
2439,0,472,4,4,570.00,0,as,"{}","{}",1,0,0, 
2440,0,472,5,5,670.00,0,long,"{}","{}",1,0,0, 
2441,0,472,6,6,770.00,0,as,"{}","{}",1,0,0, 
2442,0,472,7,7,870.00,0,you,"{}","{}",1,0,0, 
2443,0,472,8,8,970.00,0,have,"{}","{}",1,0,0, 
2444,0,472,9,9,1070.00,0,.,"{}","{}",1,0,0, 
2445,0,473,0,0,170.00,0,..,"{}","{}",1,0,0, 
2446,0,473,1,1,270.00,0,Oops,"{}","{}",1,0,0, 
2447,0,473,2,2,370.00,0,.,"{}","{}",1,0,0, 
2448,0,474,0,0,170.00,0,...,"{}","{}",1,0,0, 
2449,0,474,1,1,270.00,0,...,"{}","{}",1,0,0, 
2450,0,474,2,2,370.00,0,God,"{}","{}",1,0,0, 
2451,0,474,3,3,470.00,0,.,"{}","{}",1,0,0, 
2452,0,475,0,0,170.00,0,...,"{}","{}",1,0,0, 
2453,0,475,1,1,270.00,0,It's,"{}","{}",1,0,0, 
2454,0,475,2,2,370.00,0,my,"{}","{}",1,0,0, 
2455,0,475,3,3,470.00,0,own,"{}","{}",1,0,0, 
2456,0,475,4,4,570.00,0,fault,"{}","{}",1,0,0, 
2457,0,475,5,5,670.00,0,",","{}","{}",1,0,0, 
2458,0,476,0,0,170.00,0,I,"{}","{}",1,0,0, 
2459,0,476,1,1,270.00,0,shouldn't,"{}","{}",1,0,0, 
2460,0,476,2,2,370.00,0,have,"{}","{}",1,0,0, 
2461,0,476,3,3,470.00,0,waited,"{}","{}",1,0,0, 
2462,0,476,4,4,570.00,0,.,"{}","{}",1,0,0, 
2463,0,477,0,0,170.00,0,...,"{}","{}",1,0,0, 
2464,0,477,1,1,270.00,0,so,"{}","{}",1,0,0, 
2465,0,477,2,2,370.00,0,long,"{}","{}",1,0,0, 
2466,0,477,3,3,470.00,0,to,"{}","{}",1,0,0, 
2467,0,477,4,4,570.00,0,get,"{}","{}",1,0,0, 
2468,0,477,5,5,670.00,0,math,"{}","{}",1,0,0, 
2469,0,477,6,6,770.00,0,over,"{}","{}",1,0,0, 
2470,0,477,7,7,870.00,0,with,"{}","{}",1,0,0, 
2471,0,477,8,8,970.00,0,.,"{}","{}",1,0,0, 
2472,0,478,0,0,170.00,0,...,"{}","{}",1,0,0, 
2473,0,478,1,1,270.00,0,I,"{}","{}",1,0,0, 
2474,0,478,2,2,370.00,0,should've,"{}","{}",1,0,0, 
2475,0,478,3,3,470.00,0,g:ot,"{}","{}",1,0,0, 
2476,0,478,4,4,570.00,0,it,"{}","{}",1,0,0, 
2477,0,478,5,5,670.00,0,over,"{}","{}",1,0,0, 
2478,0,478,6,6,770.00,0,with,"{}","{}",1,0,0, 
2479,0,478,7,7,870.00,0,right,"{}","{}",1,0,0, 
2480,0,478,8,8,970.00,0,out,"{}","{}",1,0,0, 
2481,0,478,9,9,1070.00,0,",","{}","{}",1,0,0, 
2482,0,479,0,0,170.00,0,right,"{}","{}",1,0,0, 
2483,0,479,1,1,270.00,0,out,"{}","{}",1,0,0, 
2484,0,479,2,2,370.00,0,of,"{}","{}",1,0,0, 
2485,0,479,3,3,470.00,0,high,"{}","{}",1,0,0, 
2486,0,479,4,4,570.00,0,school,"{}","{}",1,0,0, 
2487,0,479,5,5,670.00,0,.,"{}","{}",1,0,0, 
2488,0,480,0,0,170.00,0,...,"{}","{}",1,0,0, 
2489,0,481,0,0,170.00,0,{SIP},"{}","{}",1,0,0, 
2490,0,482,0,0,170.00,0,Oo[:],"{}","{}",1,0,0, 
2491,0,482,1,1,270.00,0,.,"{}","{}",1,0,0, 
2492,0,483,0,0,170.00,0,[],"{}","{}",1,0,0, 
2493,0,484,0,0,170.00,0,...,"{}","{}",1,0,0, 
2494,0,484,1,1,270.00,0,A,"{}","{}",1,0,0, 
2495,0,484,2,2,370.00,0,bu:g,"{}","{}",1,0,0, 
2496,0,484,3,3,470.00,0,.,"{}","{}",1,0,0, 
2497,0,485,0,0,170.00,0,...,"{}","{}",1,0,0, 
2498,0,485,1,1,270.00,0,Hey,"{}","{}",1,0,0, 
2499,0,485,2,2,370.00,0,Le:ah,"{}","{}",1,0,0, 
2500,0,485,3,3,470.00,0,.,"{}","{}",1,0,0, 
2501,0,486,0,0,170.00,0,...,"{}","{}",1,0,0, 
2502,0,486,1,1,270.00,0,...,"{}","{}",1,0,0, 
2503,0,486,2,2,370.00,0,She,"{}","{}",1,0,0, 
2504,0,486,3,3,470.00,0,looks,"{}","{}",1,0,0, 
2505,0,486,4,4,570.00,0,so,"{}","{}",1,0,0, 
2506,0,486,5,5,670.00,0,ti:red,"{}","{}",1,0,0, 
2507,0,486,6,6,770.00,0,",","{}","{}",1,0,0, 
2508,0,487,0,0,170.00,0,...,"{}","{}",1,0,0, 
2509,0,487,1,1,270.00,0,I,"{}","{}",1,0,0, 
2510,0,487,2,2,370.00,0,know,"{}","{}",1,0,0, 
2511,0,487,3,3,470.00,0,.,"{}","{}",1,0,0, 
2512,0,488,0,0,170.00,0,...,"{}","{}",1,0,0, 
2513,0,488,1,1,270.00,0,She's,"{}","{}",1,0,0, 
2514,0,488,2,2,370.00,0,eating,"{}","{}",1,0,0, 
2515,0,488,3,3,470.00,0,that,"{}","{}",1,0,0, 
2516,0,488,4,4,570.00,0,bu:g,"{}","{}",1,0,0, 
2517,0,488,5,5,670.00,0,.,"{}","{}",1,0,0, 
2518,0,489,0,0,170.00,0,...,"{}","{}",1,0,0, 
2519,0,489,1,1,270.00,0,@@@@@,"{}","{}",1,0,0, 
2520,0,489,2,2,370.00,0,@,"{}","{}",1,0,0, 
2521,0,490,0,0,170.00,0,...,"{}","{}",1,0,0, 
2522,0,490,1,1,270.00,0,[Is,"{}","{}",1,0,0, 
2523,0,490,2,2,370.00,0,|that,"{}","{}",1,0,0, 
2524,0,490,3,3,470.00,0,|what,"{}","{}",1,0,0, 
2525,0,490,4,4,570.00,0,|she's],"{}","{}",1,0,0, 
2526,0,490,5,5,670.00,0,doing,"{}","{}",1,0,0, 
2527,0,490,6,6,770.00,0,?,"{}","{}",1,0,0, 
2528,0,491,0,0,170.00,0,[Yuck],"{}","{}",1,0,0, 
2529,0,491,1,1,270.00,0,.,"{}","{}",1,0,0, 
2530,0,492,0,0,170.00,0,...,"{}","{}",1,0,0, 
2531,0,492,1,1,270.00,0,I,"{}","{}",1,0,0, 
2532,0,492,2,2,370.00,0,guess,"{}","{}",1,0,0, 
2533,0,492,3,3,470.00,0,.,"{}","{}",1,0,0, 
2534,0,493,0,0,170.00,0,...,"{}","{}",1,0,0, 
2535,0,493,1,1,270.00,0,Yeah,"{}","{}",1,0,0, 
2536,0,493,2,2,370.00,0,",","{}","{}",1,0,0, 
2537,0,494,0,0,170.00,0,that's,"{}","{}",1,0,0, 
2538,0,494,1,1,270.00,0,how,"{}","{}",1,0,0, 
2539,0,494,2,2,370.00,0,you,"{}","{}",1,0,0, 
2540,0,494,3,3,470.00,0,do,"{}","{}",1,0,0, 
2541,0,494,4,4,570.00,0,it,"{}","{}",1,0,0, 
2542,0,494,5,5,670.00,0,.,"{}","{}",1,0,0, 
2543,0,495,0,0,170.00,0,...,"{}","{}",1,0,0, 
2544,0,495,1,1,270.00,0,You,"{}","{}",1,0,0, 
2545,0,495,2,2,370.00,0,can,"{}","{}",1,0,0, 
2546,0,495,3,3,470.00,0,do,"{}","{}",1,0,0, 
2547,0,495,4,4,570.00,0,it,"{}","{}",1,0,0, 
2548,0,495,5,5,670.00,0,that,"{}","{}",1,0,0, 
2549,0,495,6,6,770.00,0,way,"{}","{}",1,0,0, 
2550,0,495,7,7,870.00,0,?,"{}","{}",1,0,0, 
2551,0,496,0,0,170.00,0,..,"{}","{}",1,0,0, 
2552,0,496,1,1,270.00,0,Mhm,"{}","{}",1,0,0, 
2553,0,496,2,2,370.00,0,.,"{}","{}",1,0,0, 
2554,0,497,0,0,170.00,0,...,"{}","{}",1,0,0, 
2555,0,497,1,1,270.00,0,Let,"{}","{}",1,0,0, 
2556,0,497,2,2,370.00,0,me,"{}","{}",1,0,0, 
2557,0,497,3,3,470.00,0,see,"{}","{}",1,0,0, 
2558,0,497,4,4,570.00,0,the,"{}","{}",1,0,0, 
2559,0,497,5,5,670.00,0,pencil,"{}","{}",1,0,0, 
2560,0,497,6,6,770.00,0,.,"{}","{}",1,0,0, 
2561,0,498,0,0,170.00,0,...,"{}","{}",1,0,0, 
2562,0,498,1,1,270.00,0,But,"{}","{}",1,0,0, 
2563,0,498,2,2,370.00,0,then,"{}","{}",1,0,0, 
2564,0,498,3,3,470.00,0,",","{}","{}",1,0,0, 
2565,0,499,0,0,170.00,0,I,"{}","{}",1,0,0, 
2566,0,499,1,1,270.00,0,didn't,"{}","{}",1,0,0, 
2567,0,499,2,2,370.00,0,get,"{}","{}",1,0,0, 
2568,0,499,3,3,470.00,0,what,"{}","{}",1,0,0, 
2569,0,499,4,4,570.00,0,she,"{}","{}",1,0,0, 
2570,0,499,5,5,670.00,0,got,"{}","{}",1,0,0, 
2571,0,499,6,6,770.00,0,.,"{}","{}",1,0,0, 
2572,0,500,0,0,170.00,0,...,"{}","{}",1,0,0, 
2573,0,500,1,1,270.00,0,I,"{}","{}",1,0,0, 
2574,0,500,2,2,370.00,0,guess,"{}","{}",1,0,0, 
2575,0,500,3,3,470.00,0,she,"{}","{}",1,0,0, 
2576,0,500,4,4,570.00,0,--,"{}","{}",1,0,0, 
2577,0,501,0,0,170.00,0,Yeah,"{}","{}",1,0,0, 
2578,0,501,1,1,270.00,0,",","{}","{}",1,0,0, 
2579,0,502,0,0,170.00,0,you,"{}","{}",1,0,0, 
2580,0,502,1,1,270.00,0,can,"{}","{}",1,0,0, 
2581,0,502,2,2,370.00,0,#put,"{}","{}",1,0,0, 
2582,0,502,3,3,470.00,0,#it,"{}","{}",1,0,0, 
2583,0,502,4,4,570.00,0,so,"{}","{}",1,0,0, 
2584,0,502,5,5,670.00,0,.,"{}","{}",1,0,0, 
2585,0,503,0,0,170.00,0,...,"{}","{}",1,0,0, 
2586,0,503,1,1,270.00,0,#square,"{}","{}",1,0,0, 
2587,0,503,2,2,370.00,0,#root,"{}","{}",1,0,0, 
2588,0,503,3,3,470.00,0,#of,"{}","{}",1,0,0, 
2589,0,503,4,4,570.00,0,#that,"{}","{}",1,0,0, 
2590,0,503,5,5,670.00,0,--,"{}","{}",1,0,0, 
2591,0,504,0,0,170.00,0,..,"{}","{}",1,0,0, 
2592,0,504,1,1,270.00,0,Oh,"{}","{}",1,0,0, 
2593,0,504,2,2,370.00,0,no,"{}","{}",1,0,0, 
2594,0,504,3,3,470.00,0,",","{}","{}",1,0,0, 
2595,0,505,0,0,170.00,0,it's,"{}","{}",1,0,0, 
2596,0,505,1,1,270.00,0,not,"{}","{}",1,0,0, 
2597,0,505,2,2,370.00,0,gonna,"{}","{}",1,0,0, 
2598,0,505,3,3,470.00,0,work,"{}","{}",1,0,0, 
2599,0,505,4,4,570.00,0,that,"{}","{}",1,0,0, 
2600,0,505,5,5,670.00,0,way,"{}","{}",1,0,0, 
2601,0,505,6,6,770.00,0,.,"{}","{}",1,0,0, 
2602,0,506,0,0,170.00,0,You,"{}","{}",1,0,0, 
2603,0,506,1,1,270.00,0,don't,"{}","{}",1,0,0, 
2604,0,506,2,2,370.00,0,have,"{}","{}",1,0,0, 
2605,0,506,3,3,470.00,0,it,"{}","{}",1,0,0, 
2606,0,506,4,4,570.00,0,in,"{}","{}",1,0,0, 
2607,0,506,5,5,670.00,0,the,"{}","{}",1,0,0, 
2608,0,506,6,6,770.00,0,middle,"{}","{}",1,0,0, 
2609,0,506,7,7,870.00,0,.,"{}","{}",1,0,0, 
2610,0,507,0,0,170.00,0,..,"{}","{}",1,0,0, 
2611,0,507,1,1,270.00,0,See,"{}","{}",1,0,0, 
2612,0,507,2,2,370.00,0,I,"{}","{}",1,0,0, 
2613,0,507,3,3,470.00,0,put,"{}","{}",1,0,0, 
2614,0,507,4,4,570.00,0,it,"{}","{}",1,0,0, 
2615,0,507,5,5,670.00,0,in,"{}","{}",1,0,0, 
2616,0,507,6,6,770.00,0,the,"{}","{}",1,0,0, 
2617,0,507,7,7,870.00,0,middle,"{}","{}",1,0,0, 
2618,0,507,8,8,970.00,0,?,"{}","{}",1,0,0, 
2619,0,508,0,0,170.00,0,..,"{}","{}",1,0,0, 
2620,0,508,1,1,270.00,0,Seven,"{}","{}",1,0,0, 
2621,0,508,2,2,370.00,0,..,"{}","{}",1,0,0, 
2622,0,508,3,3,470.00,0,halves,"{}","{}",1,0,0, 
2623,0,508,4,4,570.00,0,",","{}","{}",1,0,0, 
2624,0,509,0,0,170.00,0,is,"{}","{}",1,0,0, 
2625,0,509,1,1,270.00,0,greater,"{}","{}",1,0,0, 
2626,0,509,2,2,370.00,0,than,"{}","{}",1,0,0, 
2627,0,509,3,3,470.00,0,or,"{}","{}",1,0,0, 
2628,0,509,4,4,570.00,0,equal,"{}","{}",1,0,0, 
2629,0,509,5,5,670.00,0,to-,"{}","{}",1,0,0, 
2630,0,509,6,6,770.00,0,--,"{}","{}",1,0,0, 
2631,0,510,0,0,170.00,0,But,"{}","{}",1,0,0, 
2632,0,510,1,1,270.00,0,you,"{}","{}",1,0,0, 
2633,0,510,2,2,370.00,0,can't,"{}","{}",1,0,0, 
2634,0,510,3,3,470.00,0,put,"{}","{}",1,0,0, 
2635,0,510,4,4,570.00,0,it,"{}","{}",1,0,0, 
2636,0,510,5,5,670.00,0,in,"{}","{}",1,0,0, 
