wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0, ,..
2,1,1,Well,Well
3,1,2,I,I
4,1,3,went,went
5,1,4,to,to
6,1,5,this,this
7,1,6,church,church
8,1,7, ,","
9,2,0,and,and
10,2,1,this,this
11,2,2,is,is
12,2,3,very,very
13,2,4,interesting,interest[ing]
14,2,5, ,","
15,3,0,This,[This
16,3,1,is,|is
17,3,2,in,|in]
18,3,3,Meridia,Meridia
19,3,4, ,?
20,4,0, ,..
21,4,1,Merida,Merid[2a]
22,4,2, ,.
23,5,0,Merida,[2Me]rida
24,5,1, ,.
25,6,0,In,[3In
26,6,1,the,|3the
27,6,2,Yucatan,|3Yuca]tan
28,6,3, ,.
29,7,0,That's,[3That's
30,7,1,right,|3right]
31,7,2, ,.
32,8,0,And,And
33,8,1,it's,it's
34,8,2,lovely,lovely
35,8,3, ,.
36,9,0,The,The
37,9,1,people,people
38,9,2,are,are
39,9,3, ,..
40,9,4,sweet,sweet
41,9,5,and,and
42,9,6,nice,nice
43,9,7, ,","
44,10,0,they're,they're
45,10,1,little,little
46,10,2, ,","
47,11,0,they're,they're
48,11,1,dark,dark
49,11,2, ,","
50,12,0,they,they
51,12,1,all,all
52,12,2,wear,wear
53,12,3,white,white
54,12,4, ,","
55,13,0, ,..
56,13,1,and,and
57,13,2,the,the
58,13,3,city,city
59,13,4,is,is
60,13,5,quite,quite
61,13,6,nice,nice
62,13,7, ,.
63,14,0,It's,It's
64,14,1,a,a
65,14,2,very,very
66,14,3,manageable,manageable
67,14,4,size,size
68,14,5, ,.
69,15,0,Merida,Merida
70,15,1, ,.
71,16,0,You,You
72,16,1,can,[can
73,16,2, ,|..]
74,16,3, ,%-
75,16,4, ,--
76,17,0,Unhunh,[Unhunh]
77,17,1, ,?
78,18,0, ,..
79,18,1,You,You
80,18,2,know,know
81,18,3, ,","
82,19,0,walk,wal[k
83,19,1,around,|around
84,19,2,a,|a
85,19,3,lot,|lo]:t
86,19,4, ,","
87,20,0,Walk,[Walk
88,20,1,everywhere,|everywhere]
89,20,2, ,","
90,21,0,and,and
91,21,1, ,","
92,22,0,you,you
93,22,1,know,know
94,22,2, ,","
95,23,0,i,i-
96,23,1,i,i-
97,23,2,it's,it's
98,23,3,really,really
99,23,4,lovely,lovely
100,23,5, ,.
101,24,0,And,A:nd
102,24,1, ,","
103,25,0,uh,uh:
104,25,1, ,","
105,26,0, ,..
106,26,1,anyway,anyway
107,26,2,I,I
108,26,3,wen,wen-
109,26,4, ,--
110,27,0,And,And
111,27,1,th,th-
112,27,2, ,--
113,28,0,And,And
114,28,1,the,the:
115,28,2,twine,twine
116,28,3,makers,makers
117,28,4, ,","
118,29,0,the,the:
119,29,1,jute,jute
120,29,2,industry,industry
121,29,3,was,was
122,29,4,very,very
123,29,5,big,big
124,29,6,there,there
125,29,7,at,at
126,29,8,one,one
127,29,9,time,time
128,29,10, ,.
129,30,0,And,And
130,30,1,the,the
131,30,2,cemetery,cemetery
132,30,3, ,","
133,31,0,there's,there's
134,31,1,a,a
135,31,2, ,","
136,32,0, ,..
137,32,1,there,there
138,32,2,was,was
139,32,3, ,","
140,33,0,I,I
141,33,1,don't,don't
142,33,2,know,know
143,33,3,if,if
144,33,4, ,...
145,33,5,it,it
146,33,6,was,was
147,33,7,called,called
148,33,8,a,a
149,33,9,labor,labor
150,33,10,union,union
151,33,11, ,.
152,34,0,But,But
153,34,1,some,some
154,34,2,kind,kind
155,34,3,of,of
156,34,4, ,..
157,34,5,association,%association
158,34,6, ,.
159,35,0, ,..
160,35,1,Uh,%Uh:
161,35,2, ,","
162,36,0,of,of
163,36,1,twine,twine
164,36,2,makers,makers
165,36,3, ,.
166,37,0,Were,We:re
167,37,1, ,","
168,38,0,uh,uh:
169,38,1, ,","
170,39,0,buried,buried
171,39,1,together,together
172,39,2, ,","
173,40,0,they,they
174,40,1,had,had
175,40,2,a,a
176,40,3,section,section
177,40,4,in,in
178,40,5,the,the
179,40,6,cemetery,cemetery
180,40,7, ,.
181,41,0,And,And
182,41,1, ,..
183,41,2,carved,carved
184,41,3,in,in
185,41,4,marble,marble
186,41,5, ,","
187,42,0,and,and
188,42,1,then,then
189,42,2,painted,painted
190,42,3, ,...
191,42,4,garish,garish
192,42,5,colors,colors
193,42,6, ,","
194,43,0,like,like
195,43,1,aqua,aqua
196,43,2, ,","
197,44,0,and,and
198,44,1,yellow,yellow
199,44,2, ,","
200,45,0,and,and
201,45,1,everything,everything
202,45,2, ,.
203,46,0,But,But
204,46,1,carved,carved
205,46,2,in,in
206,46,3,stone,stone
207,46,4,is,is
208,46,5,these,these
209,46,6, ,...
210,46,7,ropes,ropes
211,46,8, ,","
212,47,0,all,all
213,47,1,around,around
214,47,2,the,the
