wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0, ,...
2,1,1,So,So
3,1,2,you,you
4,1,3,don't,don't
5,1,4,need,need
6,1,5,to,to
7,1,6,go,go
8,1,7, ,...
9,1,8,borrow,borrow
10,1,9,equipment,equipment
11,1,10,from,from
12,1,11,anybody,anybody
13,1,12, ,","
14,2,0,to,to
15,2,1, ,--
16,3,0, ,...
17,3,1,to,to
18,3,2,do,do
19,3,3,the,the
20,3,4,feet,feet
21,3,5, ,?
22,4,0, ,...
23,4,1,Do,[Do
24,4,2,the,|the
25,4,3,hooves,|hooves]
26,4,4, ,?
27,5,0, ,[:]
28,5,1,Well,Well
29,5,2, ,","
30,6,0,we're,we're
31,6,1,gonna,gonna
32,6,2,have,have
33,6,3,to,to
34,6,4,find,find
35,6,5,somewhere,somewhere
36,6,6, ,","
37,7,0,to,to
38,7,1,get,get
39,7,2, ,","
40,8,0, ,...
41,8,1,something,something
42,8,2, ,.
43,9,0, ,..
44,9,1,So,So
45,9,2, ,","
46,10,0,Mae,[~Mae-]
47,10,1, ,--
48,11,0,I'm,[I'm
49,11,1,gonna,|gonna]
50,11,2, ,--
51,12,0,Mae,[2~Mae
52,12,1,Lynne,|2~Lynne
53,12,2, ,|2##]
54,13,0, ,[2
55,13,1,We're,|2We're
56,13,2,not,|2not]
57,13,3,gonna,gonna
58,13,4,do,do
59,13,5,the,the
60,13,6,feet,feet
61,13,7,today,today
62,13,8, ,","
63,14,0,I'm,I'm
64,14,1,gonna,gonna
65,14,2,wait,wait
66,14,3,till,till
67,14,4,like,like
68,14,5, ,","
69,15,0,early,early
70,15,1,in,in
71,15,2,the,the
72,15,3,morning,morning:
73,15,4, ,","
74,16,0, ,..
75,16,1,to,to
76,16,2,do,do
77,16,3,those,those
78,16,4, ,","
79,17,0,cause,cause
80,17,1,y,y-
81,17,2, ,--
82,18,0,I,I
83,18,1,mean,mean
84,18,2,you,you
85,18,3,get,get
86,18,4,so,s:o
87,18,5,tired,ti:red
88,18,6, ,.
89,19,0, ,...
90,19,1,n,n-
91,19,2,you,you
92,19,3,just,just
93,19,4, ,","
94,20,0, ,...
95,20,1,it,it
96,20,2,takes,takes
97,20,3, ,--
98,21,0,well,"well,"
99,21,1, , 
100,22,0,it,it
101,22,1,takes,takes
102,22,2,me,me
103,22,3,longer,longer
104,22,4,than,than
105,22,5,most,most
106,22,6,people,people
107,22,7, ,","
108,23,0,cause,cause
109,23,1,you,you
110,23,2,know,know
111,23,3, ,","
112,24,0,I'm,I'm
113,24,1,not,not
114,24,2,as,as
115,24,3,strong,stro:ng
116,24,4,and,and
117,24,5, ,","
118,25,0, ,...
119,25,1,and,and
120,25,2,I'm,I'm
121,25,3,not,not
122,25,4,as,as
123,25,5,good,good
124,25,6, ,","
125,26,0,as,as
126,26,1,like,like
