longId,discoId,unitId,tokenId,order,place,agent,transcript,transcript_LDC,text,text_LDC,kind,endNote,back,clitic,hostId,noSpaceAfter,unitStart,unitEnd,unitLen,wordStart,wordEnd,wordTimeExact,POS_Spacy,tag_Spacy,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,overlap,Is Overlap,lag,Is Lag,pause,microPause,laugh,unclear,%word,_word,Pre-phonation,Pseudograph,turnId,turnOrder
226530,31,1,1,1,,SHERRY;,(...),...,(...),...,Pause,,,null,0,FALSE,0,2.9939999999999998,6,0,1.01,TRUE,PUNCT,:,punct,SHERRY:,...,...,.,...,False,,False,0,False,1,0,,,,,,,1,1
226531,31,1,2,2,1,SHERRY;,Apricot,Apricot,Apricot,Apricot,Word,,3,null,0,FALSE,0,2.9939999999999998,6,1.01,1.65,TRUE,PROPN,NNP,compound,m=ustard,Apricot,apricot,A,cot,True,,False,0,False,0,0,,,,,,,1,2
226532,31,1,3,3,2,SHERRY;,m:ustard,m=ustard,mustard,mustard,Word,,2,null,0,FALSE,0,2.9939999999999998,6,1.65,2.25,TRUE,NUM,CD,nummod,sauce,m=ustard,m=ustard,m,ard,False,,False,1,True,0,0,,,,,,,1,3
226533,31,1,4,4,3,SHERRY;,sauce,sauce,sauce,sauce,Word,,1,null,0,TRUE,0,2.9939999999999998,6,2.25,2.98,TRUE,NOUN,NN,npadvmod,SHERRY:,sauce,sauce,s,uce,True,,False,0,False,0,0,,,,,,,1,4
226534,31,1,5,5,,SHERRY;,.,.,.,.,EndNote,final,,null,0,TRUE,0,2.9939999999999998,6,2.98,2.994014,TRUE,PUNCT,.,punct,SHERRY:,.,.,.,.,False,,False,0,False,0,0,,,,,,,1,5
226535,31,1,6,6,,SHERRY;,"","","","",Newline,,,null,0,TRUE,0,2.9939999999999998,6,2.98,2.994014,FALSE,SPACE,_SP,,.,"","","","",False,,False,0,False,0,0,,,,,,,1,6
226536,31,2,7,1,,SHERRY;,(...),...,(...),...,Pause,,,null,0,FALSE,2.9939999999999998,4.795,3,2.98,2.994014,FALSE,PUNCT,NFP,punct,SHERRY:,...,...,.,...,False,,False,0,False,1,0,,,,,,,1,7
226537,31,2,8,2,,SHERRY;,(H),(H),(H),(H),Vocalism,,,null,0,FALSE,2.9939999999999998,4.795,3,2.98,2.994014,FALSE,PUNCT,-LRB-,punct,SHERRY:,(H),(h),(,(H),False,,False,0,False,0,0,,,,,,,1,8
226538,31,2,9,3,,SHERRY;,"","","","",Newline,,,null,0,TRUE,2.9939999999999998,4.795,3,2.98,2.994014,FALSE,SPACE,_SP,,(H),"","","","",False,,False,0,False,0,0,,,,,,,1,9
226539,31,3,10,1,,BETH;,(...),...,(...),...,Pause,,,null,0,FALSE,4.795,6.349,3,6.349,8.099,TRUE,PUNCT,:,punct,SHERRY:,...,...,.,...,False,,False,0,False,1,0,,,,,,,2,1
226540,31,3,11,2,,BETH;,(SNIFF),(SNIFF),(SNIFF),(SNIFF),Vocalism,,,null,0,FALSE,4.795,6.349,3,8.099,8.099,TRUE,CCONJ,CC,punct,9.230,(sniff),(sniff),(,FF),False,,False,0,False,0,0,,,,,,,2,2
226541,31,3,12,3,,BETH;,"","","","",Newline,,,null,0,TRUE,4.795,6.349,3,8.099,8.099,TRUE,SPACE,_SP,,(SNIFF),"","","","",False,,False,0,False,0,0,,,,,,,2,3
