X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
226530,NA,31,1,1,1,...,â€¦,NA,NA,SHERRY;,0,2.994,PUNCT,:,punct,SHERRY:,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,6,1,0,0,1.01,null,0,TRUE
226531,NA,31,1,2,1,Apricot,Apricot,Apricot,Apricot,SHERRY;,0,2.994,PROPN,NNP,compound,m=ustard,Apricot,apricot,A,cot,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,3,2,6,0,0,1.01,1.65,null,0,TRUE
226532,NA,31,1,3,1,m=ustard,m:ustard,mustard,mustard,SHERRY;,0,2.994,NUM,CD,nummod,sauce,m=ustard,m=ustard,m,ard,FALSE,Word,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,2,3,6,0,0,1.65,2.25,null,0,TRUE
226533,NA,31,1,4,1,sauce,sauce,sauce,sauce,SHERRY;,0,2.994,NOUN,NN,npadvmod,SHERRY:,sauce,sauce,s,uce,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,1,4,6,0,0,2.25,2.98,null,0,TRUE
226534,NA,31,1,5,1,.,.,.,.,SHERRY;,0,2.994,PUNCT,.,punct,SHERRY:,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,5,6,0,0,2.98,2.994014,null,0,TRUE
226535,NA,31,1,6,1,"
","
",NA,NA,SHERRY;,0,2.994,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,6,6,0,0,2.98,2.994014,null,0,FALSE
226536,NA,31,2,7,1,...,â€¦,NA,NA,SHERRY;,2.994,4.795,PUNCT,NFP,punct,SHERRY:,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,7,3,1,0,2.98,2.994014,null,0,FALSE
226537,NA,31,2,8,1,(H),(H),(H),(H),SHERRY;,2.994,4.795,PUNCT,-LRB-,punct,SHERRY:,(H),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,8,3,0,0,2.98,2.994014,null,0,FALSE
226538,NA,31,2,9,1,"
","
",NA,NA,SHERRY;,2.994,4.795,SPACE,_SP,NA,(H),"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,9,3,0,0,2.98,2.994014,null,0,FALSE
226539,NA,31,3,10,2,...,â€¦,NA,NA,BETH;,4.795,6.349,PUNCT,:,punct,SHERRY:,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3,1,0,6.349,8.099,null,0,TRUE
226540,NA,31,3,11,2,(SNIFF),(SNIFF),(SNIFF),(SNIFF),BETH;,4.795,6.349,CCONJ,CC,punct,9.23,(sniff),(sniff),(,FF),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,3,0,0,8.099,8.099,null,0,TRUE
226541,NA,31,3,12,2,"
","
",NA,NA,BETH;,4.795,6.349,SPACE,_SP,NA,(SNIFF),"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,0,0,8.099,8.099,null,0,TRUE
226542,NA,31,4,13,2,...,â€¦,NA,NA,BETH;,6.349,9.23,PUNCT,NFP,punct,9.23,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,7,1,0,8.099,8.099,null,0,TRUE
226543,NA,31,4,14,2,<%,<(%),NA,NA,BETH;,6.349,9.23,NOUN,NNS,punct,Liver,<%,<%,<,<%,FALSE,Tag,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,5,7,0,0,8.099,8.099,null,0,TRUE
226544,NA,31,4,15,2,Liver,Liver,Liver,Liver,BETH;,6.349,9.23,PROPN,NNP,dobj,SHERRY:,Liver,liver,L,ver,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,3,6,7,0,0,8.099,8.589,null,0,TRUE
226545,NA,31,4,16,2,and,and,and,and,BETH;,6.349,9.23,CCONJ,CC,cc,Liver,and,and,a,and,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,2,2,7,7,0,0,8.589,8.679,null,0,TRUE
226546,NA,31,4,17,2,onions,onions,onions,onions,BETH;,6.349,9.23,NOUN,NNS,conj,Liver,onion,onions,o,ons,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,3,1,8,7,0,0,8.679,9.219,null,0,TRUE
226547,NA,31,4,18,2,",",",",",",",",BETH;,6.349,9.23,PUNCT,",",punct,Liver,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,9,7,0,0,9.219,9.229998,null,0,TRUE
226548,NA,31,4,19,2,"
","
",NA,NA,BETH;,6.349,9.23,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,10,7,0,0,9.23,9.23,null,0,TRUE
226549,NA,31,5,20,2,mm=,mm:,mm,mm,BETH;,9.23,10.312,PROPN,NNP,amod,%>,mm=,mm=,m,mm=,FALSE,Word,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,11,4,0,0,9.23,10.29,null,0,TRUE
226550,NA,31,5,21,2,%>,(%)>,NA,NA,BETH;,9.23,10.312,PROPN,NNP,appos,Liver,%>,%>,%,%>,FALSE,Tag,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,12,4,0,0,10.29,10.31204,null,0,TRUE
226551,NA,31,5,22,2,.,.,.,.,BETH;,9.23,10.312,PUNCT,.,punct,Liver,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,13,4,0,0,10.29,10.31204,null,0,FALSE
226552,NA,31,5,23,2,"
","
",NA,NA,BETH;,9.23,10.312,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,14,4,0,0,10.29,10.31204,null,0,FALSE
