X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
77773,NA,11,1,1,1,...,â€¦,NA,NA,DORIS;,0,5.88,PUNCT,NFP,punct,DORIS:,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,6,1,0,0,5.09,null,0,TRUE
77774,NA,11,1,2,1,~Sam,~Sam,Sam,Sam,DORIS;,0,5.88,PUNCT,NFP,intj,been,~Sam,~sam,~,Sam,FALSE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,~,NA,2,1,3,2,6,0,0,5.09,5.4,null,0,TRUE
77775,NA,11,1,3,1,has,has,has,has,DORIS;,0,5.88,VERB,VBZ,aux,been,have,has,h,has,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,2,3,6,0,0,5.4,5.61,null,0,TRUE
77776,NA,11,1,4,1,been,been,been,been,DORIS;,0,5.88,VERB,VBN,ccomp,surprises,be,been,b,een,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,1,4,6,0,0,5.61,5.87,null,0,TRUE
77777,NA,11,1,5,1,",",",",",",",",DORIS;,0,5.88,PUNCT,",",punct,been,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,5,6,0,0,5.87,5.88,null,0,TRUE
77778,NA,11,1,6,1,"
","
",NA,NA,DORIS;,0,5.88,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,6,6,0,0,5.88,5.88,null,0,TRUE
77779,NA,11,2,7,1,..,â€¥,NA,NA,DORIS;,5.88,8.58,PUNCT,NFP,punct,been,..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,7,12,0,1,5.88,5.88,null,0,TRUE
77780,NA,11,2,8,1,has,has,has,has,DORIS;,5.88,8.58,VERB,VBZ,aux,taken,have,has,h,has,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,9,8,12,0,0,5.88,6.19,null,0,TRUE
77781,NA,11,2,9,1,taken,taken,taken,taken,DORIS;,5.88,8.58,VERB,VBN,ccomp,been,take,taken,t,ken,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,8,9,12,0,0,6.19,6.53,null,0,TRUE
77782,NA,11,2,10,1,such,such,such,such,DORIS;,5.88,8.58,DET,PDT,predet,interest,such,such,s,uch,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,7,10,12,0,0,6.53,6.79,null,0,TRUE
77783,NA,11,2,11,1,an,an,an,an,DORIS;,5.88,8.58,DET,DT,det,interest,an,an,a,an,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,4,6,11,12,0,0,6.79,6.88,null,0,TRUE
77784,NA,11,2,12,1,interest,interest,interest,interest,DORIS;,5.88,8.58,NOUN,NN,dobj,taken,interest,interest,i,est,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,5,5,12,12,0,0,6.88,7.32,null,0,TRUE
77785,NA,11,2,13,1,in,in,in,in,DORIS;,5.88,8.58,ADP,IN,prep,interest,in,in,i,in,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,6,4,13,12,0,0,7.32,7.42,null,0,TRUE
77786,NA,11,2,14,1,this,this,this,this,DORIS;,5.88,8.58,DET,DT,det,bit,this,this,t,his,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,8,7,3,14,12,0,0,7.42,7.68,null,0,TRUE
77787,NA,11,2,15,1,retirement,retirement,retirement,retirement,DORIS;,5.88,8.58,NOUN,NN,compound,bit,retirement,retirement,r,ent,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,9,8,2,15,12,0,0,7.68,8.22,null,0,TRUE
77788,NA,11,2,16,1,bit,bit,bit,bit,DORIS;,5.88,8.58,NOUN,NN,pobj,in,bit,bit,b,bit,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,10,9,1,16,12,0,0,8.37,8.57,null,0,TRUE
77789,NA,11,2,17,1,.,.,.,.,DORIS;,5.88,8.58,PUNCT,.,punct,been,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,11,NA,NA,17,12,0,0,8.57,8.58,null,0,TRUE
77790,NA,11,2,18,1,"
","
",NA,NA,DORIS;,5.88,8.58,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,12,NA,NA,18,12,0,0,8.58,9.63,null,0,TRUE
77791,NA,11,3,19,1,..,â€¥,NA,NA,DORIS;,8.58,9.95,PUNCT,NFP,punct,9.95,..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,19,7,0,1,9.63,9.63,null,0,TRUE
77792,NA,11,3,20,1,(H),(H),(H),(H),DORIS;,8.58,9.95,X,XX,appos,9.95,(h),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,20,7,0,0,9.63,9.63,null,0,TRUE
77793,NA,11,3,21,1,...,â€¦,NA,NA,DORIS;,8.58,9.95,PUNCT,:,punct,9.95,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,21,7,1,0,9.63,9.63,null,0,TRUE
77794,NA,11,3,22,1,That,That,That,That,DORIS;,8.58,9.95,ADP,IN,appos,9.95,that,that,T,hat,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,1,2,22,7,0,0,9.63,9.82,null,0,TRUE
77795,NA,11,3,23,1,it,it,it,it,DORIS;,8.58,9.95,PRON,PRP,appos,9.95,-PRON-,it,i,it,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,2,1,23,7,0,0,9.82,9.93,null,0,TRUE
77796,NA,11,3,24,1,--,â€”,--,â€”,DORIS;,8.58,9.95,PUNCT,:,punct,9.95,--,-,-,--,FALSE,EndNote,FALSE,FALSE,break,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,24,7,0,0,9.93,9.949977,null,0,TRUE
77797,NA,11,3,25,1,"
","
",NA,NA,DORIS;,8.58,9.95,SPACE,_SP,NA,--,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,25,7,0,0,9.95,10.07,null,0,TRUE
77798,NA,11,4,26,1,..,â€¥,NA,NA,DORIS;,9.95,11.55,PUNCT,NFP,punct,surprises,..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,26,7,0,1,10.07,10.07,null,0,TRUE
77799,NA,11,4,27,1,it,it,it,it,DORIS;,9.95,11.55,PRON,PRP,nsubj,surprises,-PRON-,it,i,it,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,4,27,7,0,0,10.07,10.26,null,0,TRUE
77800,NA,11,4,28,1,really,really,really,really,DORIS;,9.95,11.55,ADV,RB,advmod,surprises,really,really,r,lly,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,3,28,7,0,0,10.26,10.53,null,0,TRUE
77801,NA,11,4,29,1,surprises,surprises,surprises,surprises,DORIS;,9.95,11.55,VERB,VBZ,ccomp,was,surprise,surprises,s,ses,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,2,29,7,0,0,10.53,11.3,null,0,TRUE
77802,NA,11,4,30,1,me,me,me,me,DORIS;,9.95,11.55,PRON,PRP,dobj,surprises,-PRON-,me,m,me,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,4,1,30,7,0,0,11.3,11.53,null,0,TRUE
77803,NA,11,4,31,1,.,.,.,.,DORIS;,9.95,11.55,PUNCT,.,punct,surprises,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,31,7,0,0,11.53,11.55005,null,0,TRUE
77804,NA,11,4,32,1,"
","
",NA,NA,DORIS;,9.95,11.55,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,32,7,0,0,11.53,11.55005,null,0,FALSE
77805,NA,11,5,33,2,..,â€¥,NA,NA,ANGELA;,11.6,13.35,PUNCT,.,punct,surprises,..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,9,0,1,11.6,11.77,null,0,TRUE
77806,NA,11,5,34,2,Well,Well,Well,Well,ANGELA;,11.6,13.35,INTJ,UH,intj,begun,well,well,W,ell,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,6,2,9,0,0,11.77,11.91,null,0,TRUE
77807,NA,11,5,35,2,she,she,she,she,ANGELA;,11.6,13.35,PRON,PRP,nsubjpass,begun,she,she,s,she,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,5,3,9,0,0,11.91,12.27,host,0,TRUE
77808,NA,11,5,36,2,'s,'s,'s,'s,ANGELA;,11.6,13.35,VERB,VBZ,auxpass,begun,be,is,','s,FALSE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,4,4,9,0,0,11.91,12.27,clitic,35,TRUE
77809,NA,11,5,37,2,begun,begun,begun,begun,ANGELA;,11.6,13.35,VERB,VBN,ccomp,surprises,begin,begun,b,gun,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,4,3,5,9,0,0,12.27,12.69,null,0,TRUE
77810,NA,11,5,38,2,to,to,to,to,ANGELA;,11.6,13.35,PART,TO,aux,listen,to,to,t,to,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,5,2,6,9,0,0,12.69,12.9,null,0,TRUE
77811,NA,11,5,39,2,listen,listen,listen,listen,ANGELA;,11.6,13.35,VERB,VB,xcomp,begun,listen,listen,l,ten,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,6,1,7,9,0,0,12.9,13.33,null,0,TRUE
77812,NA,11,5,40,2,.,.,.,.,ANGELA;,11.6,13.35,PUNCT,.,punct,surprises,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,8,9,0,0,13.33,13.35002,null,0,TRUE
77813,NA,11,5,41,2,"
","
",NA,NA,ANGELA;,11.6,13.35,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,9,NA,NA,9,9,0,0,13.33,13.35002,null,0,FALSE
77814,NA,11,6,42,3,..,â€¥,NA,NA,DORIS;,13.35,14.3,PUNCT,.,punct,surprises,..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,6,0,1,13.35,13.46,null,0,TRUE
77815,NA,11,6,43,3,Yes,Yes,Yes,Yes,DORIS;,13.35,14.3,INTJ,UH,intj,has,yes,yes,Y,Yes,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,3,2,6,0,0,13.46,13.64,null,0,TRUE
77816,NA,11,6,44,3,she,she,she,she,DORIS;,13.35,14.3,PRON,PRP,nsubj,has,-PRON-,she,s,she,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,2,3,6,0,0,13.64,13.89,null,0,TRUE
77817,NA,11,6,45,3,has,has,has,has,DORIS;,13.35,14.3,VERB,VBZ,ccomp,surprises,have,has,h,has,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,1,4,6,0,0,13.89,14.28,null,0,TRUE
77818,NA,11,6,46,3,.,.,.,.,DORIS;,13.35,14.3,PUNCT,.,punct,surprises,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,5,6,0,0,14.28,14.29998,null,0,TRUE
77819,NA,11,6,47,3,"
","
",NA,NA,DORIS;,13.35,14.3,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,6,6,0,0,14.28,14.29998,null,0,FALSE
77820,NA,11,7,48,4,You,You,You,You,ANGELA;,14.3,14.69,PRON,PRP,nsubj,know,-PRON-,you,Y,You,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,2,1,4,0,0,14.3,14.4,null,0,TRUE
77821,NA,11,7,49,4,know,know,know,know,ANGELA;,14.3,14.69,VERB,VBP,parataxis,surprises,know,know,k,now,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,1,2,4,0,0,14.4,14.57,null,0,TRUE
77822,NA,11,7,50,4,",",",",",",",",ANGELA;,14.3,14.69,PUNCT,",",punct,surprises,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,0,0,14.57,14.68998,null,0,TRUE
77823,NA,11,7,51,4,"
","
",NA,NA,ANGELA;,14.3,14.69,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,4,0,0,14.57,14.68998,null,0,FALSE
77824,NA,11,8,52,4,(H),(H),(H),(H),ANGELA;,14.69,15.03,PUNCT,.,punct,surprises,(H),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2,0,0,14.57,14.68998,null,0,FALSE
77825,NA,11,8,53,4,"
","
",NA,NA,ANGELA;,14.69,15.03,SPACE,_SP,NA,(H),"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,6,2,0,0,14.57,14.68998,null,0,FALSE
77826,NA,11,9,54,5,She,She,She,She,DORIS;,15.03,15.68,PRON,PRP,nsubj,has,-PRON-,she,S,She,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,2,1,4,0,0,15.03,15.26,null,0,TRUE
77827,NA,11,9,55,5,has,has,has,has,DORIS;,15.03,15.68,VERB,VBZ,relcl,DORIS:,have,has,h,has,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,1,2,4,0,0,15.26,15.66,null,0,TRUE
