X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
265128,NA,36,1,1,1,..,â€¥,NA,NA,LISA;,0,2.648,PUNCT,.,punct,LISA:,..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,0,1,NA,NA,null,0,TRUE
265129,NA,36,1,2,1,(H),(H),(H),(H),LISA;,0,2.648,PUNCT,-LRB-,punct,LISA:,(H),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,4,0,0,0,2.648,null,0,FALSE
265130,NA,36,1,3,1,[((IMITATING_BABY_BREATHING))]=,[((IMITATING_BABY_BREATHING))]:,((IMITATING_BABY_BREATHING)),((IMITATING_BABY_BREATHING)),LISA;,0,2.648,NUM,CD,nummod,KEVIN:,[((imitating_baby_breathing))]=,[((imitating_baby_breathing))]=,[,)]=,FALSE,Action,TRUE,TRUE,NA,[],1,NA,NA,NA,_word,NA,pre-phonation,3,NA,NA,3,4,0,0,0,2.648,null,0,FALSE
265131,NA,36,1,4,1,"
","
",NA,NA,LISA;,0,2.648,SPACE,_SP,NA,[((IMITATING_BABY_BREATHING))]=,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,4,0,0,0,2.648,null,0,FALSE
265132,NA,36,2,5,2,[<X,[<#,NA,NA,KEVIN;,1.004,1.965,X,XX,intj,'s,[<x,[<x,[,[<X,FALSE,Tag,TRUE,FALSE,NA,],0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,7,0,0,1.104,1.104,null,0,TRUE
265133,NA,36,2,6,2,He,He,He,He,KEVIN;,1.004,1.965,PRON,PRP,nsubj,'s,he,he,H,He,TRUE,Word,TRUE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,3,2,7,0,0,1.104,1.344,host,0,TRUE
265134,NA,36,2,7,2,'s,'s,'s,'s,KEVIN;,1.004,1.965,VERB,VBZ,aux,teething,be,is,','s,FALSE,Word,TRUE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,2,3,7,0,0,1.104,1.344,clitic,6,TRUE
265135,NA,36,2,8,2,teething,teething,teething,teething,KEVIN;,1.004,1.965,VERB,VBG,acl,KEVIN:,teethe,teething,t,ing,TRUE,Word,TRUE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,1,4,7,0,0,1.344,1.754,null,0,TRUE
265136,NA,36,2,9,2,X>],#>],NA,NA,KEVIN;,1.004,1.965,PROPN,NNP,dobj,teething,X>],x>],X,X>],FALSE,Tag,TRUE,FALSE,NA,NA,0,NA,#word,NA,NA,NA,NA,5,NA,NA,5,7,0,0,1.754,1.964998,null,0,TRUE
265137,NA,36,2,10,2,.,.,.,.,KEVIN;,1.004,1.965,PUNCT,.,punct,LISA:,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,],0,NA,NA,NA,NA,NA,NA,6,NA,NA,6,7,0,0,1.754,1.964998,null,0,FALSE
265138,NA,36,2,11,2,"
","
",NA,NA,KEVIN;,1.004,1.965,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,7,7,0,0,1.754,1.964998,null,0,FALSE
265139,NA,36,3,12,3,((IMITATING_BABY_BREATHING))[2=2],((IMITATING_BABY_BREATHING))[2:2],((IMITATING_BABY_BREATHING)),((IMITATING_BABY_BREATHING)),LISA;,2.648,5.458,NOUN,NN,acl,LISA:,((imitating_baby_breathing))[2=2],((imitating_baby_breathing))[2=2],(,=2],FALSE,Action,TRUE,TRUE,NA,[],1,NA,NA,NA,_word,NA,pre-phonation,1,NA,NA,1,2,0,0,NA,NA,null,0,TRUE
265140,NA,36,3,13,3,"
","
",NA,NA,LISA;,2.648,5.458,SPACE,_SP,NA,((IMITATING_BABY_BREATHING))[2=2],"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,0,0,2.648,5.458,null,0,FALSE
265141,NA,36,4,14,4,[2You,[2You,You,You,MARIE;,4.823,5.612,X,XX,appos,LISA:,[2you,[2you,[,You,FALSE,Word,TRUE,FALSE,NA,],0,NA,NA,NA,NA,NA,NA,1,1,5,1,7,0,0,4.823,4.973,null,0,TRUE
265142,NA,36,4,15,4,should,should,should,should,MARIE;,4.823,5.612,VERB,MD,aux,have,should,should,s,uld,TRUE,Word,TRUE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,4,2,7,0,0,4.973,5.253,null,0,TRUE
265143,NA,36,4,16,4,have,have,have,have,MARIE;,4.823,5.612,VERB,VB,punct,LISA:,have,have,h,ave,TRUE,Word,TRUE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,3,3,7,0,0,5.253,5.373,null,0,TRUE
265144,NA,36,4,17,4,heard2],heard2],heard,heard,MARIE;,4.823,5.612,PROPN,NNP,punct,have,heard2],heard2],h,d2],FALSE,Word,TRUE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,2,4,7,0,0,5.373,5.473,null,0,TRUE
265145,NA,36,4,18,4,him,him,him,him,MARIE;,4.823,5.612,PRON,PRP,dobj,have,-PRON-,him,h,him,TRUE,Word,FALSE,FALSE,NA,],0,NA,NA,NA,NA,NA,NA,5,5,1,5,7,0,0,5.473,5.593,null,0,TRUE
265146,NA,36,4,19,4,",",",",",",",",MARIE;,4.823,5.612,PUNCT,",",punct,have,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,6,7,0,0,5.593,5.593,null,0,FALSE
265147,NA,36,4,20,4,"
","
",NA,NA,MARIE;,4.823,5.612,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,7,7,0,0,5.593,5.612025,null,0,TRUE
265148,NA,36,5,21,4,the,the,the,the,MARIE;,5.612,7.029,DET,DT,det,night,the,the,t,the,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,9,8,11,0,0,5.612025,5.722,null,0,FALSE
265149,NA,36,5,22,4,night,night,night,night,MARIE;,5.612,7.029,NOUN,NN,npadvmod,took,night,night,n,ght,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,8,9,11,0,0,5.722,5.882,null,0,TRUE
