X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
211883,NA,29,1,1,1,...,â€¦,NA,NA,SETH;,2.75,4.37,PUNCT,:,punct,Excuse,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,5,1,0,2.75,3.11,null,0,TRUE
211884,NA,29,1,2,1,Excuse,Excuse,Excuse,Excuse,SETH;,2.75,4.37,VERB,VB,ccomp,are,excuse,excuse,E,use,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,2,2,5,0,0,3.11,3.45,null,0,TRUE
211885,NA,29,1,3,1,me,me,me,me,SETH;,2.75,4.37,PRON,PRP,dobj,Excuse,-PRON-,me,m,me,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,1,3,5,0,0,3.45,3.7,null,0,TRUE
211886,NA,29,1,4,1,.,.,.,.,SETH;,2.75,4.37,PUNCT,.,punct,Excuse,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,5,0,0,3.7,4.37,null,0,TRUE
211887,NA,29,1,5,1,"
","
",NA,NA,SETH;,2.75,4.37,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,5,5,0,0,3.7,4.37,null,0,FALSE
211888,NA,29,2,6,2,...,â€¦,NA,NA,>ENV;,9.48,16.21,PUNCT,.,punct,Excuse,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3,1,0,9.48,9.9,null,0,TRUE
211889,NA,29,2,7,2,((DOG_BARKING_BEGINS)),((DOG_BARKING_BEGINS)),((DOG_BARKING_BEGINS)),((DOG_BARKING_BEGINS)),>ENV;,9.48,16.21,PUNCT,-LRB-,npadvmod,Excuse,((DOG_BARKING_BEGINS)),((dog_barking_begins)),(,S)),FALSE,Action,FALSE,FALSE,NA,NA,0,NA,NA,NA,_word,NA,pre-phonation,2,NA,NA,2,3,0,0,9.9,9.9,null,0,TRUE
211890,NA,29,2,8,2,"
","
",NA,NA,>ENV;,9.48,16.21,SPACE,_SP,NA,((DOG_BARKING_BEGINS)),"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,0,0,9.9,9.9,null,0,TRUE
211891,NA,29,3,9,3,...,â€¦,NA,NA,LARRY;,10.29,10.9,PUNCT,.,punct,Excuse,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,1,0,10.29,10.29,null,0,TRUE
211892,NA,29,3,10,3,Hey,Hey,Hey,Hey,LARRY;,10.29,10.9,INTJ,UH,intj,are,hey,hey,H,Hey,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,1,2,4,0,0,10.29,10.88,null,0,TRUE
211893,NA,29,3,11,3,",",",",",",",",LARRY;,10.29,10.9,PUNCT,",",punct,are,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,0,0,10.88,10.90002,null,0,TRUE
211894,NA,29,3,12,3,"
","
",NA,NA,LARRY;,10.29,10.9,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,4,0,0,10.9,10.9,null,0,TRUE
