longId,discoId,unitId,tokenId,order,place,agent,transcript,transcript_LDC,text,text_LDC,kind,endNote,back,clitic,hostId,noSpaceAfter,unitStart,unitEnd,unitLen,wordStart,wordEnd,wordTimeExact,POS_Spacy,tag_Spacy,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,overlap,Is Overlap,lag,Is Lag,pause,microPause,laugh,unclear,%word,_word,Pre-phonation,Pseudograph,turnId,turnOrder
374525,51,1,1,1,,FRAN;,(.),..,(.),..,Pause,,,null,0,FALSE,0,1.399,10,0,0.34,TRUE,PUNCT,NFP,punct,(H),..,..,.,..,False,,False,0,False,0,1,,,,,,,1,1
374526,51,1,2,2,,FRAN;,(H),(H),(H),(H),Vocalism,,,null,0,FALSE,0,1.399,10,0.34,0.34,TRUE,PUNCT,-LRB-,punct,went,(H),(h),(,(H),False,,False,0,False,0,0,,,,,,,1,2
374527,51,1,3,3,1,FRAN;,Well,Well,Well,Well,Word,,6,null,0,FALSE,0,1.399,10,0.34,0.52,TRUE,INTJ,UH,intj,went,well,well,W,ell,True,,False,0,False,0,0,,,,,,,1,3
374528,51,1,4,4,2,FRAN;,I,I,I,I,Word,,5,null,0,FALSE,0,1.399,10,0.52,0.55,TRUE,PRON,PRP,nsubj,went,-PRON-,i,I,I,True,,False,0,False,0,0,,,,,,,1,4
374529,51,1,5,5,3,FRAN;,went,went,went,went,Word,,4,null,0,FALSE,0,1.399,10,0.55,0.72,TRUE,VERB,VBD,ccomp,is,go,went,w,ent,True,,False,0,False,0,0,,,,,,,1,5
374530,51,1,6,6,4,FRAN;,to,to,to,to,Word,,3,null,0,FALSE,0,1.399,10,0.72,0.84,TRUE,ADP,IN,prep,went,to,to,t,to,True,,False,0,False,0,0,,,,,,,1,6
374531,51,1,7,7,5,FRAN;,this,this,this,this,Word,,2,null,0,FALSE,0,1.399,10,0.84,1.05,TRUE,DET,DT,det,church,this,this,t,his,True,,False,0,False,0,0,,,,,,,1,7
374532,51,1,8,8,6,FRAN;,church,church,church,church,Word,,1,null,0,TRUE,0,1.399,10,1.05,1.38,TRUE,NOUN,NN,pobj,to,church,church,c,rch,True,,False,0,False,0,0,,,,,,,1,8
374533,51,1,9,9,,FRAN;,",",",",",",",",EndNote,continuing,,null,0,TRUE,0,1.399,10,1.399,1.399,TRUE,PUNCT,",",punct,went,",",",",",",",",False,,False,0,False,0,0,,,,,,,1,9
374534,51,1,10,10,,FRAN;,"","","","",Newline,,,null,0,TRUE,0,1.399,10,1.399,1.399,TRUE,SPACE,_SP,,",","","","","",False,,False,0,False,0,0,,,,,,,1,10
