X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
51674,NA,7,1,1,1,...,â€¦,NA,NA,MARY;,0,12.7,PUNCT,:,punct,12.7,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,1,0,0,12.45,null,0,TRUE
51675,NA,7,1,2,1,God,God,God,God,MARY;,0,12.7,PROPN,NNP,nmod,14.45,God,god,G,God,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,1,2,4,0,0,12.45,12.7,null,0,TRUE
51676,NA,7,1,3,1,",",",",",",",",MARY;,0,12.7,PUNCT,",",punct,12.64,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,0,0,12.64,12.64,null,0,TRUE
51677,NA,7,1,4,1,"
","
",NA,NA,MARY;,0,12.7,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,4,0,0,12.64,12.64,null,0,TRUE
51678,NA,7,2,5,1,I,I,I,I,MARY;,12.64,14.45,PRON,PRP,nsubj,said,-PRON-,i,I,I,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,10,5,12,0,0,12.64,12.71,null,0,TRUE
51679,NA,7,2,6,1,said,said,said,said,MARY;,12.64,14.45,VERB,VBD,relcl,12.7,say,said,s,aid,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,9,6,12,0,0,12.71,12.94,null,0,TRUE
51680,NA,7,2,7,1,I,I,I,I,MARY;,12.64,14.45,PRON,PRP,nsubj,gon,-PRON-,i,I,I,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,8,7,12,0,0,12.94,13,null,0,TRUE
51681,NA,7,2,8,1,was,was,was,was,MARY;,12.64,14.45,VERB,VBD,aux,gon,was,was,w,was,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,7,8,12,0,0,13,13.27,host,0,TRUE
51682,NA,7,2,9,1,n't,n't,n't,n't,MARY;,12.64,14.45,ADV,RB,neg,gon,not,not,n,n't,FALSE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,5,6,9,12,0,0,13,13.27,clitic,8,TRUE
51683,NA,7,2,10,1,gon,gon,gon,gon,MARY;,12.64,14.45,VERB,VBG,ccomp,said,go,going,g,gon,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,6,5,10,12,0,0,13.27,13.43,host,0,TRUE
51684,NA,7,2,11,1,na,na,na,na,MARY;,12.64,14.45,PART,TO,aux,do,to,to,n,na,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,7,4,11,12,0,0,13.27,13.43,clitic,10,TRUE
51685,NA,7,2,12,1,do,do,do,do,MARY;,12.64,14.45,VERB,VB,xcomp,gon,do,do,d,do,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,8,8,3,12,12,0,0,13.43,13.61,null,0,TRUE
51686,NA,7,2,13,1,this,this,this,this,MARY;,12.64,14.45,DET,DT,dobj,do,this,this,t,his,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,9,9,2,13,12,0,0,13.61,13.86,null,0,TRUE
51687,NA,7,2,14,1,anymore,anymore,anymore,anymore,MARY;,12.64,14.45,ADV,RB,advmod,do,anymore,anymore,a,ore,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,10,10,1,14,12,0,0,13.86,14.17,null,0,TRUE
51688,NA,7,2,15,1,.,.,.,.,MARY;,12.64,14.45,PUNCT,.,punct,14.45,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,11,NA,NA,15,12,0,0,14.17,14.44998,null,0,TRUE
51689,NA,7,2,16,1,"
","
",NA,NA,MARY;,12.64,14.45,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,12,NA,NA,16,12,0,0,14.45,15.04,null,0,TRUE
51690,NA,7,3,17,1,...,â€¦,NA,NA,MARY;,14.45,15.85,PUNCT,NFP,punct,12.7,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,17,6,1,0,15.04,15.04,null,0,TRUE
51691,NA,7,3,18,1,Stay,Stay,Stay,Stay,MARY;,14.45,15.85,VERB,VB,ccomp,know,stay,stay,S,tay,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,3,18,6,0,0,15.04,15.39,null,0,TRUE
51692,NA,7,3,19,1,up,up,up,up,MARY;,14.45,15.85,PART,RP,prt,Stay,up,up,u,up,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,2,19,6,0,0,15.39,15.55,null,0,TRUE
51693,NA,7,3,20,1,late,late,late,late,MARY;,14.45,15.85,ADV,RB,advmod,Stay,late,late,l,ate,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,1,20,6,0,0,15.55,15.83,null,0,TRUE
51694,NA,7,3,21,1,.,.,.,.,MARY;,14.45,15.85,PUNCT,.,punct,Stay,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,21,6,0,0,15.83,15.85005,null,0,TRUE
51695,NA,7,3,22,1,"
","
",NA,NA,MARY;,14.45,15.85,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,22,6,0,0,15.85,18.73,null,0,TRUE
51696,NA,7,4,23,1,...,â€¦,NA,NA,MARY;,15.85,21.2,PUNCT,:,punct,Stay,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,23,13,1,0,18.73,18.73,null,0,TRUE
