X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
57046,NA,8,1,1,1,((DOOR_OPENS)),((DOOR_OPENS)),((DOOR_OPENS)),((DOOR_OPENS)),>ENV;,0,3.4,X,XX,appos,3.4,((door_opens)),((door_opens)),(,S)),FALSE,Action,FALSE,FALSE,NA,NA,0,NA,NA,NA,_word,NA,pre-phonation,1,NA,NA,1,3,0,0,0,1.4,null,0,TRUE
57047,NA,8,1,2,1,<<TALK,<<TALK,NA,NA,>ENV;,0,3.4,ADJ,JJ,appos,3.4,<<talk,<<talk,<,ALK,FALSE,Tag,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,3,0,0,1.4,1.4,null,0,TRUE
57048,NA,8,1,3,1,"
","
",NA,NA,>ENV;,0,3.4,SPACE,_SP,NA,<<TALK,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,0,0,1.4,1.4,null,0,TRUE
57049,NA,8,2,4,2,<<FOOTSTEPS,<<FOOTSTEPS,NA,NA,REBECCA;,3.4,4.1,NOUN,NN,npadvmod,<<TALK,<<footsteps,<<footsteps,<,EPS,FALSE,Tag,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,0,0,3.4,3.4,null,0,TRUE
57050,NA,8,2,5,2,Okay,Okay,Okay,Okay,REBECCA;,3.4,4.1,INTJ,UH,punct,3.4,okay,okay,O,kay,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,1,2,4,0,0,3.73,4.08,null,0,TRUE
57051,NA,8,2,6,2,.,.,.,.,REBECCA;,3.4,4.1,PUNCT,.,punct,3.4,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,0,0,4.08,4.1,null,0,TRUE
57052,NA,8,2,7,2,"
","
",NA,NA,REBECCA;,3.4,4.1,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,4,0,0,4.1,4.1,null,0,TRUE
57053,NA,8,3,8,2,...,â€¦,NA,NA,REBECCA;,4.1,5.85,PUNCT,:,punct,3.4,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,1,0,4.1,4.1,null,0,TRUE
57054,NA,8,3,9,2,(SNIFF),(SNIFF),(SNIFF),(SNIFF),REBECCA;,4.1,5.85,PUNCT,-LRB-,punct,3.4,(SNIFF),(sniff),(,FF),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,6,5,0,0,4.1,4.1,null,0,TRUE
57055,NA,8,3,10,2,U=m,U:m,Um,Um,REBECCA;,4.1,5.85,PROPN,NNP,npadvmod,3.4,U=m,u=m,U,U=m,FALSE,Word,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,1,7,5,0,0,4.1,5.63,null,0,TRUE
