wordID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList",aligned,void,stretch
1,0,0,182.00,0,...,"{}",1,0,0
2,1,1,282.00,0,..,"{}",1,0,0
3,2,2,382.00,0,Oh:,"{}",1,0,0
4,3,3,482.00,0,my,"{}",1,0,0
5,4,4,582.00,0,God,"{}",1,0,0
6,5,5,682.00,0,",","{}",1,0,0
7,0,0,182.00,0,I,"{}",1,0,0
8,1,1,282.00,0,think,"{}",1,0,0
9,2,2,382.00,0,they're,"{}",1,0,0
10,3,3,482.00,0,all,"{}",1,0,0
11,4,4,582.00,0,nuts,"{}",1,0,0
12,5,5,682.00,0,.,"{}",1,0,0
13,0,0,182.00,0,So,"{}",1,0,0
14,1,1,282.00,0,she,"{}",1,0,0
15,2,2,382.00,0,[had,"{}",1,0,0
16,3,3,482.00,0,|to,"{}",1,0,0
17,4,4,582.00,0,|have,"{}",1,0,0
18,5,5,682.00,0,|it,"{}",1,0,0
19,6,6,782.00,0,.,"{}",1,0,0
20,0,0,182.00,0,[@@@@@],"{}",1,0,0
21,0,0,182.00,0,|She],"{}",1,0,0
22,1,1,282.00,0,had,"{}",1,0,0
23,2,2,382.00,0,to,"{}",1,0,0
24,3,3,482.00,0,have,"{}",1,0,0
25,4,4,582.00,0,the,"{}",1,0,0
26,5,5,682.00,0,extra,"{}",1,0,0
27,6,6,782.00,0,one,"{}",1,0,0
28,7,7,882.00,0,.,"{}",1,0,0
29,0,0,182.00,0,So,"{}",1,0,0
30,1,1,282.00,0,I,"{}",1,0,0
31,2,2,382.00,0,got,"{}",1,0,0
32,3,3,482.00,0,",","{}",1,0,0
33,0,0,182.00,0,Dad,"{}",1,0,0
34,1,1,282.00,0,had,"{}",1,0,0
35,2,2,382.00,0,made,"{}",1,0,0
36,3,3,482.00,0,this,"{}",1,0,0
37,4,4,582.00,0,..,"{}",1,0,0
38,5,5,682.00,0,other,"{}",1,0,0
39,6,6,782.00,0,little,"{}",1,0,0
40,7,7,882.00,0,thing,"{}",1,0,0
41,8,8,982.00,0,",","{}",1,0,0
42,0,0,182.00,0,it's,"{}",1,0,0
43,1,1,282.00,0,just,"{}",1,0,0
44,2,2,382.00,0,like,"{}",1,0,0
45,3,3,482.00,0,a,"{}",1,0,0
46,4,4,582.00,0,little,"{}",1,0,0
47,5,5,682.00,0,house,"{}",1,0,0
48,6,6,782.00,0,",","{}",1,0,0
49,0,0,182.00,0,[so,"{}",1,0,0
50,1,1,282.00,0,|I],"{}",1,0,0
51,2,2,382.00,0,put,"{}",1,0,0
52,3,3,482.00,0,[2mine,"{}",1,0,0
53,4,4,582.00,0,|2#out,"{}",1,0,0
54,5,5,682.00,0,|2#there],"{}",1,0,0
55,6,6,782.00,0,.,"{}",1,0,0
56,0,0,182.00,0,[Yeah],"{}",1,0,0
57,1,1,282.00,0,",","{}",1,0,0
58,0,0,182.00,0,[2maybe,"{}",1,0,0
59,1,1,282.00,0,|2you,"{}",1,0,0
60,2,2,382.00,0,|2~Neil][3:],"{}",1,0,0
61,3,3,482.00,0,.,"{}",1,0,0
62,0,0,182.00,0,[3Isn't],"{}",1,0,0
63,1,1,282.00,0,she,"{}",1,0,0
64,2,2,382.00,0,forty,"{}",1,0,0
65,3,3,482.00,0,?,"{}",1,0,0
66,0,0,182.00,0,#We'll,"{}",1,0,0
67,1,1,282.00,0,#[4see,"{}",1,0,0
68,2,2,382.00,0,|4#you],"{}",1,0,0
69,3,3,482.00,0,.,"{}",1,0,0
70,0,0,182.00,0,[4@:]@@[5@@@],"{}",1,0,0
71,0,0,182.00,0,[5Forty]three.,"{}",1,0,0
72,1,1,282.00,0,-.,"{}",1,0,0
73,0,0,182.00,0,My,"{}",1,0,0
74,1,1,282.00,0,goodness,"{}",1,0,0
75,2,2,382.00,0,.,"{}",1,0,0
76,0,0,182.00,0,@[:,"{}",1,0,0
77,1,1,282.00,0,|@@],"{}",1,0,0
78,0,0,182.00,0,[But,"{}",1,0,0
79,1,1,282.00,0,|I,"{}",1,0,0
80,2,2,382.00,0,|m-],"{}",1,0,0
81,3,3,482.00,0,--,"{}",1,0,0
82,0,0,182.00,0,...,"{}",1,0,0
83,1,1,282.00,0,See,"{}",1,0,0
84,2,2,382.00,0,?,"{}",1,0,0
85,0,0,182.00,0,I,"{}",1,0,0
86,1,1,282.00,0,knew:,"{}",1,0,0
87,2,2,382.00,0,.,"{}",1,0,0
88,0,0,182.00,0,...,"{}",1,0,0
89,1,1,282.00,0,I,"{}",1,0,0
90,2,2,382.00,0,[said,"{}",1,0,0
91,3,3,482.00,0,|to,"{}",1,0,0
92,4,4,582.00,0,|~Wess],"{}",1,0,0
93,5,5,682.00,0,",","{}",1,0,0
94,0,0,182.00,0,[What'd,"{}",1,0,0
95,1,1,282.00,0,|I,"{}",1,0,0
96,2,2,382.00,0,|do,"{}",1,0,0
