wordID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList",aligned,void,stretch
1,0,0,170.06,0,...,"{}",1,0,0
2,1,1,270.06,0,Coo:l,"{}",1,0,0
3,2,2,370.06,0,.,"{}",1,0,0
4,0,0,170.06,0,..,"{}",1,0,0
5,1,1,270.06,0,Alright,"{}",1,0,0
6,2,2,370.06,0,folks,"{}",1,0,0
7,3,3,470.06,0,.,"{}",1,0,0
8,0,0,170.06,0,...,"{}",1,0,0
9,1,1,270.06,0,Well,"{}",1,0,0
10,2,2,370.06,0,alreet,"{}",1,0,0
11,3,3,470.06,0,",","{}",1,0,0
12,0,0,170.06,0,well,"{}",1,0,0
13,1,1,270.06,0,alroot,"{}",1,0,0
14,2,2,370.06,0,",","{}",1,0,0
15,0,0,170.06,0,well,"{}",1,0,0
16,1,1,270.06,0,alright,"{}",1,0,0
17,2,2,370.06,0,.,"{}",1,0,0
18,0,0,170.06,0,By,"{}",1,0,0
19,1,1,270.06,0,now,"{}",1,0,0
20,2,2,370.06,0,I'm,"{}",1,0,0
21,3,3,470.06,0,sure,"{}",1,0,0
22,4,4,570.06,0,you're,"{}",1,0,0
23,5,5,670.06,0,wondering,"{}",1,0,0
24,6,6,770.06,0,about,"{}",1,0,0
25,7,7,870.06,0,the,"{}",1,0,0
26,8,8,970.06,0,different,"{}",1,0,0
27,9,9,1070.06,0,things,"{}",1,0,0
28,10,10,1170.06,0,that,"{}",1,0,0
29,11,11,1270.06,0,I,"{}",1,0,0
30,12,12,1370.06,0,have,"{}",1,0,0
31,13,13,1470.06,0,on,"{}",1,0,0
32,14,14,1570.06,0,the,"{}",1,0,0
33,15,15,1670.06,0,table,"{}",1,0,0
34,16,16,1770.06,0,here,"{}",1,0,0
35,17,17,1870.06,0,",","{}",1,0,0
36,0,0,170.06,0,but,"{}",1,0,0
37,1,1,270.06,0,first,"{}",1,0,0
38,2,2,370.06,0,",","{}",1,0,0
39,0,0,170.06,0,...,"{}",1,0,0
40,1,1,270.06,0,I,"{}",1,0,0
41,2,2,370.06,0,would,"{}",1,0,0
42,3,3,470.06,0,like,"{}",1,0,0
43,4,4,570.06,0,to,"{}",1,0,0
44,5,5,670.06,0,..,"{}",1,0,0
45,6,6,770.06,0,talk,"{}",1,0,0
46,7,7,870.06,0,to,"{}",1,0,0
47,8,8,970.06,0,you,"{}",1,0,0
48,9,9,1070.06,0,about,"{}",1,0,0
49,10,10,1170.06,0,these,"{}",1,0,0
50,11,11,1270.06,0,three,"{}",1,0,0
51,12,12,1370.06,0,items,"{}",1,0,0
52,13,13,1470.06,0,.,"{}",1,0,0
53,0,0,170.06,0,I,"{}",1,0,0
54,1,1,270.06,0,have,"{}",1,0,0
55,2,2,370.06,0,here,"{}",1,0,0
56,3,3,470.06,0,",","{}",1,0,0
57,0,0,170.06,0,some,"{}",1,0,0
58,1,1,270.06,0,ice,"{}",1,0,0
59,2,2,370.06,0,in,"{}",1,0,0
60,3,3,470.06,0,a,"{}",1,0,0
61,4,4,570.06,0,pan,"{}",1,0,0
62,5,5,670.06,0,",","{}",1,0,0
63,0,0,170.06,0,water,"{}",1,0,0
64,1,1,270.06,0,in,"{}",1,0,0
65,2,2,370.06,0,this,"{}",1,0,0
66,3,3,470.06,0,glass,"{}",1,0,0
67,4,4,570.06,0,",","{}",1,0,0
68,0,0,170.06,0,..,"{}",1,0,0
69,1,1,270.06,0,and,"{}",1,0,0
70,2,2,370.06,0,steam,"{}",1,0,0
71,3,3,470.06,0,rising,"{}",1,0,0
72,4,4,570.06,0,from,"{}",1,0,0
73,5,5,670.06,0,this,"{}",1,0,0
74,6,6,770.06,0,pot,"{}",1,0,0
75,7,7,870.06,0,.,"{}",1,0,0
76,0,0,170.06,0,..,"{}",1,0,0
77,1,1,270.06,0,Now:,"{}",1,0,0
78,2,2,370.06,0,.,"{}",1,0,0
79,0,0,170.06,0,...,"{}",1,0,0
80,1,1,270.06,0,I,"{}",1,0,0
81,2,2,370.06,0,would,"{}",1,0,0
82,3,3,470.06,0,like,"{}",1,0,0
83,4,4,570.06,0,to,"{}",1,0,0
84,5,5,670.06,0,ask,"{}",1,0,0
85,6,6,770.06,0,you,"{}",1,0,0
86,7,7,870.06,0,",","{}",1,0,0
87,0,0,170.06,0,how,"{}",1,0,0
88,1,1,270.06,0,these,"{}",1,0,0
89,2,2,370.06,0,three,"{}",1,0,0
90,3,3,470.06,0,things,"{}",1,0,0
91,4,4,570.06,0,.,"{}",1,0,0
92,0,0,170.06,0,..,"{}",1,0,0
93,1,1,270.06,0,Tell,"{}",1,0,0
94,2,2,370.06,0,me,"{}",1,0,0
95,3,3,470.06,0,please,"{}",1,0,0
96,4,4,570.06,0,.,"{}",1,0,0
97,0,0,170.06,0,How,"{}",1,0,0
98,1,1,270.06,0,are,"{}",1,0,0
99,2,2,370.06,0,they,"{}",1,0,0
100,3,3,470.06,0,all,"{}",1,0,0
101,4,4,570.06,0,alike,"{}",1,0,0
102,5,5,670.06,0,.,"{}",1,0,0
103,0,0,170.06,0,...,"{}",1,0,0
104,1,1,270.06,0,These,"{}",1,0,0
105,2,2,370.06,0,three,"{}",1,0,0
106,3,3,470.06,0,things,"{}",1,0,0
107,4,4,570.06,0,.,"{}",1,0,0
108,0,0,170.06,0,This,"{}",1,0,0
109,1,1,270.06,0,ice,"{}",1,0,0
