wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0,They,They
2,1,1,might,might
3,1,2,not,not
4,1,3,actually,actually
5,1,4,be,be
6,1,5, ,","
7,2,0, ,...
8,2,1,be,be
9,2,2,um,um
10,2,3, ,","
11,3,0, ,...
12,3,1,back,back
13,3,2,in,in
14,3,3,the,the
15,3,4,barn,barn-
16,3,5, ,--
17,4,0,or,#or
18,4,1,from,#[from
19,4,2,the,|the
20,4,3,barn,|barn
21,4,4,yet,|yet]
22,4,5, ,.
23,5,0, ,[
24,5,1,Good,|Good
25,5,2,morning,|morning
26,5,3, ,","
27,6,0,this,|this
28,6,1,is,|is]
29,6,2,Doctor,Doctor
30,6,3,Naretto,[2~Naretto
31,6,4,at,|2at
32,6,5,the,|2the
33,6,6,Kingman,|2~Kingman
34,6,7,Vet,|2Vet
35,6,8,Service,|2Service]
36,6,9, ,?
37,7,0, ,[2#
38,7,1, ,|2#
39,7,2, ,|2#
40,7,3, ,|2#
41,7,4, ,|2#
42,7,5, ,|2#
43,7,6, ,|2#
44,7,7, ,|2]
45,7,8, ,.
46,8,0,I,I
47,8,1,saw,saw
48,8,2,Tad,Tad
49,8,3,this,[3this]
50,8,4,morning,morning
51,8,5, ,.
52,9,0,yeah,[3yeah]
53,9,1, ,.
54,10,0,Um,Um:
55,10,1, ,","
56,11,0,He's,He's
57,11,1,looking,looking
58,11,2,not,not
59,11,3,too,too
60,11,4,bad,ba:d
61,11,5, ,","
62,12,0,Um,Um:
63,12,1, ,","
64,13,0, ,...
65,13,1,A,A
66,13,2,little,little
67,13,3,bit,bit
68,13,4,of,of
69,13,5,pain,pain
70,13,6,in,in
71,13,7,his,his
72,13,8,abdomen,abdomen
73,13,9, ,.
74,14,0,It's,It's
75,14,1,hard,hard
76,14,2,to,to
77,14,3,know,know
78,14,4,if,if
79,14,5,he,he
80,14,6,just,just
81,14,7,has,has
82,14,8, ,","
83,15,0,a,a
84,15,1,gastritis,gastritis:
85,15,2, ,","
86,16,0, ,..
87,16,1,or,or
88,16,2,gastroenteritis,gastroenteritis
89,16,3, ,","
90,17,0,from,from
91,17,1,chewing,chewing
92,17,2,on,on
93,17,3,that,that
94,17,4,dead,dead
95,17,5,pigeon,pigeon
96,17,6, ,","
97,18,0,or,or
98,18,1,what,what
99,18,2,the,the
100,18,3, ,...
101,18,4,problem,problem
102,18,5,is,is
103,18,6, ,.
104,19,0,Um,Um
105,19,1, ,","
106,20,0,what,what
107,20,1,we,we
108,20,2,ended,ended
109,20,3,up,up
110,20,4,doing,doing
111,20,5,was,was
112,20,6, ,","
113,21,0,giving,giving
114,21,1,him,him
115,21,2,some,some
116,21,3,antibiotics,antibiotics:
117,21,4, ,","
118,22,0, ,..
119,22,1,and,and
120,22,2,sending,sending
121,22,3,him,him
122,22,4,home,home:
123,22,5, ,","
124,23,0, ,..
125,23,1,um,um
126,23,2, ,","
127,24,0,If,If
128,24,1,he,he
129,24,2,does,does
130,24,3,not,not
131,24,4,improve,improve
132,24,5, ,","
133,25,0,we,we
134,25,1,may,may
135,25,2,need,need
136,25,3,to,to
137,25,4,take,take
138,25,5,some,some
139,25,6,rays,"#rays,"
140,25,7, ,"-,"
141,26,0,and,and
142,26,1,he's,he's
143,26,2,got,got
144,26,3,some,some
145,26,4,bones,bone:s
146,26,5, ,","
147,27,0, ,...
148,27,1,or,or
149,27,2,something,something
150,27,3,in,in
151,27,4,there,there
152,27,5, ,.
153,28,0,I,I
154,28,1,didn't,didn't
155,28,2,feel,feel
156,28,3,anything,anything
157,28,4,in,in
158,28,5,his,his
159,28,6,belly,belly
160,28,7, ,","
161,29,0,but,but
162,29,1, ,","
163,30,0, ,...
164,30,1,yeah,yeah
165,30,2, ,.
166,31,0,A,A
167,31,1,lot,lot
168,31,2,of,of
169,31,3,times,times
170,31,4,if,if
171,31,5,they,they
172,31,6,get,get
173,31,7,into,into
174,31,8,garbage,garbage
175,31,9,or,or
176,31,10,dead,dead
177,31,11,things,things
178,31,12, ,","
179,32,0, ,..
180,32,1,they'll,they'll
181,32,2,just,just
182,32,3,get,get
183,32,4,an,an
184,32,5,upset,upset
185,32,6,stomach,stomach
186,32,7, ,","
187,33,0, ,..
188,33,1,and,and
189,33,2, ,","
190,34,0,um,um
191,34,1, ,","
192,35,0,also,also
193,35,1,a,a
194,35,2,little,little
195,35,3,bit,bit
196,35,4,of,of
197,35,5,uh,uh
198,35,6, ,","
199,36,0, ,...
200,36,1,well,well
201,36,2, ,","
202,37,0,just,just
203,37,1,inflamation,inflamation
204,37,2,in,in-
205,37,3, ,..
206,37,4,in,in
207,37,5,there,there
208,37,6, ,.
209,38,0,and,and
210,38,1,and,and
211,38,2,just,just
212,38,3,feel,feel
213,38,4,bad,bad
214,38,5, ,.
215,39,0,So,So
216,39,1, ,","
217,40,0,um,um
218,40,1, ,","
219,41,0, ,...
220,41,1,I,I
221,41,2, ,","
222,42,0, ,...
223,42,1,You,You
224,42,2,know,know
225,42,3, ,","
226,43,0,Since,Since
227,43,1,he's,he's
228,43,2,not,not
229,43,3,vomiting,vomiting
230,43,4,now,now
231,43,5, ,","
232,44,0,you,you
233,44,1,can,can
234,44,2,go,go
235,44,3,ahead,ahead
236,44,4,and,and
237,44,5,feed,feed
238,44,6,him,him
239,44,7,and,and
240,44,8,stuff,stuff
241,44,9, ,","
242,45,0,and,and
243,45,1,see,see:
244,45,2, ,","
245,46,0, ,...
246,46,1,how,how
247,46,2,he,he
248,46,3,does,does
249,46,4, ,","
250,47,0,Um,Um
251,47,1, ,","
252,48,0,hopefully,hopefully
253,48,1,the,the
254,48,2,antibiotics,antibiotics
255,48,3,will,will
256,48,4,calm,calm
257,48,5,down,down
258,48,6,any,any
259,48,7, ,...
260,48,8,any,any
261,48,9,infection,infection
262,48,10, ,","
263,49,0, ,...
264,49,1,that,that
265,49,2,he,he
266,49,3, ,","
267,50,0,h,h-
268,50,1,that,that
269,50,2,he,he
270,50,3,might,might
271,50,4,have,have
272,50,5,gotten,gotten
273,50,6,from,from
274,50,7,all,all
275,50,8,the,the
276,50,9,bacteria,bacteria
277,50,10,on,on
278,50,11,the,the
279,50,12,dead,dead
280,50,13,pigeon,pigeon
281,50,14, ,.
282,51,0, ,:
283,51,1,um,um
284,51,2, ,","
285,52,0,but,but
286,52,1,if,if
287,52,2,he,he
288,52,3, ,","
289,53,0,if,if
290,53,1,he,he
291,53,2,doesn't,doesn't
292,53,3,get,get
293,53,4,better,better:
294,53,5, ,","
295,54,0, ,...
296,54,1,or,or
297,54,2,if,if
298,54,3,he,he
299,54,4,gets,gets
300,54,5,worse,worse:
301,54,6, ,","
302,55,0, ,..
303,55,1,be,be
304,55,2,sure,sure
305,55,3,and,and
306,55,4,let,let
307,55,5,us,us
308,55,6,know,know:
309,55,7, ,.
310,56,0, ,...
311,56,1,well,well
312,56,2, ,","
313,57,0,but,but-
314,57,1, ,--
315,58,0,Already,Already
316,58,1,by,by
317,58,2,tomorrow,tomorrow
318,58,3, ,","
319,59,0,he,he
320,59,1,should,should
321,59,2,be,be
322,59,3,feeling,feeling
323,59,4,a,a
324,59,5,lot,lot
325,59,6,better,better
326,59,7, ,.
327,60,0, ,...
328,60,1,Um,Um
329,60,2, ,","
330,61,0,and,and
331,61,1,if,if
332,61,2,he,he
333,61,3, ,","
334,62,0,if,if
335,62,1,he,he
336,62,2,isn't,isn't
337,62,3, ,","
338,63,0,or,or
339,63,1,if,if
340,63,2,he,he
341,63,3,starts,starts
342,63,4,vomiting,vomiting
343,63,5, ,","
344,64,0,or,or
345,64,1,having,having
346,64,2,diarrhea,diarrhea
347,64,3, ,","
348,65,0,we,we
349,65,1,may,may
350,65,2,need,need
351,65,3,to,to
352,65,4,see,see
353,65,5,him,him
354,65,6, ,.
355,66,0,we,we
356,66,1, ,--
357,67,0,we,we
358,67,1,w,w-
359,67,2,will,will
360,67,3,need,need
361,67,4,to,to
362,67,5,see,see
363,67,6,him,him
364,67,7,again,again
365,67,8, ,.
366,68,0, ,...
367,68,1,so,so
368,68,2, ,.
369,69,0,um,um
370,69,1, ,","
371,70,0,Okay,Okay:
372,70,1, ,?
373,71,0, ,...
374,71,1,Mhm,Mhm
375,71,2, ,","
376,72,0,you're,you're
377,72,1,welcome,welcome
378,72,2, ,","
379,73,0,mm,mm
380,73,1,bye,bye
381,73,2, ,.
382,74,0, ,...
383,74,1,Sh,Sh-
384,74,2,uh,uh
385,74,3, ,","
386,75,0,what,what
387,75,1,did,did
388,75,2,you,you
389,75,3, ,","
390,76,0, ,..
391,76,1,what,what
392,76,2,on,on
393,76,3,your,your
394,76,4,sheet,sheet
395,76,5, ,","
396,77,0, ,...
397,77,1,what,what
398,77,2,was,was
399,77,3,the,the
400,77,4,cost,cost
401,77,5,for,for
402,77,6,the,the
403,77,7,cast,cast
404,77,8,that,that
405,77,9,you,you
406,77,10,charged,charged
407,77,11,about,about
408,77,12, ,","
409,78,0, ,...
410,78,1,what,what
411,78,2,do,do
412,78,3,we,we
413,78,4,generally,gen[erally]
414,78,5, ,.
415,79,0,I,[I]
416,79,1,think,think
417,79,2,it,it
418,79,3,was,was
419,79,4,like,like
420,79,5,fifty,fifty
421,79,6, ,.
422,80,0, ,...
423,80,1,With,[With]
424,80,2,the,the
425,80,3,cast,cast
426,80,4, ,","
427,81,0,Oh,[Oh]
428,81,1, ,.
429,82,0,to,to
430,82,1,put,put
431,82,2,it,it
432,82,3,on,on
433,82,4, ,.
434,83,0,To,To
435,83,1,actually,actually
436,83,2,put,put
437,83,3,the,the
438,83,4,cast,cast
439,83,5,on,on
440,83,6, ,.
441,84,0,Casting,Casting
442,84,1,materials,materials
443,84,2,and,and
444,84,3,then,then
445,84,4, ,","
446,85,0, ,...
447,85,1,Okay,Okay
448,85,2, ,.
449,86,0, ,...
450,86,1,And,And
451,86,2,then,then
452,86,3,um,um
453,86,4, ,","
454,87,0, ,...
455,87,1,She,She
456,87,2,had,had
457,87,3, ,--
458,88,0, ,...
459,88,1,pretty,pretty
460,88,2,much,much
461,88,3,when,when
462,88,4,we,we
463,88,5,rechecked,rechecked
464,88,6,her,her
465,88,7, ,","
466,89,0,she,she
467,89,1,was,was
468,89,2,ready,ready
469,89,3,to,to
470,89,4,take,take
471,89,5,it,it
472,89,6,off,off
473,89,7, ,.
474,90,0,So,So
475,90,1,we,we
476,90,2,didn't,didn't
477,90,3,have,have
478,90,4,to,to
479,90,5,do,do
480,90,6,any,any
481,90,7, ,...
482,90,8,more,more
483,90,9,rays,#-rays
484,90,10,or,or
485,90,11,anything,anything
486,90,12, ,.
487,91,0,Okay,Okay
488,91,1, ,.
489,92,0, ,...
490,92,1,I'm,I'm
491,92,2,trying,trying
492,92,3,to,to
493,92,4,remember,remember
494,92,5, ,","
495,93,0,I,I
496,93,1,think,think
497,93,2, ,","
498,94,0, ,..
499,94,1,like,like
500,94,2, ,","
501,95,0, ,..
502,95,1,with,with
503,95,2,the,the
504,95,3,white,[#white]
505,95,4, ,","
506,96,0,You,[#You
507,96,1,got,|#got]
508,96,2, ,--
509,97,0,I,I
510,97,1,thought,thought
511,97,2,you,you
512,97,3,rayed,#-rayed
513,97,4,it,it
514,97,5, ,.
515,98,0, ,...
516,98,1,You,You
517,98,2,rayed,#-rayed
518,98,3,it,it
519,98,4,with,with
520,98,5,the,the
521,98,6,cast,cast
522,98,7,on,on
523,98,8, ,.
524,99,0,Yeah,Yeah
525,99,1, ,.
526,100,0,Mhm,[Mhm]
527,100,1, ,.
528,101,0, ,[##]
529,102,0,Yeah,Yeah
530,102,1, ,.
531,103,0,yeah,yeah
532,103,1, ,","
533,104,0, ,..
534,104,1,yeah,yeah
535,104,2, ,.
536,105,0, ,...
537,105,1,and,and
538,105,2,it,it
539,105,3,was,was
