wordID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList",aligned,void,stretch
1,0,0,182.00,0,Is,"{}",1,0,0
2,1,1,282.00,0,that,"{}",1,0,0
3,2,2,382.00,0,just,"{}",1,0,0
4,3,3,482.00,0,[carbonated,"{}",1,0,0
5,4,4,582.00,0,|water],"{}",1,0,0
6,5,5,682.00,0,?,"{}",1,0,0
7,0,0,182.00,0,[No,"{}",1,0,0
8,1,1,282.00,0,|thank,"{}",1,0,0
9,2,2,382.00,0,|you],"{}",1,0,0
10,3,3,482.00,0,.,"{}",1,0,0
11,0,0,182.00,0,[2No,"{}",1,0,0
12,1,1,282.00,0,",","{}",1,0,0
13,0,0,182.00,0,[2,"{}",1,0,0
14,1,1,282.00,0,|2No,"{}",1,0,0
15,2,2,382.00,0,|2this,"{}",1,0,0
16,3,3,482.00,0,|2is],"{}",1,0,0
17,4,4,582.00,0,crea:m,"{}",1,0,0
18,5,5,682.00,0,[3soda,"{}",1,0,0
19,6,6,782.00,0,.,"{}",1,0,0
20,0,0,182.00,0,|2It's,"{}",1,0,0
21,1,1,282.00,0,|2cream,"{}",1,0,0
22,2,2,382.00,0,|2soda2],"{}",1,0,0
23,3,3,482.00,0,.,"{}",1,0,0
24,0,0,182.00,0,[3Oh:,"{}",1,0,0
25,1,1,282.00,0,|3boy:],"{}",1,0,0
26,2,2,382.00,0,.,"{}",1,0,0
27,0,0,182.00,0,|3The3],"{}",1,0,0
28,1,1,282.00,0,best,"{}",1,0,0
29,2,2,382.00,0,.,"{}",1,0,0
30,0,0,182.00,0,...,"{}",1,0,0
31,1,1,282.00,0,It's,"{}",1,0,0
32,2,2,382.00,0,the,"{}",1,0,0
33,3,3,482.00,0,best,"{}",1,0,0
34,4,4,582.00,0,.,"{}",1,0,0
35,0,0,182.00,0,I'm,"{}",1,0,0
36,1,1,282.00,0,s[ure:],"{}",1,0,0
37,2,2,382.00,0,.,"{}",1,0,0
38,0,0,182.00,0,[Does,"{}",1,0,0
39,1,1,282.00,0,|it,"{}",1,0,0
40,2,2,382.00,0,|look],"{}",1,0,0
41,3,3,482.00,0,like,"{}",1,0,0
42,4,4,582.00,0,cream,"{}",1,0,0
