wordID,displayWordSeq,displayCol,pixelX,wordState,displayString,"inChainList",aligned,void,stretch
1,0,0,170.00,0,...,"{}",1,0,0
2,1,1,270.00,0,Go,"{}",1,0,0
3,2,2,370.00,0,get,"{}",1,0,0
4,3,3,470.00,0,him,"{}",1,0,0
5,4,4,570.00,0,.,"{}",1,0,0
6,0,0,170.00,0,#Little,"{}",1,0,0
7,1,1,270.00,0,#boys',"{}",1,0,0
8,2,2,370.00,0,#room,"{}",1,0,0
9,3,3,470.00,0,?,"{}",1,0,0
10,0,0,170.00,0,...,"{}",1,0,0
11,0,0,170.00,0,...,"{}",1,0,0
12,1,1,270.00,0,%iai,"{}",1,0,0
13,2,2,370.00,0,.,"{}",1,0,0
14,0,0,170.00,0,{FALL},"{}",1,0,0
15,0,0,170.00,0,..,"{}",1,0,0
16,1,1,270.00,0,@Go:d,"{}",1,0,0
17,2,2,370.00,0,.,"{}",1,0,0
18,0,0,170.00,0,...,"{}",1,0,0
19,1,1,270.00,0,No,"{}",1,0,0
20,2,2,370.00,0,.,"{}",1,0,0
21,0,0,170.00,0,..,"{}",1,0,0
22,1,1,270.00,0,That,"{}",1,0,0
23,2,2,370.00,0,whale,"{}",1,0,0
24,3,3,470.00,0,got,"{}",1,0,0
25,4,4,570.00,0,beached,"{}",1,0,0
26,5,5,670.00,0,.,"{}",1,0,0
27,0,0,170.00,0,He's,"{}",1,0,0
28,1,1,270.00,0,not,"{}",1,0,0
29,2,2,370.00,0,ready,"{}",1,0,0
30,3,3,470.00,0,[for,"{}",1,0,0
31,4,4,570.00,0,|that,"{}",1,0,0
32,5,5,670.00,0,|one],"{}",1,0,0
33,6,6,770.00,0,.,"{}",1,0,0
34,0,0,170.00,0,[No],"{}",1,0,0
35,1,1,270.00,0,.,"{}",1,0,0
36,0,0,170.00,0,...,"{}",1,0,0
37,1,1,270.00,0,Now,"{}",1,0,0
38,2,2,370.00,0,",","{}",1,0,0
39,0,0,170.00,0,You,"{}",1,0,0
40,1,1,270.00,0,know,"{}",1,0,0
41,2,2,370.00,0,how,"{}",1,0,0
42,3,3,470.00,0,I,"{}",1,0,0
43,4,4,570.00,0,--,"{}",1,0,0
44,0,0,170.00,0,...,"{}",1,0,0
45,1,1,270.00,0,Al[right,"{}",1,0,0
46,2,2,370.00,0,|],"{}",1,0,0
47,3,3,470.00,0,.,"{}",1,0,0
