Token,Lemma,Transcript,Count,Category,Subcategory,Correction,Special,Two_words,End_tone,Overlap,Lag,@word,#word,%word,_word,Other_symbols,Standoff,Name,Stop_List,[POS]
@@@(h),,[2@@@(h)],1,laugh,laugh-breath,CAPS,,,,[],,,,,,,,,,
@@@(h),,@@][2@(h)],1,laugh,laugh-breath,CAPS,,,,[],,,,,,,,,,
@@@(h),,@@@(h),1,laugh,laugh-breath,CAPS,,,,,,,,,,,,,,
@@@(h)@@@,,@@[@][2(h)]@@@,1,laugh,laugh-breath,CAPS,,,,[],,,,,,,,,,
@@@(h)@a,,[@@@][2(h)][3@]a,1,laugh,laugh-breath,CAPS,,,,[],,,,,,,,,,
@@@@@@@@@@(h)@@,,[@@@@@@@][2@@@(h)@@],1,laugh,laugh-breath,CAPS,,,,[],,,,,,,,,,
@(hx),,[@(hx),7,laugh,laugh-exhale,CAPS,,,,[,,,,,,,,,,
@(hx),,[@(hx):,7,laugh,laugh-exhale,CAPS,,,,[,lag,,,,,,,,,
@(hx),,[@(hx):],7,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,[@(hx):][2:][3:],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,[@(hx)],17,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx),,[@(hx)]:,3,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,[@(hx)]::,2,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,[@(hx)][2:],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,[2@(hx),3,laugh,laugh-exhale,CAPS,,,,[,,,,,,,,,,
@(hx),,[2@(hx):,1,laugh,laugh-exhale,CAPS,,,,[,lag,,,,,,,,,
@(hx),,[2@(hx)],6,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx),,[3@(hx),2,laugh,laugh-exhale,CAPS,,,,[,,,,,,,,,,
@(hx),,[3@(hx)],3,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx),,[4@(hx),2,laugh,laugh-exhale,CAPS,,,,[,,,,,,,,,,
@(hx),,[4@(hx):,1,laugh,laugh-exhale,CAPS,,,,[,lag,,,,,,,,,
@(hx),,[4@(hx)],1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx),,[4@(hx)][5:],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,[5@(hx):],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,[6@(hx):],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,[9@(hx),1,laugh,laugh-exhale,CAPS,,,,[,,,,,,,,,,
@(hx),,@(hx),64,laugh,laugh-exhale,CAPS,,,,,,,,,,,,,,
@(hx),,"@(hx),",3,laugh,laugh-exhale,CAPS,,,continuing,,,,,,,,,,,
@(hx),,@(hx):,21,laugh,laugh-exhale,CAPS,,,,,lag,,,,,,,,,
@(hx),,@(hx):[:,1,laugh,laugh-exhale,CAPS,,,,[,lag,,,,,,,,,
@(hx),,@(hx):],3,laugh,laugh-exhale,CAPS,,,,],lag,,,,,,,,,
@(hx),,@(hx).,1,laugh,laugh-exhale,CAPS,,,final,,,,,,,,,,,
@(hx),,@(hx)[:,4,laugh,laugh-exhale,CAPS,,,,[,lag,,,,,,,,,
@(hx),,@(hx)[:],4,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,@(hx)[:][2:],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,@(hx)[2:,1,laugh,laugh-exhale,CAPS,,,,[,lag,,,,,,,,,
@(hx),,@(hx)[2:],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,@(hx)[6:,1,laugh,laugh-exhale,CAPS,,,,[,lag,,,,,,,,,
@(hx),,@(hx)],6,laugh,laugh-exhale,CAPS,,,,],,,,,,,,,,
@(hx),,@(hx)]:[2:],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx),,@(hx)][2:,1,laugh,laugh-exhale,CAPS,,,,][,lag,,,,,,,,,
@(hx),,@(hx)6],1,laugh,laugh-exhale,CAPS,,,,],,,,,,,,,,
@(hx)(h),,[2@(hx)][3(h),1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@,,[@(hx)@],1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@,,[3@(hx):@],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx)@,,[3@(hx)@],1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@,,[4@(hx)][5@],1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@,,@(hx)@,1,laugh,laugh-exhale,CAPS,,,,,,,,,,,,,,
@(hx)@(hx),,[@(hx)]@(hx),1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@(hx)@(hx),,[@(hx)]@(hx)@(hx),1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@@,,[2@(hx):@@],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx)@@,,@(hx)[@@,1,laugh,laugh-exhale,CAPS,,,,[,,,,,,,,,,
@(hx)@@@,,@(hx)[@@@],1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@@@@,,[@(hx)@@][2@@],1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@@@@,,[2@(hx)]@@@@,1,laugh,laugh-exhale,CAPS,,,,[],,,,,,,,,,
@(hx)@@@@,,[3@(hx):]@@[4@@],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx)@@@@@,,[@(hx):]@@@@@,1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx)@@@@@,,[4@(hx):]@@[5@@@],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx)@@@@@@,,[@(hx):@@@]@@@,1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx)@@@@@@,,@(hx):[7:@@@@]@@,1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(hx)@@@@@@,,@[3(hx):][4@@@][5@@@],1,laugh,laugh-exhale,CAPS,,,,[],lag,,,,,,,,,
@(snort),,@(snort),1,laugh,laugh-exhale,(CAPS),,,,,,,,,,,,,,
@(ts),,@(ts)[:,1,laugh,laugh-exhale,(CAPS),,,,[,lag,,,,,,,,,
@(tss),,@(tss):,1,laugh,laugh-exhale,(CAPS),,,,,lag,,,,,,,,,
(tss)@@@,,[4(tss):][5@@@],1,laugh,,(CAPS),,,,[],lag,,,,,,,,,
{laughter},,{laughter},1,laugh,,,[check],,,,,,,,,,,,,
@,@,..@],1,laugh,,,[check],second of 2,,],,,,,,,,,,
@,@,(h)@],1,laugh,,,,,,],,,,,,,,,,
@,@,[@,44,laugh,,,,,,[,,,,,,,,,,
@,@,[@:,12,laugh,,,,,,[,lag,,,,,,,,,
@,@,[@:],15,laugh,,,,,,[],lag,,,,,,,,,
@,@,[@:]:,1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[@],92,laugh,,,,,,[],,,,,,,,,,
@,@,[@]:,1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[2@,25,laugh,,,,,,[,,,,,,,,,,
@,@,[2@:,1,laugh,,,,,,[,lag,,,,,,,,,
@,@,[2@:],5,laugh,,,,,,[],lag,,,,,,,,,
@,@,[2@],43,laugh,,,,,,[],,,,,,,,,,
@,@,[2@]:,1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[2@].,1,laugh,,,,,final,[],,,,,,,,,,
@,@,[2@][3:],2,laugh,,,,,,[],lag,,,,,,,,,
@,@,[2@%:,1,laugh,,,,,,[,lag,,,%word,,,,,,
@,@,[3@,12,laugh,,,,,,[,,,,,,,,,,
@,@,[3@:,3,laugh,,,,,,[,lag,,,,,,,,,
@,@,[3@:],5,laugh,,,,,,[],lag,,,,,,,,,
@,@,[3@],30,laugh,,,,,,[],,,,,,,,,,
@,@,[3@]:,1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[4(h)]@,1,laugh,,,,,,[],,,,,,,,,,
@,@,[4@,5,laugh,,,,,,[,,,,,,,,,,
@,@,[4@:,1,laugh,,,,,,[,lag,,,,,,,,,
@,@,[4@:],2,laugh,,,,,,[],lag,,,,,,,,,
@,@,[4@],19,laugh,,,,,,[],,,,,,,,,,
@,@,[4@].,1,laugh,,,,,final,[],,,,,,,,,,
@,@,[5@,1,laugh,,,,,,[,,,,,,,,,,
@,@,[5@:,4,laugh,,,,,,[,lag,,,,,,,,,
@,@,[5@:],1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[5@],8,laugh,,,,,,[],,,,,,,,,,
@,@,[5%@:],1,laugh,,,,,,[],lag,,,%word,,,,,,
@,@,[6@,4,laugh,,,,,,[,,,,,,,,,,
@,@,[6@:,1,laugh,,,,,,[,lag,,,,,,,,,
@,@,[6@:],1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[6@],4,laugh,,,,,,[],,,,,,,,,,
@,@,[6@]:,1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[7@,3,laugh,,,,,,[,,,,,,,,,,
@,@,[7@],5,laugh,,,,,,[],,,,,,,,,,
@,@,[8@,1,laugh,,,,,,[,,,,,,,,,,
@,@,[8@:],1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[8@],4,laugh,,,,,,[],,,,,,,,,,
@,@,[8@][9:],1,laugh,,,,,,[],lag,,,,,,,,,
@,@,[9@,1,laugh,,,,,,[,,,,,,,,,,
@,@,[9@],2,laugh,,,,,,[],,,,,,,,,,
@,@,@,394,laugh,,,,,,,,,,,,,,,,
@,@,"@,",4,laugh,,,,,continuing,,,,,,,,,,,
@,@,@:,31,laugh,,,,,,,lag,,,,,,,,,
@,@,@:[..,1,laugh,,,[check],first of 2,,,lag,,,,,,,,,
@,@,@:[3:,1,laugh,,,,,,[,lag,,,,,,,,,
@,@,@:],5,laugh,,,,,,],lag,,,,,,,,,
@,@,@.,25,laugh,,,,,final,,,,,,,,,,,
@,@,@...,1,laugh,,,[check],first of 2,,,,,,,,,,,,
@,@,@[:,1,laugh,,,,,,[,lag,,,,,,,,,
@,@,@[:],5,laugh,,,,,,[],lag,,,,,,,,,
@,@,@[:][2:],2,laugh,,,,,,[],lag,,,,,,,,,
@,@,@[2:,2,laugh,,,,,,[,lag,,,,,,,,,
@,@,@[4:,1,laugh,,,,,,[,lag,,,,,,,,,
@,@,@[4:],1,laugh,,,,,,[],lag,,,,,,,,,
@,@,@],73,laugh,,,,,,],,,,,,,,,,
@,@,"@],",7,laugh,,,,,continuing,],,,,,,,,,,
@,@,@]?,1,laugh,,,,,appeal,],,,,,,,,,,
@,@,@].,10,laugh,,,,,final,],,,,,,,,,,
@,@,@%,2,laugh,,,,,,,,,,%word,,,,,,
@,@,@%:,1,laugh,,,,,,,lag,,,%word,,,,,,
@,@,@%.,1,laugh,,,,,final,,,,,%word,,,,,,
@,@,@2],5,laugh,,,,,,],,,,,,,,,,
@,@,@3],4,laugh,,,,,,],,,,,,,,,,
@,@,"@5],",1,laugh,,,,,continuing,],,,,,,,,,,
@,@,%@,1,laugh,,,,,,,,,,%word,,,,,,
@(),@,[4@()],1,laugh,,,,,,[],,,,,,,,,,
@(),@,@(),1,laugh,,,,,,,,,,,,,,,,
@(gasp),@,@(gasp):],1,laugh,,,,,,],lag,,,,,,,,,
@@,@,[@:@,1,laugh,,,,,,[,lag,,,,,,,,,
@@,@,[@:@],3,laugh,,,,,,[],lag,,,,,,,,,
@@,@,[@][2@,1,laugh,,,,,,[],,,,,,,,,,
@@,@,[@][2@],2,laugh,,,,,,[],,,,,,,,,,
@@,@,[@]@,5,laugh,,,,,,[],,,,,,,,,,
@@,@,[@@,28,laugh,,,,,,[,,,,,,,,,,
@@,@,[@@:,1,laugh,,,,,,[,lag,,,,,,,,,
@@,@,[@@],116,laugh,,,,,,[],,,,,,,,,,
@@,@,[@@]:,1,laugh,,,,,,[],lag,,,,,,,,,
@@,@,[2@:@],1,laugh,,,,,,[],lag,,,,,,,,,
@@,@,[2@][3@],2,laugh,,,,,,[],,,,,,,,,,
@@,@,[2@@,14,laugh,,,,,,[,,,,,,,,,,
@@,@,[2@@:],1,laugh,,,,,,[],lag,,,,,,,,,
@@,@,[2@@],48,laugh,,,,,,[],,,,,,,,,,
@@,@,[3@:@],1,laugh,,,,,,[],lag,,,,,,,,,
@@,@,[3@][4@,1,laugh,,,,,,[],,,,,,,,,,
@@,@,[3@][4@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,[3@]@,2,laugh,,,,,,[],,,,,,,,,,
@@,@,[3@@,6,laugh,,,,,,[,,,,,,,,,,
@@,@,[3@@],20,laugh,,,,,,[],,,,,,,,,,
@@,@,[4@:][5@],1,laugh,,,,,,[],lag,,,,,,,,,
@@,@,[4@][5@,1,laugh,,,,,,[],,,,,,,,,,
@@,@,[4@][5@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,[4@@,5,laugh,,,,,,[,,,,,,,,,,
@@,@,[4@@],12,laugh,,,,,,[],,,,,,,,,,
@@,@,"[4@@],",1,laugh,,,,,continuing,[],,,,,,,,,,
@@,@,[5@][6@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,[5@]@,2,laugh,,,,,,[],,,,,,,,,,
@@,@,[5@@,1,laugh,,,,,,[,,,,,,,,,,
@@,@,[5@@],11,laugh,,,,,,[],,,,,,,,,,
@@,@,[6@][7@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,[6@@],7,laugh,,,,,,[],,,,,,,,,,
@@,@,[7@@],2,laugh,,,,,,[],,,,,,,,,,
@@,@,[8@][9@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,[8@@,3,laugh,,,,,,[,,,,,,,,,,
@@,@,[8@@],4,laugh,,,,,,[],,,,,,,,,,
@@,@,[9@@,1,laugh,,,,,,[,,,,,,,,,,
@@,@,[9@@],3,laugh,,,,,,[],,,,,,,,,,
@@,@,@:[@],1,laugh,,,,,,[],lag,,,,,,,,,
@@,@,@:@,4,laugh,,,,,,,lag,,,,,,,,,
@@,@,@:@],1,laugh,,,,,,],lag,,,,,,,,,
@@,@,@:@3],1,laugh,,,,,,],lag,,,,,,,,,
@@,@,@[:@],3,laugh,,,,,,[],lag,,,,,,,,,
@@,@,@[@,3,laugh,,,,,,[,,,,,,,,,,
@@,@,@[@],10,laugh,,,,,,[],,,,,,,,,,
@@,@,@[2@],4,laugh,,,,,,[],,,,,,,,,,
@@,@,@[2@][3:],1,laugh,,,,,,[],lag,,,,,,,,,
@@,@,@[3@,2,laugh,,,,,,[,,,,,,,,,,
@@,@,@[3@],4,laugh,,,,,,[],,,,,,,,,,
@@,@,@[4:@],1,laugh,,,,,,[],lag,,,,,,,,,
@@,@,@[4@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,@[5@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,@[6@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,@[9@],2,laugh,,,,,,[],,,,,,,,,,
@@,@,@][2@],1,laugh,,,,,,[],,,,,,,,,,
@@,@,@]@,4,laugh,,,,,,],,,,,,,,,,
@@,@,@@,256,laugh,,,,,,,,,,,,,,,,
@@,@,"@@,",2,laugh,,,,,continuing,,,,,,,,,,,
@@,@,@@.,8,laugh,,,,,final,,,,,,,,,,,
@@,@,@@[2,1,laugh,,,,,,[,,,,,,,,,,
@@,@,@@],48,laugh,,,,,,],,,,,,,,,,
@@,@,"@@],",3,laugh,,,,,continuing,],,,,,,,,,,
@@,@,@@]?,1,laugh,,,,,appeal,],,,,,,,,,,
@@,@,@@].,6,laugh,,,,,final,],,,,,,,,,,
@@,@,@@2],4,laugh,,,,,,],,,,,,,,,,
@@,@,@@3],2,laugh,,,,,,],,,,,,,,,,
@@,@,@@4],1,laugh,,,,,,],,,,,,,,,,
@@,@,@@8],1,laugh,,,,,,],,,,,,,,,,
@@@,@,[@:@@],2,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,[@][2:@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,[@][2@@,1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[@]@[2@,1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[@]@[2@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[@]@@,9,laugh,,,,,,[],,,,,,,,,,
@@@,@,[@@][2@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[@@]@,5,laugh,,,,,,[],,,,,,,,,,
@@@,@,[@@@,29,laugh,,,,,,[,,,,,,,,,,
@@@,@,[@@@:,1,laugh,,,,,,[,lag,,,,,,,,,
@@@,@,[@@@],63,laugh,,,,,,[],,,,,,,,,,
@@@,@,"[@@@],",1,laugh,,,,,continuing,[],,,,,,,,,,
@@@,@,[@@@][2oh][3:].,1,laugh,,,[check],first of 2,,,,,,,,,,,,
@@@,@,[2@:@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,[2@][3@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[2@]@@,1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[2@@][3@],3,laugh,,,,,,[],,,,,,,,,,
@@@,@,[2@@]@,2,laugh,,,,,,[],,,,,,,,,,
@@@,@,[2@@@,11,laugh,,,,,,[,,,,,,,,,,
@@@,@,[2@@@],26,laugh,,,,,,[],,,,,,,,,,
@@@,@,[2@@@].,1,laugh,,,,,final,[],,,,,,,,,,
@@@,@,[3@:][4@@,1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,[3@:@@,1,laugh,,,,,,[,lag,,,,,,,,,
@@@,@,[3@:@@][4:],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,[3@][4@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[3@@][4@:],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,[3@@][4@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[3@@]@,2,laugh,,,,,,[],,,,,,,,,,
@@@,@,[3@@@,2,laugh,,,,,,[,,,,,,,,,,
@@@,@,[3@@@],18,laugh,,,,,,[],,,,,,,,,,
@@@,@,[4@][5@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[4@]@[5@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[4@@][5@:],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,[4@@]@,1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[4@@@,3,laugh,,,,,,[,,,,,,,,,,
@@@,@,[4@@@],12,laugh,,,,,,[],,,,,,,,,,
@@@,@,[5@:][6:@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,[5@][6@][7@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[5@@@],6,laugh,,,,,,[],,,,,,,,,,
@@@,@,[6@][7@][8@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[6@@@],6,laugh,,,,,,[],,,,,,,,,,
@@@,@,[7@]@@,1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[7@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[8@][9@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[8@@]@,1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[8@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[9(h)][@@]@,1,laugh,,,,,,[],,,,,,,,,,
@@@,@,[9@@@,1,laugh,,,,,,[,,,,,,,,,,
@@@,@,[9@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@:[@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,@:@@,1,laugh,,,,,,,lag,,,,,,,,,
@@@,@,@:@@3],1,laugh,,,,,,],lag,,,,,,,,,
@@@,@,@[@]@,1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@[@@,2,laugh,,,,,,[,,,,,,,,,,
@@@,@,@[@@],15,laugh,,,,,,[],,,,,,,,,,
@@@,@,@[2@][3@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@[2@@],5,laugh,,,,,,[],,,,,,,,,,
@@@,@,@[3:@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,@[3@@,2,laugh,,,,,,[,,,,,,,,,,
@@@,@,@[5@@],2,laugh,,,,,,[],,,,,,,,,,
@@@,@,@[6@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@[7@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@[9@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@][@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@][3@@,1,laugh,,,,,,][,,,,,,,,,,
@@@,@,@][4@@,1,laugh,,,,,,][,,,,,,,,,,
@@@,@,@][4@@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@]@@,1,laugh,,,,,,],,,,,,,,,,
@@@,@,@@:@,2,laugh,,,,,,,lag,,,,,,,,,
@@@,@,@@[@,5,laugh,,,,,,[,,,,,,,,,,
@@@,@,@@[@],16,laugh,,,,,,[],,,,,,,,,,
@@@,@,@@[2@,1,laugh,,,,,,[,,,,,,,,,,
@@@,@,@@[2@],6,laugh,,,,,,[],,,,,,,,,,
@@@,@,@@[3@:3,1,laugh,,,,,,[,lag,,,,,,,,,
@@@,@,@@[3@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@@[7@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@@][@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@@][2@,1,laugh,,,,,,][,,,,,,,,,,
@@@,@,@@][3:@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@,@,@@@,209,laugh,,,,,,,,,,,,,,,,
@@@,@,"@@@,",2,laugh,,,,,continuing,,,,,,,,,,,
@@@,@,@@@.,4,laugh,,,,,final,,,,,,,,,,,
@@@,@,@@@],32,laugh,,,,,,],,,,,,,,,,
@@@,@,@@@].,2,laugh,,,,,final,],,,,,,,,,,
@@@,@,@@@2],4,laugh,,,,,,],,,,,,,,,,
@@@,@,@@@2].,1,laugh,,,,,final,],,,,,,,,,,
@@@,@,@@@3],2,laugh,,,,,,],,,,,,,,,,
@@@,@,@@@4],1,laugh,,,,,,],,,,,,,,,,
@@@,@,@@@5],2,laugh,,,,,,],,,,,,,,,,
@@@,@,@@@6],1,laugh,,,,,,],,,,,,,,,,
@@@,@,@2]@[3@],1,laugh,,,,,,[],,,,,,,,,,
@@@,@,@4][5@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[[@:@@@,1,laugh,,,,,,[,lag,,,,,,,,,
@@@@,@,[@:@@@],2,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,[@][2@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@]@[2@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@]@@[2@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@]@@@,3,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@@][2@][3@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@@]@[2@],3,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@@]@@,6,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@@@][2@],2,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@@@]@,2,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[@@@@,10,laugh,,,,,,[,,,,,,,,,,
@@@@,@,[@@@@],29,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[2@:@][3@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,[2@][3@][4@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[2@]@[3@@],2,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[2@]@@[3@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[2@@][3@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[2@@]@@,6,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[2@@@][3@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[2@@@]@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[2@@@@,5,laugh,,,,,,[,,,,,,,,,,
@@@@,@,[2@@@@],15,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[3@:@]@@,1,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,[3@][4:][5@@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,[3@][4@][5@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[3@][4@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[3@]@@@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[3@@][4@@],2,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[3@@]@@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[3@@@@,5,laugh,,,,,,[,,,,,,,,,,
@@@@,@,[3@@@@],12,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[4@:@@][5@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,[4@][5@@@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[4@]@@@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[4@@][5@@],2,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[4@@@][5@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[4@@@][5@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[4@@@]@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[4@@@@],5,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[5@][6@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[5@@][6@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[5@@@][6@:],1,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,[5@@@][6@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[5@@@@],4,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[6@@@@,2,laugh,,,,,,[,,,,,,,,,,
@@@@,@,[6@@@@],4,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[7@:@@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,[7@@@][8@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[7@@@@,4,laugh,,,,,,[,,,,,,,,,,
@@@@,@,[7@@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,[9@@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,@:[@@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,@:@[@@],1,laugh,,,,,,[],lag,,,,,,,,,
@@@@,@,@:@@@,2,laugh,,,,,,,lag,,,,,,,,,
@@@@,@,@:3][4@@@,1,laugh,,,,,,][,lag,,,,,,,,,
@@@@,@,@[@@]@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,@[@@@,2,laugh,,,,,,[,,,,,,,,,,
@@@@,@,@[@@@],5,laugh,,,,,,[],,,,,,,,,,
@@@@,@,@[2@@]@,1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,@[2@@@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,@[3@@][4@],1,laugh,,,,,,[],,,,,,,,,,
@@@@,@,@[6@@@,1,laugh,,,,,,[,,,,,,,,,,
@@@@,@,@[7@@@],1,laugh,,,,,,[],,,,,,,,,,
