wordID,unitID,wordSeq,wordToken,wordTranscript
1,1,0,How,How
2,1,1,can,[can
3,1,2,you,|you
4,1,3,teach,|teach
5,1,4,a,|a
6,1,5,threeyearold,|three-year-old
7,1,6,to,|to]
8,1,7,tap,ta:p
9,1,8,dance,[2dance]
10,1,9, ,.
11,2,0,I,[I
12,2,1,can't,|can't
13,2,2,imagine,|imagine
14,2,3,teaching,|teaching
15,2,4,a,|a]
16,2,5, ,--
17,3,0,Yeah,[2@Yeah]
18,3,1, ,","
19,4,0,really,really
20,4,1, ,.
21,5,0, ,...
22,5,1, ,:
23,6,0, ,...
24,6,1,Who,Who
25,6,2,suggested,suggested
26,6,3,this,this
27,6,4,to,to
28,6,5,em,em
29,6,6, ,.
30,7,0,I,I
31,7,1,have,have
32,7,2,no,no
33,7,3,idea,idea
34,7,4, ,.
35,8,0,It,It
36,8,1,was,was
37,8,2,probably,probably
38,8,3,my,my:
39,8,4, ,..
40,8,5,sisterinlaw's,sister-in-law's
41,8,6,idea,idea
42,8,7,because,because
43,8,8, ,","
44,9,0, ,...
45,9,1,I,I
46,9,2,think,think
47,9,3,they,they
48,9,4,saw,saw:
49,9,5, ,...
50,9,6,that,that
51,9,7,movie,movie
52,9,8, ,.
53,10,0, ,...
54,10,1,Tap,Tap
55,10,2, ,?
56,11,0, ,[#]
57,11,1, ,[2#]
58,11,2, ,--
59,12,0,What,[What]
60,12,1,was,[2was
61,12,2,the,|2the]
62,12,3, ,","
63,13,0,They,[2#They
64,13,1,had,|2#had]
65,13,2, ,--
66,14,0,the,the
67,14,1,movie,movie
68,14,2,with,with
69,14,3,that,that
70,14,4, ,..
71,14,5,really,really
72,14,6,hot,hot
73,14,7,tap,tap
74,14,8,dancer,danc[er]
75,14,9, ,.
76,15,0,Oh,[Oh]
77,15,1,that,that
78,15,2,kid,ki:d
79,15,3, ,.
80,16,0, ,...
81,16,1,He,He
82,16,2,was,was
83,16,3,actually,actually
84,16,4,here,here
85,16,5,two,two
86,16,6,weeks,weeks
87,16,7,ago,ago
88,16,8, ,","
89,17,0,and,and
90,17,1,I,[I
91,17,2,missed,|missed
92,17,3,him,|him]
93,17,4, ,.
94,18,0,at,[at
95,18,1,the,|the
96,18,2, ,|..
97,18,3,at,|at]
98,18,4,the,the
99,18,5,jazz,ja:zz
100,18,6, ,..
101,18,7,tap,t[2ap
102,18,8,thing,|2thing
103,18,9,or,|2or
104,18,10,whatever,|2whatever]
105,18,11, ,.
106,19,0,Was,[2Was
107,19,1,he,|2he
108,19,2,a,|2a
109,19,3,little,|2little
110,19,4,kid,|2kid]
111,19,5, ,?
112,20,0,No,[3No
113,20,1,he's,|3he's
114,20,2,sixteen,|3sixteen
115,20,3,now,|3now:]
116,20,4, ,.
117,21,0, ,[3
118,21,1,No,|3No
119,21,2,he's,|3he's
120,21,3,like,|3like]
121,21,4, ,--
122,22,0, ,...
123,22,1,Yeah,Yeah
124,22,2,he's,he's
125,22,3,a,a
126,22,4,teenager,teenager
127,22,5, ,","
128,23,0,but,but
129,23,1,he,he
130,23,2,teaches,teaches
131,23,3,these,[these
132,23,4,classes,|classes
133,23,5,in,|in
134,23,6,New,|New
135,23,7,York,|York]
136,23,8, ,.
137,24,0,That,[#That
138,24,1,boy,|boy
